time in sec and DC BIAS in mV 4/20/2022 11:24:53 AM
DA: 20  DF: 1040
PG: 112  TL: 0
1	-3460
2	-3456
3	-3454
4	-3454
5	-3456
6	-3460
7	-3465
8	-3469
9	-3470
10	-3473
11	-3475
12	-3472
13	-3466
14	-3463
15	-3466
16	-3465
17	-3467
18	-3470
19	-3468
20	-3464
21	-3460
22	-3456
23	-3453
24	-3453
25	-3455
26	-3456
27	-3456
28	-3457
29	-3457
30	-3456
31	-3455
32	-3455
33	-3456
34	-3451
35	-3449
36	-3451
37	-3457
38	-3461
39	-3463
40	-3465
41	-3469
42	-3474
43	-3478
44	-3479
45	-3476
46	-3468
47	-3459
48	-3451
49	-3446
50	-3447
51	-3452
52	-3455
53	-3455
54	-3452
55	-3448
56	-3444
57	-3439
58	-3437
59	-3439
60	-3441
61	-3445
62	-3448
63	-3453
64	-3456
65	-3459
66	-3457
67	-3456
68	-3455
69	-3452
70	-3453
71	-3451
72	-3446
73	-3440
74	-3438
75	-3435
76	-3434
77	-3430
78	-3427
79	-3427
80	-3426
81	-3424
82	-3425
83	-3426
84	-3430
85	-3435
86	-3441
87	-3445
88	-3450
89	-3458
90	-3457
91	-3454
92	-3450
93	-3446
94	-3442
95	-3438
96	-3433
97	-3428
98	-3423
99	-3420
100	-3418
101	-3418
102	-3420
103	-3420
104	-3423
105	-3427
106	-3431
107	-3438
108	-3445
109	-3453
110	-3461
111	-3472
112	-3484
113	-3492
114	-3496
115	-3493
116	-3487
117	-3478
118	-3470
119	-3467
120	-3470
121	-3473
122	-3480
123	-3486
124	-3482
125	-3476
126	-3471
127	-3466
128	-3460
129	-3456
130	-3453
131	-3449
132	-3447
133	-3442
134	-3441
135	-3444
136	-3446
137	-3446
138	-3447
139	-3450
140	-3450
141	-3449
142	-3448
143	-3448
144	-3446
145	-3445
146	-3446
147	-3444
148	-3440
149	-3435
150	-3433
151	-3432
152	-3432
153	-3433
154	-3433
155	-3432
156	-3434
157	-3439
158	-3446
159	-3449
160	-3449
161	-3448
162	-3447
163	-3445
164	-3442
165	-3439
166	-3435
167	-3435
168	-3438
169	-3444
170	-3446
171	-3444
172	-3442
173	-3438
174	-3436
175	-3433
176	-3430
177	-3428
178	-3428
179	-3429
180	-3429
181	-3426
182	-3426
183	-3429
184	-3432
185	-3434
186	-3437
187	-3442
188	-3445
189	-3450
190	-3453
191	-3454
192	-3455
193	-3452
194	-3451
195	-3451
196	-3451
197	-3450
198	-3447
199	-3445
200	-3442
201	-3440
202	-3439
203	-3437
204	-3435
205	-3432
206	-3432
207	-3432
208	-3432
209	-3433
210	-3435
211	-3436
212	-3439
213	-3442
214	-3442
215	-3444
216	-3445
217	-3448
218	-3448
219	-3450
220	-3451
221	-3452
222	-3451
223	-3452
224	-3452
225	-3449
226	-3444
227	-3440
228	-3436
229	-3437
230	-3439
231	-3443
232	-3445
233	-3448
234	-3450
235	-3450
236	-3451
237	-3455
238	-3461
239	-3471
240	-3478
241	-3483
242	-3484
243	-3483
244	-3480
245	-3475
246	-3471
247	-3468
248	-3466
249	-3463
250	-3461
251	-3458
252	-3459
253	-3462
254	-3469
255	-3481
256	-3488
257	-3488
258	-3486
259	-3487
260	-3488
261	-3484
262	-3482
263	-3481
264	-3484
265	-3486
266	-3488
267	-3491
268	-3492
269	-3492
270	-3488
271	-3485
272	-3483
273	-3481
274	-3477
275	-3475
276	-3472
277	-3468
278	-3469
279	-3472
280	-3479
281	-3480
282	-3480
283	-3476
284	-3471
285	-3472
286	-3469
287	-3468
288	-3469
289	-3469
290	-3474
291	-3479
292	-3480
293	-3478
294	-3476
295	-3473
296	-3471
297	-3470
298	-3468
299	-3466
300	-3462
301	-3459
302	-3457
303	-3456
304	-3452
305	-3450
306	-3445
307	-3445
308	-3444
309	-3442
310	-3441
311	-3443
312	-3447
313	-3454
314	-3461
315	-3466
316	-3471
317	-3474
318	-3474
319	-3472
320	-3473
321	-3474
322	-3477
323	-3474
324	-3470
325	-3469
326	-3467
327	-3464
328	-3465
329	-3460
330	-3458
331	-3454
332	-3449
333	-3445
334	-3443
335	-3442
336	-3444
337	-3450
338	-3456
339	-3456
340	-3456
341	-3459
342	-3462
343	-3457
344	-3458
345	-3457
346	-3461
347	-3468
348	-3472
349	-3471
350	-3472
351	-3471
352	-3470
353	-3473
354	-3474
355	-3470
356	-3465
357	-3457
358	-3452
359	-3446
360	-3444
361	-3441
362	-3442
363	-3441
364	-3443
365	-3451
366	-3459
367	-3469
368	-3478
369	-3484
370	-3486
371	-3485
372	-3482
373	-3480
374	-3481
375	-3483
376	-3483
377	-3483
378	-3490
379	-3491
380	-3486
381	-3482
382	-3476
383	-3469
384	-3463
385	-3458
386	-3460
387	-3460
388	-3459
389	-3457
390	-3453
391	-3450
392	-3448
393	-3450
394	-3451
395	-3452
396	-3451
397	-3452
398	-3453
399	-3453
400	-3454
401	-3455
402	-3461
403	-3463
404	-3463
405	-3462
406	-3460
407	-3457
408	-3454
409	-3452
410	-3453
411	-3456
412	-3462
413	-3468
414	-3465
415	-3464
416	-3466
417	-3468
418	-3471
419	-3474
420	-3473
421	-3473
422	-3474
423	-3476
424	-3481
425	-3483
426	-3479
427	-3476
428	-3474
429	-3473
430	-3475
431	-3477
432	-3478
433	-3474
434	-3469
435	-3465
436	-3462
437	-3461
438	-3461
439	-3463
440	-3467
441	-3469
442	-3472
443	-3472
444	-3472
445	-3475
446	-3475
447	-3469
448	-3464
449	-3460
450	-3456
451	-3453
452	-3452
453	-3451
454	-3451
455	-3451
456	-3450
457	-3451
458	-3451
459	-3451
460	-3451
461	-3450
462	-3450
463	-3450
464	-3452
465	-3455
466	-3452
467	-3450
468	-3452
469	-3459
470	-3466
471	-3471
472	-3474
473	-3473
474	-3468
475	-3463
476	-3458
477	-3452
478	-3449
479	-3449
480	-3451
481	-3450
482	-3452
483	-3452
484	-3453
485	-3455
486	-3457
487	-3457
488	-3454
489	-3451
490	-3449
491	-3451
492	-3456
493	-3466
494	-3476
495	-3484
496	-3491
497	-3492
498	-3492
499	-3494
500	-3493
501	-3492
502	-3494
503	-3500
504	-3508
505	-3510
506	-3509
507	-3508
508	-3499
509	-3492
510	-3489
511	-3489
512	-3484
513	-3478
514	-3474
515	-3474
516	-3471
517	-3472
518	-3476
519	-3481
520	-3481
521	-3478
522	-3474
523	-3473
524	-3469
525	-3466
526	-3463
527	-3464
528	-3461
529	-3458
530	-3453
531	-3450
532	-3447
533	-3443
534	-3441
535	-3438
536	-3440
537	-3441
538	-3440
539	-3438
540	-3436
541	-3433
542	-3431
543	-3430
