,time_histo_el_s,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
1436,2881.0,196279,225024,4,0,0,0,196279,225024
1437,2883.0,194446,225618,1,0,0,0,194446,225618
1438,2885.0,195996,223775,5,2,0,0,195996,223775
1439,2887.0,198016,227821,2,0,0,0,198016,227821
1440,2889.0,198771,227851,2,0,0,0,198771,227851
1441,2891.0,201230,225590,3,1,0,0,201230,225590
1442,2893.0,204127,222434,5,2,0,0,204127,222434
1443,2895.0,202246,217475,5,0,1,0,202246,217475
1444,2897.0,200055,216098,1,0,0,0,200055,216098
1445,2899.0,202085,218832,5,0,0,0,202085,218832
1446,2901.0,202818,217100,2,0,0,0,202818,217100
1447,2903.0,202593,215782,4,1,1,0,202593,215782
1448,2905.0,202820,218004,7,1,0,0,202820,218004
1449,2907.0,204256,224330,4,0,0,0,204256,224330
1450,2909.0,205979,226142,1,0,1,0,205979,226142
1451,2911.0,205371,226847,4,0,0,0,205371,226847
1452,2913.0,203280,226467,5,0,0,0,203280,226467
1453,2915.0,200268,226894,3,1,1,0,200268,226894
1454,2917.0,200288,228597,3,1,1,0,200288,228597
1455,2919.0,196546,228371,5,1,0,0,196546,228371
1456,2921.0,196834,231307,4,0,1,0,196834,231307
1457,2923.0,198231,231892,2,0,0,0,198231,231892
1458,2925.0,200444,233996,1,0,0,0,200444,233996
1459,2927.0,198180,234319,2,0,0,0,198180,234319
1460,2929.0,195529,231588,2,0,2,0,195529,231588
1461,2931.0,196054,227508,7,1,1,0,196054,227508
1462,2933.0,200256,222353,3,1,0,0,200256,222353
1463,2935.0,200830,222696,3,0,0,0,200830,222696
1464,2937.0,197289,224170,3,0,0,0,197289,224170
1465,2939.0,197154,224014,4,0,0,0,197154,224014
1466,2941.0,197653,221641,6,0,0,0,197653,221641
1467,2943.0,195522,216779,4,1,0,0,195522,216779
1468,2945.0,195111,213423,3,0,0,0,195111,213423
1469,2947.0,199136,213489,5,0,1,0,199136,213489
1470,2949.0,203024,212512,4,1,0,0,203024,212512
1471,2951.0,201081,211839,3,0,0,0,201081,211839
1472,2953.0,200295,212741,5,1,3,1,200295,212741
1473,2955.0,200651,214074,4,1,0,0,200651,214074
1474,2957.0,199533,211128,7,2,1,0,199533,211128
1475,2959.0,196873,211954,5,0,0,0,196873,211954
1476,2961.0,197876,214961,1,0,0,0,197876,214961
1477,2963.0,204709,222670,4,1,1,0,204709,222670
1478,2965.0,207454,223889,4,0,0,0,207454,223889
1479,2967.0,209006,221915,4,0,1,0,209006,221915
1480,2969.0,206781,216527,4,0,0,0,206781,216527
1481,2971.0,207460,213097,2,0,0,0,207460,213097
1482,2973.0,205682,209701,3,0,0,0,205682,209701
1483,2975.0,206275,210353,2,0,0,0,206275,210353
1484,2977.0,207631,202741,2,0,0,0,207631,202741
1485,2979.0,209072,198885,2,1,0,0,209072,198885
1486,2981.0,209873,196009,2,1,0,0,209873,196009
1487,2983.0,209204,195730,5,0,1,0,209204,195730
1488,2985.0,210926,200730,1,1,0,0,210926,200730
1489,2987.0,210381,206243,2,0,0,0,210381,206243
1490,2989.0,211634,205310,3,0,0,0,211634,205310
1491,2991.0,211297,214012,0,0,0,0,211297,214012
1492,2993.0,209257,218620,3,1,0,0,209257,218620
1493,2995.0,210010,220835,1,0,0,0,210010,220835
1494,2997.0,207408,213588,3,0,0,0,207408,213588
1495,2999.0,207210,211877,2,0,0,0,207210,211877
1496,3002.0,206107,207955,3,1,1,0,206107,207955
1497,3004.0,202777,200599,3,1,0,0,202777,200599
1498,3006.0,204583,206863,4,0,0,0,204583,206863
1499,3008.0,205813,209610,5,1,0,0,205813,209610
1500,3010.0,207141,215817,5,0,0,0,207141,215817
1501,3012.0,209315,220876,3,0,1,0,209315,220876
1502,3014.0,206000,223526,5,1,0,0,206000,223526
1503,3016.0,200507,223795,1,0,0,0,200507,223795
1504,3018.0,200909,225447,2,0,0,0,200909,225447
1505,3020.0,200217,228054,4,1,0,0,200217,228054
1506,3022.0,199360,215588,5,0,1,0,199360,215588
1507,3024.0,196637,204679,6,0,0,0,196637,204679
1508,3026.0,195533,203195,2,0,0,0,195533,203195
1509,3028.0,194494,194819,2,0,0,0,194494,194819
1510,3030.0,197610,179961,4,0,0,0,197610,179961
1511,3032.0,198980,171535,2,1,0,0,198980,171535
1512,3034.0,197996,165979,3,1,0,0,197996,165979
1513,3036.0,201506,160102,4,0,0,0,201506,160102
1514,3038.0,202156,170027,5,2,0,0,202156,170027
1515,3040.0,201057,168511,4,0,0,0,201057,168511
1516,3042.0,204563,162221,4,1,0,0,204563,162221
1517,3044.0,206758,158900,0,0,0,0,206758,158900
1518,3046.0,205000,163067,3,0,0,0,205000,163067
1519,3048.0,202440,168011,2,0,0,0,202440,168011
1520,3050.0,201441,165296,3,0,0,0,201441,165296
1521,3052.0,201857,154814,3,0,0,0,201857,154814
1522,3054.0,201478,140709,4,0,0,0,201478,140709
1523,3056.0,203010,144960,5,0,0,0,203010,144960
1524,3058.0,198951,157027,5,0,0,0,198951,157027
1525,3060.0,197272,175742,0,0,0,0,197272,175742
1526,3062.0,198283,178241,4,0,0,0,198283,178241
1527,3064.0,195955,170993,4,0,0,0,195955,170993
1528,3066.0,194863,170763,2,0,0,0,194863,170763
1529,3068.0,192282,169772,7,0,0,0,192282,169772
1530,3070.0,193285,170569,6,1,0,0,193285,170569
1531,3072.0,192987,167956,9,2,0,0,192987,167956
1532,3074.0,191975,159984,8,2,1,0,191975,159984
1533,3076.0,191419,167731,7,0,0,0,191419,167731
1534,3078.0,188047,173083,3,1,0,0,188047,173083
1535,3080.0,187055,179094,2,0,1,0,187055,179094
1536,3082.0,188972,181626,1,0,0,0,188972,181626
1537,3084.0,189713,180088,5,3,1,0,189713,180088
1538,3086.0,187174,182307,2,0,0,0,187174,182307
1539,3088.0,187919,188750,3,0,0,0,187919,188750
1540,3090.0,191398,193247,1,0,0,0,191398,193247
1541,3092.0,189487,197003,6,0,0,0,189487,197003
1542,3094.0,189249,195554,4,0,0,0,189249,195554
1543,3096.0,188230,194923,2,0,0,0,188230,194923
1544,3098.0,193682,202140,6,1,2,0,193682,202140
1545,3100.0,198584,216017,4,1,1,1,198584,216017
1546,3102.0,197457,225720,5,0,0,0,197457,225720
1547,3104.0,196090,220788,4,0,0,0,196090,220788
1548,3106.0,197061,223259,7,0,0,0,197061,223259
1549,3108.0,195606,220591,3,0,0,0,195606,220591
1550,3110.0,194513,220305,7,1,1,0,194513,220305
1551,3112.0,194479,220069,5,0,0,0,194479,220069
1552,3114.0,196144,217370,6,0,0,0,196144,217370
1553,3116.0,198616,215948,6,1,0,0,198616,215948
1554,3118.0,200838,214501,5,0,1,0,200838,214501
1555,3120.0,200627,213858,6,0,0,0,200627,213858
1556,3122.0,202222,217531,2,1,0,0,202222,217531
1557,3124.0,200050,217633,2,0,0,0,200050,217633
1558,3126.0,197990,219914,3,1,0,0,197990,219914
1559,3128.0,196866,227290,6,1,0,0,196866,227290
1560,3130.0,197332,232780,5,0,0,0,197332,232780
1561,3132.0,197208,236428,4,0,0,0,197208,236428
1562,3134.0,196660,240485,1,0,0,0,196660,240485
1563,3136.0,197638,242292,6,1,0,0,197638,242292
1564,3138.0,201508,238462,3,1,0,0,201508,238462
1565,3140.0,205817,230964,4,0,0,0,205817,230964
1566,3142.0,206871,222934,7,0,0,0,206871,222934
1567,3144.0,207655,214826,5,0,0,0,207655,214826
1568,3146.0,205902,211832,4,0,0,0,205902,211832
1569,3148.0,208043,212221,4,1,1,0,208043,212221
1570,3150.0,209732,209638,2,0,0,0,209732,209638
1571,3152.0,211666,207680,7,2,0,0,211666,207680
1572,3154.0,217326,203695,3,2,0,0,217326,203695
1573,3156.0,215800,206807,4,0,0,0,215800,206807
1574,3158.0,212886,204837,6,0,0,0,212886,204837
1575,3160.0,212691,200002,3,0,1,0,212691,200002
1576,3162.0,210849,198918,5,0,0,0,210849,198918
1577,3164.0,211424,199339,7,0,1,0,211424,199339
1578,3166.0,208626,201396,2,0,0,0,208626,201396
1579,3168.0,208101,200709,5,2,0,0,208101,200709
1580,3170.0,205773,199355,3,0,0,0,205773,199355
1581,3172.0,206307,202507,7,0,0,0,206307,202507
1582,3174.0,205531,206004,2,0,0,0,205531,206004
1583,3176.0,204910,207907,3,0,0,0,204910,207907
1584,3178.0,206129,205352,6,1,0,0,206129,205352
1585,3180.0,204287,198860,6,1,0,0,204287,198860
1586,3182.0,204169,189090,1,0,0,0,204169,189090
1587,3184.0,205522,183374,4,0,0,0,205522,183374
1588,3186.0,204017,197994,3,1,0,0,204017,197994
1589,3188.0,203432,211943,7,0,0,0,203432,211943
1590,3190.0,200381,210281,4,0,1,0,200381,210281
1591,3192.0,197382,212639,2,0,0,0,197382,212639
1592,3194.0,196648,210177,4,0,0,0,196648,210177
1593,3196.0,195768,208559,2,1,0,0,195768,208559
1594,3198.0,195921,209466,2,0,1,0,195921,209466
1595,3200.0,196979,210599,1,0,0,0,196979,210599
1596,3202.0,198090,211067,5,1,0,0,198090,211067
1597,3204.0,197575,213172,5,0,0,0,197575,213172
1598,3206.0,195768,209827,4,0,0,0,195768,209827
1599,3208.0,195420,208601,1,0,1,0,195420,208601
1600,3210.0,194890,208203,2,0,0,0,194890,208203
1601,3212.0,196722,208080,2,0,0,0,196722,208080
1602,3214.0,203931,209936,10,0,1,0,203931,209936
1603,3216.0,210764,211396,5,0,0,0,210764,211396
1604,3218.0,213110,208139,4,0,1,0,213110,208139
1605,3220.0,209984,206231,4,1,0,0,209984,206231
1606,3222.0,208184,208315,5,0,0,0,208184,208315
1607,3224.0,204094,207828,3,0,0,0,204094,207828
1608,3226.0,204941,207166,3,0,0,0,204941,207166
1609,3228.0,206766,208067,3,0,0,0,206766,208067
1610,3230.0,207594,209112,5,0,0,0,207594,209112
1611,3232.0,209900,209941,5,0,0,0,209900,209941
1612,3234.0,210529,208851,1,0,0,0,210529,208851
1613,3236.0,210948,205683,3,0,0,0,210948,205683
1614,3238.0,211397,203980,3,0,0,0,211397,203980
1615,3240.0,208808,201350,6,0,0,0,208808,201350
1616,3242.0,207264,203699,1,0,0,0,207264,203699
1617,3244.0,207711,206897,2,0,0,0,207711,206897
1618,3246.0,207861,209755,6,0,0,0,207861,209755
1619,3248.0,209040,213581,4,0,0,0,209040,213581
1620,3250.0,205404,214488,2,0,0,0,205404,214488
1621,3252.0,201122,211366,5,0,0,0,201122,211366
1622,3254.0,198326,210376,5,1,0,0,198326,210376
1623,3256.0,198924,209703,6,0,0,0,198924,209703
1624,3258.0,196451,219431,3,0,0,0,196451,219431
1625,3260.0,193238,227007,0,0,0,0,193238,227007
1626,3262.0,193196,231496,2,0,0,0,193196,231496
1627,3264.0,193295,233936,4,0,0,0,193295,233936
1628,3266.0,190406,229791,5,1,0,0,190406,229791
1629,3268.0,190962,224135,2,0,0,0,190962,224135
1630,3270.0,190911,220898,5,0,1,0,190911,220898
1631,3272.0,194174,214485,5,1,0,0,194174,214485
1632,3274.0,198897,211942,6,0,0,0,198897,211942
1633,3276.0,196450,209503,6,0,1,0,196450,209503
1634,3278.0,197150,209871,2,0,0,0,197150,209871
1635,3280.0,194230,210426,7,1,0,0,194230,210426
1636,3282.0,193590,215936,6,0,0,0,193590,215936
1637,3284.0,197300,222761,5,1,1,0,197300,222761
1638,3286.0,198110,229591,6,0,0,0,198110,229591
1639,3288.0,194300,224738,7,0,0,0,194300,224738
1640,3290.0,195980,220001,4,0,0,0,195980,220001
1641,3292.0,199248,218304,2,0,0,0,199248,218304
1642,3294.0,201554,215861,5,1,0,0,201554,215861
1643,3296.0,200752,211723,4,0,0,0,200752,211723
1644,3298.0,196970,206689,3,0,0,0,196970,206689
1645,3300.0,195871,206657,2,0,1,0,195871,206657
1646,3302.0,195596,206210,5,1,0,0,195596,206210
1647,3304.0,197101,206357,5,0,1,0,197101,206357
1648,3306.0,194202,204031,2,1,0,0,194202,204031
1649,3308.0,196480,206458,5,0,0,0,196480,206458
1650,3310.0,198591,208306,6,0,1,0,198591,208306
1651,3312.0,198867,210785,3,0,0,0,198867,210785
1652,3314.0,201133,215026,3,0,0,0,201133,215026
1653,3316.0,205110,217752,3,0,0,0,205110,217752
1654,3318.0,205782,210866,7,0,0,0,205782,210866
1655,3320.0,208532,197707,4,0,0,0,208532,197707
1656,3322.0,210547,178460,7,0,1,0,210547,178460
1657,3324.0,208962,167207,2,1,0,0,208962,167207
1658,3326.0,208409,169512,2,1,0,0,208409,169512
1659,3328.0,207201,165962,3,2,0,0,207201,165962
1660,3330.0,208464,169425,3,1,0,0,208464,169425
1661,3332.0,207178,169426,4,0,0,0,207178,169426
1662,3334.0,204572,171822,3,1,0,0,204572,171822
1663,3336.0,202352,185725,6,0,1,0,202352,185725
1664,3338.0,202375,204977,6,1,0,0,202375,204977
1665,3340.0,203435,208271,3,0,0,0,203435,208271
1666,3342.0,202393,209620,6,0,0,0,202393,209620
1667,3345.0,201998,211427,4,0,1,0,201998,211427
1668,3347.0,197316,207617,4,0,0,0,197316,207617
1669,3349.0,198554,210666,3,0,0,0,198554,210666
1670,3351.0,195167,210988,6,1,2,0,195167,210988
1671,3353.0,195079,208236,1,0,0,0,195079,208236
1672,3355.0,193655,202755,5,0,0,0,193655,202755
1673,3357.0,193907,202086,4,0,0,0,193907,202086
1674,3359.0,195474,200205,1,0,0,0,195474,200205
1675,3361.0,203655,201408,2,0,0,0,203655,201408
1676,3363.0,207492,205518,4,0,0,0,207492,205518
1677,3365.0,204271,205750,2,0,0,0,204271,205750
1678,3367.0,206384,207836,5,0,0,0,206384,207836
1679,3369.0,206000,203663,9,0,1,0,206000,203663
1680,3371.0,202896,205923,7,1,0,0,202896,205923
1681,3373.0,201493,204690,2,0,0,0,201493,204690
1682,3375.0,199020,204513,4,0,0,0,199020,204513
1683,3377.0,200136,207177,1,0,0,0,200136,207177
1684,3379.0,200447,209090,4,0,1,0,200447,209090
1685,3381.0,200728,212858,5,0,0,0,200728,212858
1686,3383.0,199588,216711,1,0,0,0,199588,216711
1687,3385.0,197136,220642,3,0,0,0,197136,220642
1688,3387.0,193753,217087,4,0,0,0,193753,217087
1689,3389.0,195319,207797,10,1,0,0,195319,207797
1690,3391.0,199933,191030,6,0,0,0,199933,191030
1691,3393.0,204237,188217,2,0,0,0,204237,188217
1692,3395.0,204705,192680,2,0,0,0,204705,192680
1693,3397.0,204621,183895,3,0,0,0,204621,183895
1694,3399.0,206595,177193,1,0,0,0,206595,177193
1695,3401.0,203857,180457,4,0,1,0,203857,180457
1696,3403.0,200761,181918,4,0,0,0,200761,181918
1697,3405.0,200439,188395,5,1,0,0,200439,188395
1698,3407.0,199800,200511,3,0,0,0,199800,200511
1699,3409.0,199246,203512,3,1,0,0,199246,203512
1700,3411.0,202454,197837,0,0,0,0,202454,197837
1701,3413.0,200623,192205,4,0,0,0,200623,192205
1702,3415.0,200398,187586,5,0,1,0,200398,187586
1703,3417.0,199769,176632,2,1,0,0,199769,176632
1704,3419.0,204892,192033,4,0,2,0,204892,192033
1705,3421.0,206281,196792,3,1,1,0,206281,196792
1706,3423.0,202695,207144,2,0,0,0,202695,207144
1707,3425.0,202490,215043,7,0,0,0,202490,215043
1708,3427.0,203546,218531,4,0,1,0,203546,218531
1709,3429.0,206243,221883,5,1,0,0,206243,221883
1710,3431.0,205718,215594,5,0,0,0,205718,215594
1711,3433.0,202371,206453,5,0,0,0,202371,206453
1712,3435.0,204531,204509,1,0,0,0,204531,204509
1713,3437.0,207549,204132,5,0,0,0,207549,204132
1714,3439.0,206781,205254,8,0,1,0,206781,205254
1715,3441.0,203282,207548,3,0,1,0,203282,207548
1716,3443.0,201533,210816,7,0,0,0,201533,210816
1717,3445.0,200695,212927,5,0,1,0,200695,212927
1718,3447.0,199829,210826,6,0,1,0,199829,210826
1719,3449.0,196998,205565,4,0,1,0,196998,205565
1720,3451.0,199397,206201,8,1,0,0,199397,206201
1721,3453.0,204283,205557,1,0,0,0,204283,205557
1722,3455.0,202574,206070,2,0,0,0,202574,206070
1723,3457.0,203289,199557,7,0,0,0,203289,199557
1724,3459.0,206231,188751,1,1,0,0,206231,188751
1725,3461.0,204579,187853,6,1,0,0,204579,187853
1726,3463.0,206142,194452,3,0,0,0,206142,194452
1727,3465.0,205389,203710,4,0,0,0,205389,203710
1728,3467.0,203780,210575,8,2,0,0,203780,210575
1729,3469.0,200798,211016,2,1,0,0,200798,211016
1730,3471.0,198410,215297,5,1,0,0,198410,215297
1731,3473.0,196593,212683,4,1,0,0,196593,212683
1732,3475.0,198964,211450,1,0,0,0,198964,211450
1733,3477.0,200255,208951,2,1,0,0,200255,208951
1734,3479.0,197353,205137,3,0,0,0,197353,205137
1735,3481.0,199114,206110,6,0,0,0,199114,206110
1736,3483.0,198089,206144,2,0,0,0,198089,206144
1737,3485.0,198352,210173,2,0,0,0,198352,210173
1738,3487.0,197562,210125,4,1,0,0,197562,210125
1739,3489.0,196985,213287,1,0,0,0,196985,213287
1740,3491.0,197531,212331,6,1,1,0,197531,212331
1741,3493.0,198641,207632,1,0,1,0,198641,207632
1742,3495.0,198705,210394,4,0,0,0,198705,210394
1743,3497.0,196488,207198,2,0,0,0,196488,207198
1744,3499.0,195138,204683,3,0,0,0,195138,204683
1745,3501.0,196198,205270,2,0,1,0,196198,205270
1746,3503.0,199604,204863,1,0,0,0,199604,204863
1747,3505.0,200109,203459,2,0,0,0,200109,203459
1748,3507.0,200562,204084,2,0,0,0,200562,204084
1749,3509.0,204598,206637,3,0,0,0,204598,206637
1750,3511.0,206484,209427,4,0,0,0,206484,209427
1751,3513.0,207701,215029,4,0,0,0,207701,215029
1752,3515.0,207154,215235,3,0,1,0,207154,215235
1753,3517.0,204796,219540,1,0,0,0,204796,219540
1754,3519.0,201466,217945,1,0,0,0,201466,217945
1755,3521.0,199913,213398,4,1,0,0,199913,213398
1756,3523.0,196890,212527,4,0,0,0,196890,212527
1757,3525.0,195599,211057,0,0,0,0,195599,211057
1758,3527.0,192180,206755,3,0,0,0,192180,206755
1759,3529.0,190930,205962,2,0,1,0,190930,205962
1760,3531.0,193643,202393,1,0,0,0,193643,202393
1761,3533.0,196497,200627,6,0,3,0,196497,200627
1762,3535.0,200594,202636,4,0,0,0,200594,202636
1763,3537.0,201805,204605,4,0,0,0,201805,204605
1764,3539.0,200604,204216,2,0,0,0,200604,204216
1765,3541.0,199631,206234,5,0,1,0,199631,206234
1766,3543.0,198280,206281,4,1,0,0,198280,206281
1767,3545.0,198381,205596,2,0,0,0,198381,205596
1768,3547.0,195055,206428,5,1,0,0,195055,206428
1769,3549.0,194306,204198,3,0,0,0,194306,204198
1770,3551.0,195121,205431,4,0,0,0,195121,205431
1771,3553.0,198043,206332,3,1,0,0,198043,206332
1772,3555.0,199420,211589,0,0,0,0,199420,211589
1773,3557.0,200694,217412,4,1,1,0,200694,217412
1774,3559.0,199099,214002,6,0,0,0,199099,214002
1775,3561.0,197925,209744,1,0,0,0,197925,209744
1776,3563.0,198282,210657,6,0,0,0,198282,210657
1777,3565.0,200898,211955,2,1,0,0,200898,211955
1778,3567.0,200962,216994,6,0,1,0,200962,216994
1779,3569.0,201639,221619,6,0,1,0,201639,221619
1780,3571.0,201226,223342,1,0,0,0,201226,223342
1781,3573.0,202561,229219,1,0,0,0,202561,229219
1782,3575.0,201100,227191,6,0,0,0,201100,227191
1783,3577.0,198909,223822,3,0,2,0,198909,223822
1784,3579.0,197807,224968,3,0,0,0,197807,224968
1785,3581.0,197632,226228,1,0,0,0,197632,226228
1786,3583.0,199391,225470,3,0,0,0,199391,225470
1787,3585.0,195574,217651,4,1,0,0,195574,217651
1788,3587.0,192381,216757,5,1,0,0,192381,216757
1789,3589.0,192645,213584,1,0,0,0,192645,213584
1790,3591.0,192597,212382,5,1,0,0,192597,212382
1791,3593.0,193379,214345,3,0,0,0,193379,214345
1792,3595.0,195073,212764,3,0,0,0,195073,212764
1793,3597.0,197946,209610,2,0,0,0,197946,209610
1794,3599.0,202359,206824,3,0,0,0,202359,206824
1795,3601.0,204803,208557,6,0,1,0,204803,208557
1796,3603.0,203267,212315,4,0,1,0,203267,212315
1797,3605.0,202588,218324,3,0,0,0,202588,218324
1798,3607.0,202706,216364,6,2,0,0,202706,216364
1799,3609.0,203025,209595,3,0,0,0,203025,209595
1800,3611.0,201687,210847,5,0,1,0,201687,210847
1801,3613.0,198420,207051,3,0,0,0,198420,207051
1802,3615.0,202727,207293,5,0,1,0,202727,207293
1803,3617.0,203819,207305,4,1,1,0,203819,207305
1804,3619.0,204270,206374,4,1,0,0,204270,206374
1805,3621.0,204003,198629,2,1,0,0,204003,198629
1806,3623.0,199800,189803,8,0,0,0,199800,189803
1807,3625.0,199430,196488,4,0,1,0,199430,196488
1808,3627.0,200437,205155,5,1,0,0,200437,205155
1809,3629.0,202760,204895,3,0,0,0,202760,204895
1810,3631.0,198627,200866,3,0,0,0,198627,200866
1811,3633.0,198235,205824,5,0,0,0,198235,205824
1812,3635.0,194609,206956,3,0,0,0,194609,206956
1813,3637.0,192742,211946,6,0,0,0,192742,211946
1814,3639.0,193547,214225,8,0,0,0,193547,214225
1815,3641.0,190750,213014,7,0,1,0,190750,213014
1816,3643.0,193864,216472,6,0,0,0,193864,216472
1817,3645.0,193318,205812,7,1,0,0,193318,205812
1818,3647.0,195236,199212,4,0,0,0,195236,199212
1819,3649.0,193477,203359,4,1,1,0,193477,203359
1820,3651.0,190046,204988,5,0,0,0,190046,204988
1821,3653.0,192093,207960,0,0,0,0,192093,207960
1822,3655.0,192223,217683,3,0,2,0,192223,217683
1823,3657.0,193089,220164,5,0,0,0,193089,220164
1824,3659.0,195859,213746,3,0,0,0,195859,213746
1825,3661.0,195541,200427,0,0,0,0,195541,200427
1826,3663.0,193972,188924,4,0,1,0,193972,188924
1827,3665.0,191965,198228,3,0,0,0,191965,198228
1828,3667.0,192224,220648,7,0,1,0,192224,220648
1829,3669.0,192387,232435,1,0,0,0,192387,232435
1830,3671.0,196479,241723,2,0,0,0,196479,241723
1831,3673.0,194887,239071,6,0,1,0,194887,239071
1832,3675.0,194919,237123,3,0,0,0,194919,237123
1833,3677.0,195756,244129,7,1,1,0,195756,244129
1834,3679.0,192915,249969,6,1,0,0,192915,249969
1835,3681.0,194185,265476,1,0,0,0,194185,265476
1836,3683.0,199408,291358,3,0,1,0,199408,291358
1837,3685.0,205542,307972,4,0,0,0,205542,307972
1838,3687.0,207983,307442,7,0,1,0,207983,307442
1839,3689.0,207412,297665,6,1,1,0,207412,297665
1840,3691.0,204961,286363,5,1,0,0,204961,286363
1841,3693.0,205481,272231,4,0,0,0,205481,272231
1842,3695.0,203134,265045,7,1,1,0,203134,265045
1843,3697.0,202884,258169,3,0,0,0,202884,258169
1844,3699.0,203723,253991,3,0,0,0,203723,253991
1845,3701.0,205194,250680,9,2,0,0,205194,250680
1846,3703.0,203118,251440,2,0,2,0,203118,251440
1847,3705.0,205092,259702,3,0,1,0,205092,259702
1848,3707.0,204220,270201,3,0,0,0,204220,270201
1849,3709.0,204474,280370,9,0,0,0,204474,280370
1850,3711.0,204727,284860,5,1,0,0,204727,284860
1851,3713.0,208512,282606,9,0,0,0,208512,282606
1852,3715.0,216380,274142,2,0,0,0,216380,274142
1853,3717.0,222254,273418,2,0,0,0,222254,273418
1854,3719.0,225980,273421,4,0,0,0,225980,273421
1855,3721.0,227538,269323,4,0,0,0,227538,269323
1856,3723.0,227392,261452,12,3,0,0,227392,261452
1857,3725.0,227007,260114,6,0,1,0,227007,260114
1858,3727.0,226682,257555,11,1,1,1,226682,257555
1859,3729.0,227842,255422,5,1,0,0,227842,255422
1860,3731.0,231564,259694,4,0,0,0,231564,259694
1861,3733.0,231035,268507,10,1,1,0,231035,268507
1862,3735.0,230326,282474,7,0,1,0,230326,282474
1863,3737.0,230119,286684,7,0,1,0,230119,286684
1864,3740.0,228039,287765,8,1,1,0,228039,287765
1865,3742.0,229323,293149,5,0,0,0,229323,293149
1866,3744.0,230305,298839,4,0,0,0,230305,298839
1867,3746.0,231294,302434,10,0,0,0,231294,302434
1868,3748.0,233374,306394,3,0,1,0,233374,306394
1869,3750.0,231404,303105,5,0,0,0,231404,303105
1870,3752.0,232328,302883,7,0,0,0,232328,302883
1871,3754.0,232197,295638,8,1,1,0,232197,295638
1872,3756.0,235756,287858,2,0,0,0,235756,287858
1873,3758.0,234997,285212,6,1,0,0,234997,285212
1874,3760.0,233840,283995,3,0,0,0,233840,283995
1875,3762.0,233640,293135,4,0,0,0,233640,293135
1876,3764.0,235467,306681,4,0,0,0,235467,306681
1877,3766.0,233205,306164,4,1,0,0,233205,306164
1878,3768.0,237348,305206,5,1,3,0,237348,305206
1879,3770.0,239552,302580,4,0,1,0,239552,302580
1880,3772.0,241795,297841,6,3,0,0,241795,297841
1881,3774.0,242165,284172,8,1,0,0,242165,284172
1882,3776.0,241042,279121,4,0,1,0,241042,279121
1883,3778.0,239766,274975,5,1,1,0,239766,274975
1884,3780.0,238178,252008,3,0,1,0,238178,252008
1885,3782.0,237830,238392,1,0,0,0,237830,238392
1886,3784.0,237230,240297,4,0,0,0,237230,240297
1887,3786.0,236982,240212,2,1,0,0,236982,240212
1888,3788.0,241185,223398,3,0,1,0,241185,223398
1889,3790.0,244339,209927,2,0,0,0,244339,209927
1890,3792.0,243437,205735,4,2,0,0,243437,205735
1891,3794.0,242648,193143,2,0,0,0,242648,193143
1892,3796.0,241310,185323,6,1,0,0,241310,185323
1893,3798.0,242285,183263,6,0,0,0,242285,183263
1894,3800.0,241297,181520,3,0,0,0,241297,181520
1895,3802.0,242673,184176,1,0,0,0,242673,184176
1896,3804.0,242901,191142,4,0,1,0,242901,191142
1897,3806.0,242516,199269,5,0,1,0,242516,199269
1898,3808.0,242336,204260,3,0,0,0,242336,204260
1899,3810.0,243676,192527,2,2,0,0,243676,192527
1900,3812.0,241715,188641,5,0,0,0,241715,188641
1901,3814.0,239194,174875,2,0,0,0,239194,174875
1902,3816.0,237500,164953,1,0,0,0,237500,164953
1903,3818.0,236802,157622,1,0,0,0,236802,157622
1904,3820.0,239101,161613,1,0,0,0,239101,161613
1905,3822.0,241295,163339,6,2,0,0,241295,163339
1906,3824.0,246068,158084,2,0,0,0,246068,158084
1907,3826.0,248553,146606,3,1,0,0,248553,146606
1908,3828.0,246473,134740,4,0,1,0,246473,134740
1909,3830.0,243701,130619,6,0,0,0,243701,130619
1910,3832.0,243684,128732,7,1,0,0,243684,128732
1911,3834.0,244349,124336,3,0,0,0,244349,124336
1912,3836.0,244440,121008,4,1,1,1,244440,121008
1913,3838.0,245459,121981,2,2,0,0,245459,121981
1914,3840.0,247267,122757,4,0,1,0,247267,122757
1915,3842.0,248599,119112,7,0,0,0,248599,119112
1916,3844.0,249546,118406,5,1,1,0,249546,118406
1917,3846.0,248915,110663,4,1,0,0,248915,110663
1918,3848.0,247368,105306,3,0,0,0,247368,105306
1919,3850.0,243030,103628,2,0,0,0,243030,103628
1920,3852.0,243967,103956,2,0,0,0,243967,103956
1921,3854.0,244059,104319,3,0,0,0,244059,104319
1922,3856.0,243678,104523,2,0,0,0,243678,104523
1923,3858.0,245184,107282,9,0,0,0,245184,107282
1924,3860.0,247091,112837,1,0,0,0,247091,112837
1925,3862.0,250376,118388,2,0,0,0,250376,118388
1926,3864.0,250452,123521,2,0,0,0,250452,123521
1927,3866.0,253019,131128,2,0,0,0,253019,131128
1928,3868.0,252310,139769,2,0,0,0,252310,139769
1929,3870.0,249958,130393,5,0,0,0,249958,130393
1930,3872.0,244537,116995,7,1,0,0,244537,116995
1931,3874.0,243052,110795,7,0,0,0,243052,110795
1932,3876.0,242526,115355,2,1,0,0,242526,115355
1933,3878.0,246769,119502,4,0,1,0,246769,119502
