delay_(ps),counts_per_20_min
-730.0,2867.870560882906
-610.0,2686.0633367964156
-490.0,2645.4449526705407
-370.0,2623.258651899288
-250.0,2728.7204963948657
-130.0,2597.6307729616847
-10.0,2400.864141290937
110.0,2438.9817142403763
230.0,2670.4985761369244
350.0,2555.222616361745
470.0,2683.8288758483977
590.0,2696.9225960621457
