delay_(ps),counts_per_90_min
640,16250.208395272275
720,14728.437730634596
800,16836.443330538572
840,16243.304361161228
880,15962.57382975247
920,17088.558775781432
960,16257.428549653241
1000,17889.292190956876
1040,16687.08540324022
