delay_(ps),counts_per_90_min
0,2243.7627630880133
240,2155.1798910333973
640,2135.313802831818
720,2049.127191224072
800,1772.2368815467557
840,1818.4951294922532
880,1710.5661284666633
920,1789.9039698695085
960,1868.361887405227
1000,1987.11192485149
1040,2104.790551685058
1120,2140.166409476925
