,time_histo_el_s,A0,A1,A2,B0,B1,B2,C0,C1,C2,D0,D1,D2
0,0.0,94230,107,49661,184071,251,78260,558697,904,1582,442371,244,397383
1,2.0,123006,179,65569,239513,319,102359,727495,1187,2140,578730,304,520159
2,4.0,123611,161,65466,240687,328,103346,726814,1265,2122,576910,290,518734
3,6.0,123449,133,65763,240735,323,103032,728633,1223,2099,578725,260,520740
4,8.0,124135,184,65880,240018,373,103140,728517,1167,1972,580499,263,521701
5,10.0,124181,177,65970,240284,309,103040,728095,1191,2136,578205,258,519828
6,12.0,123794,172,65818,239602,361,102770,728884,1222,2070,579269,258,520747
7,14.0,123271,182,65309,240209,309,103163,729395,1210,2129,578979,287,520544
8,16.0,123844,181,65698,240489,329,103115,727904,1192,2115,578667,259,520336
9,18.0,123825,162,65945,239038,310,102884,725567,1199,2128,580024,270,521391
10,20.0,123619,181,65924,239580,342,103187,723990,1214,2125,579763,264,521172
11,22.0,122708,163,65507,239717,317,103516,720075,1164,2158,577928,263,519335
12,24.0,122007,165,65206,238282,294,103318,716020,1162,2002,577532,280,519011
13,26.0,122504,161,65258,237670,297,103079,712663,1195,2096,575904,264,517477
14,28.0,121745,156,65462,237573,340,103057,711569,1164,2047,575683,238,517659
15,30.0,121945,152,65489,237235,334,102495,711959,1121,2065,576905,253,518509
16,32.0,122409,182,65093,236902,318,103129,712233,1192,1997,574908,258,517089
17,34.0,122022,142,65101,236520,319,102831,708491,1151,2092,575305,274,517589
18,36.0,121516,139,65114,236902,309,103323,707331,1159,2046,574388,280,516173
19,38.0,121785,169,65321,236702,316,103045,706731,1177,2015,576363,263,518205
20,40.0,121562,179,65573,236253,341,102822,707112,1114,1998,575477,280,517118
21,42.0,122058,160,65754,236807,355,102721,707325,1143,2030,574728,256,516740
22,44.0,121716,148,64942,236812,310,102935,711838,1170,1973,573281,245,515554
23,46.0,122745,158,65404,237538,307,102148,716681,1172,2087,572402,255,514290
24,48.0,122908,144,64741,239546,335,102781,722463,1192,1997,573521,261,515021
25,50.0,123341,167,65485,241399,336,103478,727758,1163,2148,575963,282,517922
26,52.0,123608,150,65374,240113,306,103252,729210,1228,2098,574837,272,516973
27,54.0,123779,188,65826,240637,319,103590,728270,1160,2086,575949,281,518016
28,56.0,122760,166,65024,239483,327,102762,726125,1212,2053,574846,253,517174
29,58.0,122998,166,65370,239948,354,102255,725942,1236,2067,573314,244,515596
30,60.0,122901,155,65335,238994,334,102272,725645,1222,2051,572576,268,514547
31,62.0,123284,146,65362,239533,324,103145,723188,1222,2094,573999,258,516227
32,64.0,123168,159,65378,240125,321,102804,725065,1225,2127,573023,265,514901
33,66.0,122845,165,65321,239286,325,101846,727529,1212,2184,573725,292,516030
34,68.0,123344,170,65515,238838,335,102206,726289,1157,2155,572017,266,514349
35,70.0,123477,162,65719,239042,328,102352,729246,1210,2069,572031,285,513736
36,72.0,123359,145,65372,238907,322,101920,728779,1185,2109,570119,290,513011
37,74.0,122422,148,64717,238998,349,101925,728623,1183,2086,570152,256,512924
38,76.0,122745,164,65202,238265,317,101403,724803,1186,2046,570672,268,513106
39,78.0,122023,153,65263,237615,334,101463,721888,1154,2093,570554,264,512714
40,80.0,121874,175,64610,237526,298,101280,723268,1143,2070,570098,267,512331
41,82.0,122671,149,65169,237748,307,101262,724329,1230,2078,568815,289,511343
42,84.0,121847,175,64840,238166,327,101735,724671,1259,2051,570392,302,512946
43,86.0,122083,157,64883,237349,306,101391,722466,1204,2071,569368,279,512012
44,88.0,122634,159,65233,236929,331,101180,719314,1211,2034,569938,289,512622
45,90.0,122034,179,64856,238240,320,102112,721015,1169,2055,570539,247,513138
46,92.0,121784,163,64747,237907,304,102051,722377,1229,2084,571316,283,513194
47,94.0,122829,146,65065,239517,343,102403,727399,1205,2145,571528,279,513866
48,96.0,122795,155,65086,238906,298,101625,729024,1196,2054,571438,293,513512
49,98.0,123447,147,65245,239596,320,101991,730889,1223,2112,572275,257,514462
50,100.0,123145,146,65050,239543,301,102432,732155,1216,2063,573396,268,515998
51,102.0,122132,156,64815,239558,330,102345,729022,1182,2063,572692,269,514543
52,104.0,123150,140,65463,238833,322,101746,728736,1146,2148,573477,257,515837
53,106.0,123211,152,65441,238793,336,101768,729219,1196,2177,572045,313,513882
54,108.0,122345,168,64970,239118,319,102346,726750,1223,2063,573149,269,515480
55,110.0,122752,173,65256,237041,340,101734,723656,1158,2047,575040,266,516777
56,112.0,123026,174,65343,238378,307,102484,722136,1202,2155,574717,236,517191
57,114.0,122610,157,65594,238195,316,102794,719807,1132,2048,577923,264,519416
58,116.0,122619,190,65377,238260,338,102631,720252,1182,2087,577035,260,519193
59,118.0,121706,172,65417,238439,317,102797,715685,1173,2077,577530,272,519377
60,120.0,121965,176,65624,237467,308,102445,714559,1164,2011,576627,278,518058
61,122.0,122324,141,65151,238077,313,102776,719812,1187,2117,577879,276,519759
62,124.0,123051,167,65450,240750,290,102990,727350,1243,2191,576231,284,517696
63,126.0,123373,149,65804,239643,322,103089,725197,1176,2012,576262,282,518254
64,128.0,123215,168,65592,238695,312,102908,724250,1183,2018,576676,275,518575
65,130.0,123321,153,65651,238968,342,102728,721149,1156,2115,577386,282,519476
66,132.0,122496,153,65828,238308,284,102625,719449,1221,2075,577562,297,519609
67,134.0,123398,173,65891,238453,339,103328,717524,1195,2101,579461,257,521128
68,136.0,121338,151,65071,237261,343,102646,714508,1255,2088,575101,291,516906
69,138.0,121640,165,65244,236621,352,102165,710252,1176,2110,571916,261,513834
70,140.0,121567,174,65080,237079,305,102222,713292,1161,2103,572440,285,514930
71,142.0,122541,154,65619,238540,311,102759,717781,1151,2066,575645,261,517722
72,144.0,122242,173,65018,240118,314,103206,722408,1222,2100,575641,282,516916
73,146.0,122794,152,64995,238955,301,102640,723622,1175,2045,575830,267,517681
74,148.0,122548,177,65401,238698,332,102972,721201,1213,2110,573933,253,515981
75,150.0,122617,151,65348,237689,328,102480,716274,1196,2093,574713,258,516973
76,152.0,121999,144,65162,238134,309,103062,714095,1183,2116,574178,293,516129
77,154.0,122743,160,65451,237347,335,102698,715210,1221,2000,573177,255,515464
78,156.0,121991,165,65100,236951,328,101924,715681,1168,2098,574443,262,516360
