,time_histo_el_s,ch0,ch1,ch2,ch3
0,0.0,419,28,26,0
1,2.0,554,39,36,3
2,4.0,583,40,43,1
3,6.0,525,24,31,1
4,8.0,520,22,46,0
5,10.0,535,28,42,3
6,12.0,585,28,34,0
7,14.0,553,31,35,0
8,16.0,578,24,33,0
9,18.0,507,24,33,1
10,20.0,558,31,38,3
11,22.0,561,32,33,1
12,24.0,535,28,25,0
13,26.0,584,35,42,1
14,28.0,535,33,32,0
15,30.0,578,35,29,0
16,32.0,582,25,35,2
17,34.0,551,26,44,0
18,36.0,585,40,40,2
19,38.0,607,33,36,2
20,40.0,530,27,34,1
21,42.0,574,30,39,2
22,44.0,591,28,46,1
23,46.0,568,35,37,0
24,48.0,566,32,25,1
25,50.0,558,33,45,1
26,52.0,595,30,39,1
27,54.0,599,39,29,0
28,56.0,561,36,33,3
29,58.0,578,39,44,1
30,60.0,581,28,42,1
31,62.0,597,41,34,1
32,64.0,595,35,40,5
33,66.0,562,39,23,0
34,68.0,525,34,40,1
35,70.0,582,22,35,0
36,72.0,558,27,36,0
37,74.0,556,27,35,3
38,76.0,549,35,32,2
39,78.0,571,40,21,0
40,80.0,591,24,32,3
41,82.0,632,37,34,0
42,84.0,557,39,29,0
43,86.0,552,32,34,0
44,88.0,564,32,46,1
45,90.0,561,31,30,0
46,92.0,554,20,31,0
47,95.0,639,40,34,0
48,97.0,531,30,36,0
49,99.0,597,29,34,2
50,101.0,573,26,35,0
51,103.0,537,27,40,0
52,105.0,607,25,46,1
53,107.0,528,25,27,0
54,109.0,575,35,29,0
55,111.0,554,26,29,0
56,113.0,592,31,40,3
57,115.0,554,34,37,0
58,117.0,568,31,27,1
59,119.0,573,35,43,1
60,121.0,560,32,21,1
61,123.0,547,30,38,1
62,125.0,577,27,40,0
63,127.0,550,33,22,0
64,129.0,530,35,37,1
65,131.0,594,35,32,1
66,133.0,569,23,36,0
67,135.0,562,28,40,1
68,137.0,563,37,35,1
69,139.0,563,33,30,1
70,141.0,552,41,37,0
71,143.0,602,40,32,0
72,145.0,608,32,32,0
73,147.0,577,31,49,0
74,149.0,558,36,24,2
75,151.0,521,31,39,1
76,153.0,591,39,31,0
77,155.0,552,31,43,1
78,157.0,590,34,29,2
79,159.0,576,25,34,0
80,161.0,599,27,49,2
81,163.0,551,36,25,0
82,165.0,545,24,30,0
83,167.0,611,27,36,1
84,169.0,552,24,41,0
85,171.0,572,25,46,0
86,173.0,556,31,45,2
87,175.0,598,33,45,1
88,177.0,562,26,51,0
89,179.0,542,40,25,0
90,181.0,613,48,34,1
91,183.0,589,36,31,1
92,185.0,529,26,42,0
93,187.0,581,30,40,0
94,189.0,560,30,41,0
95,191.0,579,31,30,2
96,193.0,552,32,34,3
97,195.0,551,43,35,1
98,197.0,534,28,36,1
99,199.0,495,30,23,0
100,201.0,548,23,46,0
101,203.0,582,41,37,2
102,205.0,573,44,27,0
103,207.0,573,32,31,0
104,209.0,579,38,36,2
105,211.0,559,38,40,0
106,213.0,555,33,27,1
107,215.0,545,41,35,0
108,217.0,551,29,32,1
109,219.0,552,29,34,0
110,221.0,534,33,32,2
111,223.0,576,28,40,0
112,225.0,572,36,30,0
113,227.0,539,34,40,2
114,229.0,519,33,33,2
115,231.0,613,33,34,0
116,233.0,532,30,38,5
117,235.0,592,36,33,0
118,237.0,538,28,34,1
119,239.0,537,21,34,0
120,241.0,543,36,34,2
121,243.0,512,33,34,0
122,245.0,525,23,31,0
123,247.0,584,32,38,0
124,249.0,590,28,42,1
