,time_histo_el_s,ch0,ch1,ch2,ch3
0,0.0,527,18,20,0
1,2.0,728,31,14,0
2,4.0,681,18,19,1
3,6.0,768,29,25,1
4,8.0,706,18,20,1
5,10.0,729,32,23,1
6,12.0,737,31,20,0
7,14.0,705,18,12,0
8,16.0,669,23,15,0
9,18.0,710,26,18,1
10,20.0,716,19,22,1
11,22.0,715,33,13,0
12,24.0,740,30,16,0
13,26.0,719,23,17,0
14,28.0,703,21,15,0
15,30.0,714,27,17,0
16,32.0,675,25,23,0
17,34.0,720,24,21,0
18,36.0,700,31,17,1
19,39.0,669,24,18,0
20,41.0,677,27,14,0
21,43.0,676,21,11,0
22,45.0,649,25,23,0
23,47.0,679,27,20,0
24,49.0,679,29,17,1
25,51.0,723,26,21,1
26,53.0,748,32,17,0
27,55.0,673,23,14,0
28,57.0,699,20,25,0
29,59.0,637,28,15,0
30,61.0,706,17,19,0
31,63.0,682,18,23,1
32,65.0,723,19,17,0
33,67.0,707,20,20,0
34,69.0,691,25,15,0
35,71.0,726,26,23,0
36,73.0,744,30,23,0
37,75.0,713,28,11,1
38,77.0,665,16,20,0
39,79.0,690,25,22,0
40,81.0,723,32,19,0
41,83.0,751,28,24,0
42,85.0,686,25,22,1
43,87.0,632,22,16,0
44,89.0,677,18,13,0
45,91.0,698,24,20,0
46,93.0,688,15,22,0
47,95.0,666,22,12,0
48,97.0,701,20,23,1
49,99.0,692,21,21,1
50,101.0,716,21,22,0
51,103.0,741,27,25,1
52,105.0,712,16,19,0
53,107.0,672,30,14,0
54,109.0,701,21,16,0
55,111.0,694,33,17,0
56,113.0,693,23,23,0
57,115.0,732,22,23,0
58,117.0,664,22,17,0
59,119.0,646,18,19,0
60,121.0,668,26,22,2
61,123.0,657,32,25,0
62,125.0,645,15,15,0
63,127.0,689,22,15,0
64,129.0,740,19,21,0
65,131.0,669,17,23,0
66,133.0,670,25,20,0
67,135.0,676,15,15,0
68,137.0,700,28,17,1
69,139.0,678,26,17,0
70,141.0,702,24,18,0
71,143.0,722,23,13,0
72,145.0,668,21,17,0
73,147.0,729,32,20,0
74,149.0,705,29,15,0
75,151.0,745,31,19,0
76,153.0,679,28,14,0
77,155.0,708,24,18,1
78,157.0,682,22,21,0
79,159.0,730,29,19,0
80,161.0,695,24,15,0
81,163.0,715,23,14,0
82,165.0,729,28,31,0
83,167.0,684,28,19,0
84,169.0,686,25,24,1
85,171.0,704,27,21,0
86,173.0,704,29,32,0
87,175.0,701,17,21,1
88,177.0,697,20,22,0
89,179.0,706,26,20,0
90,181.0,674,30,20,1
91,183.0,701,21,19,0
92,185.0,678,21,21,0
93,187.0,656,30,13,0
94,189.0,712,18,20,0
95,191.0,648,27,24,0
96,193.0,733,30,23,1
97,195.0,766,30,28,0
98,197.0,630,29,19,0
99,199.0,690,20,14,2
100,201.0,704,22,19,0
101,203.0,707,30,19,1
102,205.0,677,28,16,0
103,207.0,712,15,24,0
104,209.0,687,31,21,0
105,211.0,667,24,22,2
106,213.0,679,25,18,1
107,215.0,645,21,26,1
