,time_histo_el_s,ch0,ch1,ch2,ch3
0,0.0,31,3,0,0
1,2.0,36,1,4,0
2,4.0,32,1,3,0
3,6.0,42,3,4,1
4,8.0,38,0,4,0
5,10.0,44,3,5,1
6,12.0,40,0,1,0
7,14.0,34,2,2,0
8,16.0,39,0,1,0
9,18.0,43,4,1,0
10,20.0,30,2,3,0
11,22.0,42,1,7,0
12,24.0,36,2,2,0
13,26.0,41,0,5,0
14,28.0,45,0,3,0
15,30.0,30,1,6,0
16,32.0,31,2,2,0
17,34.0,30,0,1,0
18,36.0,29,0,3,0
19,38.0,36,4,2,0
20,40.0,37,4,6,1
21,42.0,43,1,3,0
22,44.0,43,1,3,0
23,46.0,33,3,4,0
24,48.0,30,0,3,0
25,50.0,44,1,5,0
26,52.0,40,2,7,0
27,54.0,31,2,1,0
28,56.0,40,1,1,0
29,58.0,35,0,2,0
30,60.0,37,0,3,0
31,63.0,34,2,4,0
32,65.0,29,2,2,0
33,67.0,38,2,0,0
34,69.0,34,0,4,0
35,71.0,42,4,2,0
36,73.0,44,3,3,0
37,75.0,34,1,5,0
38,77.0,36,0,4,0
39,79.0,47,2,4,0
40,81.0,40,0,4,0
41,83.0,22,0,3,0
42,85.0,45,2,3,0
43,87.0,42,2,6,0
44,89.0,28,0,6,0
45,91.0,41,0,5,0
46,93.0,29,1,4,0
47,95.0,42,1,2,1
48,97.0,42,3,5,0
49,99.0,40,4,6,1
50,101.0,45,1,3,0
51,103.0,35,1,3,0
52,105.0,34,1,4,0
53,107.0,37,1,5,0
54,109.0,43,3,8,0
55,111.0,32,2,4,0
56,113.0,37,2,2,0
57,115.0,44,1,8,0
58,117.0,33,1,3,0
59,119.0,32,2,3,0
60,121.0,29,1,2,0
61,123.0,37,1,0,0
62,125.0,44,0,3,0
63,127.0,24,2,2,0
64,129.0,33,1,4,0
65,131.0,34,1,5,0
66,133.0,42,2,4,0
67,135.0,33,1,4,0
68,137.0,47,3,1,0
69,139.0,35,1,2,0
70,141.0,41,3,6,0
71,143.0,33,2,3,0
72,145.0,39,4,3,0
73,147.0,40,2,4,0
74,149.0,42,3,5,0
75,151.0,32,1,3,0
76,153.0,39,1,4,0
77,155.0,31,0,2,0
78,157.0,29,0,1,0
79,159.0,36,5,3,0
80,161.0,32,3,1,0
81,163.0,31,3,3,0
82,165.0,38,1,6,0
83,167.0,33,1,2,0
84,169.0,44,2,4,0
85,171.0,31,1,4,0
86,173.0,34,1,4,0
87,175.0,34,1,6,0
88,177.0,37,2,1,1
89,179.0,39,2,5,0
90,181.0,25,1,1,0
91,183.0,34,2,4,0
92,185.0,39,3,4,0
93,187.0,37,4,0,0
94,189.0,41,1,1,0
95,191.0,31,1,3,0
96,193.0,37,4,4,0
97,195.0,39,0,6,0
98,197.0,49,2,4,1
99,199.0,40,3,2,0
100,201.0,49,3,5,1
101,203.0,37,1,2,0
102,205.0,26,1,1,0
103,207.0,39,1,6,0
104,209.0,34,1,3,0
105,211.0,25,1,1,0
106,213.0,28,1,2,0
107,215.0,26,0,0,0
108,217.0,33,4,2,1
109,219.0,29,2,2,0
110,221.0,37,1,6,0
111,223.0,45,4,3,0
112,225.0,30,1,4,0
113,227.0,42,0,3,0
114,229.0,40,3,1,0
115,231.0,28,0,2,0
116,233.0,32,0,3,0
117,235.0,37,2,4,0
118,237.0,33,4,0,0
119,239.0,28,0,4,0
120,241.0,37,1,3,0
121,243.0,39,0,4,0
122,245.0,23,2,4,0
123,247.0,36,2,3,0
124,249.0,43,2,4,0
125,251.0,35,2,2,0
126,253.0,41,2,1,1
127,255.0,36,0,2,0
128,257.0,37,0,3,0
129,259.0,30,1,3,0
130,261.0,38,1,8,0
131,263.0,38,0,4,0
132,265.0,22,0,2,0
133,267.0,38,3,3,0
134,269.0,31,0,5,0
135,271.0,31,1,0,0
136,273.0,34,0,2,0
137,275.0,26,1,2,0
138,277.0,36,1,6,1
139,279.0,31,0,2,0
140,281.0,35,5,6,0
141,283.0,40,2,1,0
142,285.0,31,1,1,0
143,287.0,37,5,4,0
144,289.0,32,1,6,0
145,291.0,41,1,2,0
146,293.0,33,3,4,0
147,295.0,40,2,7,0
148,297.0,42,1,2,0
149,299.0,42,3,7,0
150,301.0,43,4,1,0
151,303.0,37,0,4,0
152,305.0,45,1,1,0
153,307.0,43,2,4,0
154,309.0,27,0,1,0
155,311.0,37,1,1,0
156,313.0,30,0,3,0
157,315.0,33,3,2,0
158,317.0,28,1,2,0
159,319.0,28,1,5,0
160,321.0,45,1,3,0
161,323.0,31,1,2,0
162,325.0,40,0,1,0
163,327.0,38,1,2,0
164,329.0,37,1,1,0
165,331.0,30,1,2,0
166,333.0,39,3,3,0
167,335.0,50,2,4,0
168,337.0,38,2,3,0
169,339.0,39,3,5,0
170,341.0,45,0,2,0
171,343.0,47,4,3,0
172,345.0,37,2,2,0
173,347.0,40,3,2,0
174,349.0,41,1,4,1
175,351.0,32,1,1,0
176,353.0,56,2,5,0
177,355.0,45,3,3,0
178,357.0,26,2,3,1
179,359.0,37,3,2,0
180,361.0,39,4,2,0
181,363.0,40,0,5,0
182,365.0,33,5,1,0
183,367.0,39,2,3,0
184,369.0,39,2,3,1
185,371.0,41,1,0,0
186,373.0,28,3,5,1
187,375.0,38,1,4,0
188,377.0,34,2,1,0
189,379.0,34,4,4,0
190,381.0,35,1,4,0
191,383.0,35,2,3,0
192,385.0,38,4,1,0
193,387.0,40,0,2,0
194,389.0,44,2,2,0
195,391.0,40,1,4,0
196,393.0,39,0,5,0
197,396.0,47,3,3,0
198,398.0,25,0,5,0
199,400.0,34,0,2,0
200,402.0,25,3,2,1
201,404.0,47,2,3,0
202,406.0,34,0,2,0
203,408.0,35,1,2,0
204,410.0,41,1,2,0
205,412.0,33,0,2,0
206,414.0,40,5,1,0
207,416.0,30,5,1,0
208,418.0,36,1,5,0
209,420.0,34,1,4,0
210,422.0,40,2,3,0
211,424.0,40,3,2,0
212,426.0,33,2,4,0
213,428.0,33,3,2,0
214,430.0,33,5,1,0
215,432.0,29,1,5,1
216,434.0,45,0,7,0
217,436.0,31,3,3,0
218,438.0,45,1,2,0
219,440.0,48,2,3,0
220,442.0,37,2,0,0
221,444.0,27,1,2,0
222,446.0,24,0,2,0
223,448.0,36,1,0,0
224,450.0,48,2,4,0
225,452.0,36,0,3,0
226,454.0,34,3,2,0
227,456.0,47,1,6,0
228,458.0,39,2,5,0
229,460.0,37,0,3,0
230,462.0,31,0,3,0
231,464.0,35,1,0,0
232,466.0,38,1,4,0
233,468.0,43,2,4,0
234,470.0,37,3,2,0
235,472.0,45,5,5,0
236,474.0,52,4,5,0
237,476.0,43,2,1,0
238,478.0,38,2,5,0
239,480.0,41,1,4,0
240,482.0,25,1,2,0
241,484.0,44,3,6,0
242,486.0,36,3,2,0
243,488.0,42,1,2,0
244,490.0,28,6,1,0
245,492.0,41,5,3,1
246,494.0,36,2,4,0
247,496.0,37,2,2,0
248,498.0,36,2,2,0
249,500.0,38,2,3,1
250,502.0,46,4,6,0
251,504.0,28,1,0,0
252,506.0,49,2,3,0
253,508.0,37,1,4,1
254,510.0,40,3,3,0
255,512.0,32,0,1,0
256,514.0,45,0,4,0
257,516.0,36,0,1,0
258,518.0,36,3,3,0
259,520.0,31,2,5,0
260,522.0,38,2,2,0
261,524.0,38,0,6,0
262,526.0,35,0,3,0
263,528.0,48,3,7,0
264,530.0,37,1,3,0
265,532.0,40,3,3,0
266,534.0,24,0,2,0
267,536.0,39,1,3,0
268,538.0,39,1,3,0
269,540.0,42,4,3,0
270,542.0,38,1,3,0
271,544.0,34,4,6,2
272,546.0,32,1,1,0
273,548.0,33,0,3,0
274,550.0,30,2,4,0
275,552.0,25,2,0,0
276,554.0,37,2,1,0
277,556.0,30,1,1,0
278,558.0,34,3,1,0
279,560.0,34,2,6,0
280,562.0,31,1,0,0
281,564.0,36,0,1,0
282,566.0,39,4,3,1
283,568.0,35,2,5,0
284,570.0,47,5,3,0
285,572.0,37,2,7,0
286,574.0,23,0,0,0
287,576.0,31,1,1,0
288,578.0,34,1,2,0
289,580.0,38,3,3,0
