delay_(ps),counts_per_90_min
640,884.0326601036585
720,960.3845889563355
800,864.1264444282458
840,880.5671927132713
880,734.3510663262188
920,801.233465344821
960,711.250549273316
1000,737.5841274123982
1040,689.0919794353596
