,time_histo_el_s,A0,A1,A2,B0,B1,B2,C0,C1,C2,D0,D1,D2
0,0.0,69049,2359,58727,714522,3388,641735,108144,2737,84770,679194,3263,608053
1,1.0,53709,1928,30310,550899,3062,176578,83589,2246,39244,526378,2440,471087
2,4.0,68656,2504,28246,711795,4028,3017,108157,2926,32545,681569,3168,609296
3,6.0,69306,2480,28645,712460,4088,3088,108620,2802,32749,683921,3216,611687
4,8.0,69478,2532,28970,712083,4043,3047,108072,2890,32472,682885,3184,611167
5,10.0,69006,2477,28660,713228,3857,2945,108871,2877,32451,681137,3225,609662
6,12.0,69143,2401,28770,712668,3919,2979,108206,2853,32518,681272,3185,609764
7,14.0,68990,2447,28691,714346,3983,2985,108815,2842,32546,681927,3142,610190
8,16.0,68963,2485,28831,714093,4046,2997,109564,2901,33097,683099,3187,610852
9,18.0,69512,2453,28691,715047,4039,3023,109120,2925,32929,680835,3192,609737
10,20.0,69207,2437,28655,715089,4042,3017,109094,2847,32806,681320,3090,610055
11,22.0,69802,2484,28913,715837,4018,3079,109176,2926,32529,681070,3121,609768
12,24.0,69208,2478,28803,713373,3990,3116,108638,2881,32735,683193,3157,611265
13,26.0,70157,2369,29197,712839,3917,3086,108692,2973,32971,683169,3315,611276
14,28.0,69093,2402,28734,709232,3984,3058,108675,2922,32676,682786,3175,610494
15,30.0,68819,2450,28617,711524,4123,3137,108810,2878,32909,683516,3210,611624
16,32.0,69030,2503,28868,711240,4032,2984,108228,2909,32876,683651,3190,611922
17,34.0,69089,2424,28637,710311,3928,3036,108712,2831,32835,681203,3157,609573
18,36.0,69058,2499,28957,710267,3930,3068,108036,2812,32448,682224,3202,610560
19,38.0,69164,2345,28742,707702,3908,2957,107751,2869,32488,680605,3315,609128
20,40.0,69152,2457,28521,705745,4010,3050,108173,2991,32672,680230,3176,608645
21,42.0,68319,2519,28529,706815,3891,3049,108344,2846,32698,680820,3189,609457
22,44.0,68858,2492,28537,706114,3866,3092,107645,2847,32169,680841,3263,609520
23,46.0,69129,2544,28776,707004,4037,3079,107765,2995,32720,680918,3125,608991
24,48.0,69066,2351,28830,705938,3862,3002,107845,2795,32533,680932,3215,609296
25,50.0,68967,2347,28476,704448,3982,3005,108160,2857,32510,679847,3221,607980
26,52.0,68337,2365,28347,704706,3958,2941,108152,2890,32562,678430,3238,607183
27,54.0,68192,2467,28160,703116,3918,3029,107348,2820,32482,676609,3165,605420
28,56.0,68781,2516,28365,707382,3928,3108,106782,2808,32015,677268,3231,605621
29,58.0,68416,2438,28147,710958,4088,3005,107693,2914,32265,680280,3166,608678
30,60.0,68407,2428,28203,704465,4088,2968,107321,2900,32188,672329,3243,601465
31,62.0,68752,2401,28395,708730,3987,3100,108028,2944,32506,676358,3146,605335
32,64.0,68709,2466,28430,709103,4077,2968,107930,2833,32242,678696,3267,607207
33,66.0,68688,2503,28537,708904,3816,3073,107945,3014,32485,677278,3223,606068
34,68.0,68899,2395,28596,710051,4027,3063,108499,2764,32507,678222,3327,607033
35,70.0,68440,2389,28418,709184,3933,2954,107977,2907,32657,677682,3267,606281
36,72.0,69233,2463,28627,708645,3966,3140,107559,2829,32085,679362,3230,607808
37,74.0,68842,2547,28450,709564,4043,3068,108417,2863,32449,680317,3178,608405
38,76.0,69311,2510,28641,709751,3893,2957,108224,2885,32416,681255,3191,609593
39,78.0,69106,2404,28969,708851,3912,3127,108451,2893,32703,682087,3219,610257
40,80.0,68768,2456,28531,708502,3845,2982,108207,2886,32455,683149,3264,611034
41,82.0,68996,2359,28512,707932,4046,2976,108257,2897,32738,683477,3220,611340
42,84.0,69659,2520,28761,710497,4012,3063,108765,2986,32902,686216,3178,613835
43,86.0,69001,2543,28477,708618,3974,3065,108305,2854,32788,688155,3286,615811
44,88.0,69553,2417,28875,706446,3825,3068,108406,2864,32796,691633,3177,618740
45,90.0,69439,2461,29084,708422,4040,2936,108564,2868,33380,692298,3037,619561
46,92.0,69301,2472,29210,709418,4053,3042,109247,2835,33452,693464,3185,620501
47,94.0,69636,2400,29013,709920,4036,3078,108733,2824,33399,691686,3166,618841
48,96.0,69524,2502,29405,710936,3992,3052,108335,2838,32778,692554,3116,619726
49,98.0,69523,2435,29006,706517,3946,3016,109120,2803,33355,690209,3144,617698
50,100.0,69425,2474,29198,706757,3993,3061,109270,2809,33415,689586,3188,617683
51,102.0,69104,2400,28869,707673,3929,3104,108396,2849,32879,689162,3200,617054
