,time_histo_el_s,A0,A1,A2,B0,B1,B2,C0,C1,C2,D0,D1,D2
0,0.0,303747,2517,192236,405254,2742,132816,524591,3263,288102,441155,2489,382413
1,2.0,396777,3216,197385,529058,3657,9802,685210,4289,269224,574295,3223,497619
2,4.0,395677,3243,197609,526547,3615,9780,684417,4271,270189,575894,3247,499241
3,6.0,395183,3216,197548,523105,3624,9616,682928,4271,270153,574419,3196,497845
4,8.0,393894,3213,196845,521829,3579,9867,680055,4161,269958,574862,3181,497901
5,10.0,394260,3144,197242,520030,3580,9604,678092,4210,268305,574065,3242,497053
6,12.0,392667,3165,196867,519543,3607,9714,676493,4292,269212,574405,3302,497002
7,14.0,391907,3191,197552,517182,3518,9803,674687,4095,269221,573852,3234,497350
8,16.0,393769,3137,197710,519129,3635,9562,677348,4229,268892,573478,3244,497061
9,18.0,394078,3231,197621,520800,3539,9563,678010,4313,269222,574608,3313,497925
10,20.0,394485,3199,198061,521040,3593,9799,678236,4348,269346,575893,3211,498904
11,22.0,393298,3156,198292,519480,3556,9624,678844,4176,270292,576137,3374,498651
12,24.0,393049,3178,198279,517734,3611,9668,679539,4190,270699,578175,3111,500980
13,26.0,393247,3112,199030,518201,3596,9582,675463,4278,269500,576364,3169,499470
14,28.0,392617,3200,198747,514535,3521,9562,675455,4187,270797,575648,3279,499144
15,30.0,393380,3217,198937,515086,3678,9588,677357,4247,270780,576265,3189,499989
16,32.0,392488,3241,197307,518212,3679,9729,677886,4177,269977,577553,3369,500637
17,34.0,393073,3155,198448,518480,3505,9421,677285,4182,270459,575481,3264,498410
18,36.0,393011,3212,197774,519566,3515,9820,675901,4118,268543,575047,3161,498016
19,38.0,394182,3189,197920,520241,3653,9455,677364,4261,268856,573865,3104,497415
20,40.0,393461,3100,198050,520064,3705,9590,678294,4041,269772,575078,3156,498026
21,42.0,393582,3146,198020,520298,3620,9624,677758,4055,269596,575059,3161,498302
22,44.0,392979,3179,198056,520209,3536,9494,679277,4199,270539,575650,3256,498712
23,46.0,395144,3228,198712,520994,3591,9619,677451,4133,269740,577052,3280,499423
24,48.0,392668,3036,197436,518281,3508,9475,676197,4280,269068,575937,3307,499269
25,50.0,393901,3033,198571,518626,3568,9580,677097,4360,269759,575460,3284,498374
26,52.0,394565,3165,198747,520706,3603,9613,677633,4116,270390,575455,3162,498820
27,54.0,392723,3236,197916,519109,3604,9766,675432,4281,269070,574688,3169,498198
28,56.0,392990,3174,197999,520681,3578,9643,676344,4322,268491,573632,3301,497055
29,58.0,394445,3148,198156,522236,3547,9659,677369,4167,268422,572151,3213,495508
30,60.0,394513,3115,197792,524096,3668,9774,681045,4242,270044,574041,3216,497212
31,62.0,394799,3295,198045,523876,3592,9912,680136,4180,268998,575003,3190,498638
