delay_(ps),counts_per_90_min
0,11906.579191130344
240,11863.02739273078
640,11952.263114755264
720,12085.174120302778
800,11715.372923717532
840,11682.494565166307
880,11375.091712051071
920,10923.64376169178
960,10643.391340181064
1000,11062.321137785459
1040,11566.540614750516
1120,12224.738204729269
1200,12364.350864196944
1600,12568.47822841217
