delay_(ps),counts_per_90_min
0,2307.354886724894
240,2458.60966063336
640,2395.007574402824
720,2379.94162726904
800,2274.0524292914633
840,2156.2405995849053
880,2272.7642778165855
920,2201.1830745154534
960,2209.6802125309678
1000,2460.6727536503727
1040,2398.4731174294147
1120,2481.436803034328
1200,2434.2729943314107
1600,2503.7997111863765
1840,2626.7246054778216
