delay_(ps),counts_per_90_min
0,8654.437516247905
240,8615.893340826125
640,8690.944007704162
720,8547.826365891044
800,8439.896258226898
840,8171.001050298881
880,8110.386438381768
920,8056.958969276923
960,7850.571808080222
1000,7996.149286101546
1040,8289.38556219774
1120,8835.684472170198
1200,8941.412078749432
1600,9026.452125326587
