,time_histo_el_s,A0,A1,A2,B0,B1,B2,C0,C1,C2,D0,D1,D2
0,0.0,53378,26753,108,24139,12169,71,47070,24218,791,31794,15874,175
1,2.0,40005,25710,5625,18557,11545,2332,35341,32064,14492,23985,12003,129
2,4.0,52430,35658,9353,24312,15973,3765,46229,46616,23444,31721,15991,149
3,6.0,52535,35560,9121,24290,15800,3716,46698,47151,23699,31507,15851,168
4,8.0,52483,35200,9122,24363,15828,3738,46198,46615,23364,31832,15951,170
5,10.0,52832,35517,9115,24362,15968,3859,45948,46378,23438,31566,15861,155
6,12.0,52475,35330,8953,24380,16029,3781,46279,46691,23503,31328,15678,168
7,14.0,52722,35365,9273,24404,16104,3711,46428,46855,23690,31343,15637,142
8,16.0,52337,35120,9014,24366,15991,3776,46068,46547,23288,31680,15899,163
9,18.0,52739,35464,9097,24565,16104,3791,46196,46624,23811,31438,15772,157
10,20.0,52503,35227,9030,24857,16224,3809,45992,46435,23332,31866,15926,142
11,22.0,52284,35310,9188,24575,16159,3807,46140,46494,23311,31310,15437,136
12,24.0,52260,35075,8985,24506,16055,3806,45258,45682,23005,31515,15699,179
13,26.0,51793,34718,8848,24281,15849,3672,45353,45796,23244,31515,15783,181
14,28.0,52138,35036,8989,24335,15843,3679,45288,45742,22948,31401,15802,134
15,30.0,51719,34803,8849,24422,15972,3789,45237,45634,22941,31782,15927,161
16,32.0,51614,34914,9173,24354,15943,3697,45658,46053,23187,31126,15673,186
17,34.0,51998,34955,8934,24143,15827,3699,45117,45531,22801,31419,15748,155
18,36.0,51820,34775,8967,24184,15899,3677,45252,45661,23042,31327,15701,163
19,38.0,51874,34827,8926,24356,16091,3806,45493,45905,23100,31494,15877,146
20,40.0,52194,34992,8831,23729,15418,3695,45124,45540,22895,31317,15811,157
21,42.0,51469,34570,8753,24202,15683,3615,44322,44751,22500,31550,15883,159
22,44.0,51553,34392,8727,24206,15721,3543,44581,44985,22447,31416,15805,162
23,46.0,51358,34572,8728,24155,15653,3731,44503,44919,22755,31427,15807,155
24,48.0,51911,34791,8961,24127,15787,3679,44711,45149,22836,31532,15718,151
25,50.0,51862,34919,8746,24014,15653,3751,44615,45031,22518,31284,15493,139
26,52.0,51376,34477,8856,24350,15869,3669,44610,45055,22902,31360,15622,174
27,54.0,51289,34514,8887,24184,15702,3690,44660,45083,22563,30936,15409,155
28,56.0,51880,34774,8828,24014,15679,3632,44956,45353,22822,31260,15710,166
29,58.0,51601,34695,8869,24281,15959,3790,45115,45573,23009,31241,15651,143
30,60.0,51410,34555,8860,24096,15653,3750,45243,45682,23080,30884,15463,158
31,62.0,51840,34817,9007,24348,16011,3812,45220,45632,22952,30896,15438,176
32,64.0,51927,34949,9086,24184,15884,3814,45766,46181,23263,30553,15366,161
33,66.0,51779,34888,9001,24211,15865,3826,46226,46652,23432,30743,15344,145
34,68.0,51779,35252,9180,24311,15978,3799,46258,46703,23490,30444,15117,155
35,70.0,52237,35267,9178,24336,15880,3891,46517,46968,23721,30969,15471,161
36,72.0,52680,35510,9237,24159,15937,3887,46081,46480,23507,30712,15365,154
37,74.0,51984,35045,9119,23871,15698,3874,46421,46849,23546,31075,15510,155
38,76.0,52167,35214,9171,24431,15992,3939,46785,47254,23700,30376,15161,191
39,78.0,52332,35327,9211,24177,15948,3733,46313,46720,23582,31196,15469,156
40,80.0,52084,35260,9162,23984,15697,3685,46266,46689,23631,31085,15566,174
41,82.0,52192,35211,9101,24306,15932,3914,46009,46455,23489,30936,15535,162
42,84.0,52195,35412,9162,24528,16105,3778,46381,46802,23630,31062,15480,194
43,86.0,52135,35361,9206,23876,15673,3761,46178,46636,23524,31175,15662,166
44,88.0,52376,35611,9243,24348,15968,3815,45967,46338,23282,31126,15727,179
45,90.0,52218,35121,9176,24039,15729,3688,45519,45961,23272,30846,15371,149
46,92.0,51604,34608,8942,23833,15638,3669,45090,45472,23006,31029,15623,157
47,94.0,51129,34390,8597,23834,15623,3677,44706,45133,22540,31199,15375,167
48,96.0,50971,34045,8637,23887,15598,3544,44729,45077,22858,30793,15418,166
49,98.0,51277,34501,8882,23757,15478,3642,44709,45078,22875,31166,15609,170
50,100.0,51811,34867,9036,24063,15804,3755,45544,45943,23033,31071,15611,148
51,102.0,51646,34767,8969,23850,15571,3641,45480,45911,23198,31276,15454,173
52,104.0,51339,34339,8876,23883,15509,3592,44571,44981,22591,31251,15645,154
53,106.0,51061,34087,8710,24120,15762,3691,44339,44756,22339,31207,15735,158
54,108.0,51361,34325,8759,23990,15627,3736,43949,44338,22422,31107,15533,159
55,110.0,51432,34451,8695,24221,15832,3690,44371,44759,22570,31036,15425,144
56,112.0,51375,34510,8704,23936,15708,3609,44373,44749,22448,31284,15690,161
57,114.0,51476,34505,8688,23825,15524,3597,44223,44625,22537,31199,15591,180
58,116.0,51638,34574,8871,23994,15539,3692,45055,45460,22801,31406,15622,172
59,118.0,51415,34524,8879,24123,15732,3748,44842,45275,22648,31378,15555,159
60,120.0,51681,34650,8820,23922,15584,3626,44276,44622,22462,31317,15615,155
61,122.0,51474,34470,8813,23962,15506,3698,44096,44528,22474,31218,15777,152
62,124.0,51374,34354,8553,24098,15649,3732,43514,43935,21817,31417,15676,155
63,126.0,51601,34381,8792,23972,15572,3608,44036,44441,22345,31340,15611,180
64,128.0,51679,34488,8738,23833,15716,3679,43611,44051,22245,31133,15585,177
65,130.0,51439,34400,8631,23898,15529,3618,44192,44627,22582,31361,15771,168
66,132.0,51216,34443,8684,23943,15407,3614,44257,44670,22398,30958,15547,166
67,134.0,51360,34122,8602,23947,15656,3628,43806,44197,22431,31332,15767,173
68,136.0,51156,34325,8744,24069,15753,3638,44099,44548,22333,31143,15600,160
69,138.0,51786,34508,8697,24182,15790,3618,44297,44716,22521,31477,15680,185
70,140.0,52156,34850,8739,24244,15914,3756,44571,44937,22483,31480,15736,158
71,142.0,51782,34793,8833,24282,15792,3620,44602,44947,22557,31541,15943,177
72,144.0,51963,34945,8874,24251,15946,3773,44569,44949,22457,31274,15674,157
73,146.0,51680,34640,8745,23814,15397,3630,44903,45319,22779,31200,15495,157
74,148.0,51928,34851,8910,24092,15731,3710,44816,45286,22830,31543,15718,144
75,150.0,51877,34802,8753,24164,15764,3740,44502,44983,22474,31381,15662,157
76,152.0,52135,34898,8817,23940,15556,3558,44740,45152,22695,31709,15871,160
77,154.0,51650,34450,8516,24181,15871,3642,44752,45193,22831,31099,15650,171
78,156.0,51819,34823,8737,24056,15679,3669,45011,45433,22815,31254,15614,156
79,158.0,51829,34895,8882,23895,15556,3570,44981,45420,23021,31811,16014,185
80,160.0,51548,34541,8822,23828,15586,3710,44916,45315,22967,31364,15717,179
81,162.0,52032,34936,8906,24014,15760,3677,45175,45604,23027,31273,15721,180
82,164.0,51882,34772,8915,23867,15526,3646,45147,45559,22796,31246,15702,167
83,166.0,52027,34966,8957,23939,15663,3618,44660,45069,22716,31276,15650,164
84,168.0,52066,35105,9092,24023,15720,3831,45120,45493,22923,30887,15400,152
85,170.0,51634,34749,9056,24108,15745,3798,45597,46019,23259,31236,15654,156
86,172.0,51841,35015,9061,24201,15899,3786,45726,46175,23138,31460,15805,182
87,174.0,51943,35104,9182,23918,15617,3675,45634,46083,23220,31149,15699,137
88,176.0,51500,34779,9071,24187,15925,3919,45904,46317,23102,31354,15812,182
89,178.0,51344,34559,9039,24000,15632,3667,46045,46399,23428,31660,15737,157
90,180.0,52155,35180,8946,24099,15737,3784,46198,46637,23473,31459,15737,166
91,182.0,51886,35044,9006,24189,15915,3795,46033,46499,23382,31458,15912,151
92,184.0,51661,34702,8961,24198,15835,3752,44881,45274,22595,31352,15519,170
93,186.0,51620,34653,9042,23830,15650,3701,45346,45798,22944,31265,15617,158
94,188.0,51662,34736,8811,24275,15777,3750,45409,45825,23168,31068,15590,147
95,190.0,51890,34816,8982,23918,15712,3645,45374,45782,23010,31485,15895,156
96,192.0,51990,35011,8974,24082,15674,3579,45448,45876,23154,31241,15628,142
97,194.0,52219,35067,9020,24064,15739,3651,45501,45920,23127,31450,15682,154
98,196.0,51995,35122,9069,23991,15881,3847,45837,46269,23440,31357,15778,167
99,198.0,51916,34930,9080,23964,15632,3620,46033,46443,23329,31387,15615,155
100,200.0,51653,34544,8926,24040,15674,3687,45256,45671,22942,31281,15556,182
101,202.0,52010,35104,9017,23986,15665,3633,45350,45786,23163,31318,15667,173
102,204.0,51779,34844,8999,24299,15986,3856,45179,45613,23127,31569,15863,166
103,206.0,51408,34463,8735,24229,15795,3670,44647,45045,22584,31516,15830,167
104,208.0,51382,34335,8804,23876,15548,3714,44474,44875,22468,31379,15765,185
105,210.0,51719,34680,8639,23794,15521,3684,44473,44883,22414,31216,15727,167
106,212.0,51334,34160,8709,24129,15674,3510,44576,44951,22750,31239,15566,175
107,214.0,51562,34471,8661,23723,15336,3572,44332,44756,22452,31422,15675,160
108,216.0,51469,34383,8564,24243,15694,3637,43756,44167,22107,31136,15632,165
109,218.0,51456,34405,8692,24131,15694,3673,44522,44945,22604,31591,15818,188
110,220.0,52212,34957,8793,24197,15718,3730,44691,45125,22952,31288,15746,176
111,222.0,52041,34963,8908,24320,15787,3651,44932,45329,22812,30679,15435,175
