delay_(ps),counts_per_90_min
0,47823.906806946856
240,47992.55260806926
640,48306.29780032205
720,47113.82615130951
800,45902.51761298503
840,44852.373980194716
880,44496.85369134688
920,44037.974995989156
960,44327.043597120944
1000,43998.885500567936
1040,44506.82929984018
1120,46290.05906424785
1200,46846.281083372756
1600,48162.06194869551
