delay_(ps),counts_per_90_min
0,72348.99464459697
240,72157.1652975086
640,72091.75348384006
720,70998.22090463148
800,65803.15004529088
840,60818.1761613191
880,57692.96237275982
920,57777.5732107187
960,61870.30003306051
1000,67416.18787551876
1040,69801.9738662518
1120,72002.42840038326
