,time_histo_el_s,A0,A1,A2,B0,B1,B2,C0,C1,C2,D0,D1,D2
0,0.0,226956,2494,203217,660800,3372,594379,383644,2937,336867,786496,2218,706977
1,2.0,173282,1861,116040,506648,2786,152315,294677,2245,177506,599370,1683,538943
2,4.0,226311,2597,126570,660621,3747,3815,382651,3139,179037,781656,2231,702669
3,6.0,227054,2542,126335,661670,3770,3780,383794,3000,178933,781916,2154,702412
4,8.0,226315,2550,126328,665261,3678,3765,384863,3051,179048,783349,2126,704000
5,10.0,227351,2591,126187,663542,3577,3810,384472,3131,179504,781334,2202,702291
6,12.0,226305,2535,126422,660339,3747,3703,384198,3000,179094,783270,2155,704160
7,14.0,226031,2531,126420,657688,3758,3777,382045,3154,178962,779639,2106,700782
8,16.0,225788,2517,126094,659419,3716,3670,382987,3098,178735,779579,2262,700291
9,18.0,225516,2503,126544,661140,3689,3879,381212,3023,178211,778404,2160,699540
10,20.0,225857,2616,125851,659975,3758,3861,382240,3047,178741,777969,2126,699284
11,22.0,225780,2575,125948,661486,3625,3746,381276,3138,177446,776353,2200,697858
12,24.0,226509,2575,126479,665015,3797,3834,384807,3183,178650,776525,2226,698501
13,26.0,226655,2535,126151,665941,3808,3763,383521,3105,177997,776981,2188,698819
14,28.0,225701,2512,125406,665737,3719,3786,384795,3059,179018,777306,2152,699157
15,30.0,226134,2570,126047,665127,3827,3684,384268,3182,179217,778129,2196,699309
16,32.0,227035,2514,126355,666588,3719,3849,385450,3078,179552,778392,2193,699924
17,34.0,226643,2556,125778,666114,3701,3765,386154,3047,179386,781246,2150,702352
18,36.0,226695,2465,126074,667962,3685,3664,386284,3102,179557,782376,2197,703471
19,38.0,227714,2544,126753,665080,3797,3918,385858,3000,180202,783476,2158,703953
20,40.0,227657,2464,127238,665456,3730,3838,388122,3067,181563,789554,2237,710088
21,42.0,227361,2541,126126,666496,3724,3820,388362,3095,181449,790063,2156,710352
22,44.0,227956,2542,127245,668169,3736,3830,387347,3109,181122,785767,2100,706590
23,46.0,227136,2548,126408,669015,3695,3778,388130,3059,180767,787131,2160,707442
24,48.0,227813,2507,127161,668905,3713,3843,386714,3132,180947,787504,2264,708137
25,50.0,228198,2504,126665,669971,3714,3817,387497,3054,180631,788357,2262,709115
26,52.0,229096,2624,127315,670341,3782,3808,388862,3088,181232,788705,2223,708784
27,54.0,229362,2451,127568,670065,3689,3757,387972,3089,180479,786915,2184,708082
28,56.0,228718,2543,127497,669006,3747,3826,388119,3029,180486,787738,2216,707949
29,58.0,229034,2519,127328,670918,3733,3705,387067,3051,179911,788125,2156,708644
30,60.0,228751,2526,127287,669153,3866,3788,387079,2979,179591,784914,2219,705601
31,62.0,227567,2482,126481,671071,3647,3941,386647,3051,179365,781283,2100,702545
32,64.0,226964,2560,125707,668347,3656,3844,385370,3121,178879,782319,2118,703052
33,66.0,227505,2529,126622,666399,3652,3841,386117,2949,179560,781340,2125,702615
34,68.0,227664,2538,126630,666892,3744,3773,385233,3141,179530,780935,2156,701931
35,70.0,225935,2552,125342,665343,3868,3651,385818,3070,180135,779985,2062,701187
36,72.0,225738,2477,125675,665211,3802,3784,386408,3110,179920,781897,2230,702866
37,74.0,226428,2577,126060,665940,3728,3788,386683,3098,180440,780159,2168,701310
38,76.0,226499,2610,125583,667359,3751,3781,387690,2967,180512,780954,2204,701966
39,78.0,226737,2546,125708,666981,3796,3711,386526,3022,179620,781382,2109,702226
40,80.0,227226,2385,126746,667045,3766,3802,386974,3067,180480,785341,2186,706212
41,82.0,228181,2476,127301,665268,3717,3793,387012,3034,181451,786287,2168,707168
42,84.0,227322,2528,126898,665066,3775,3822,386080,3055,180413,787972,2157,708110
43,86.0,228105,2636,127343,666582,3725,3893,386913,3134,180663,788033,2234,708884
44,88.0,226244,2600,125816,665652,3723,3789,387109,3010,181062,785152,2148,705761
45,90.0,228323,2561,126907,668317,3735,3691,387377,3134,180129,786800,2122,707260
46,92.0,228113,2567,127161,667374,3662,3834,386612,3053,180438,786124,2183,707176
47,94.0,227045,2548,126652,664410,3759,3776,385728,3020,180055,786914,2170,706847
48,96.0,227691,2598,127151,663396,3666,3732,387070,3116,180834,788561,2162,708958
49,98.0,226664,2580,126598,662767,3685,3827,385987,3051,180828,785564,2139,705960
50,100.0,227104,2583,127180,663247,3780,3742,386154,3013,180835,788784,2124,709399
51,102.0,227138,2577,126051,665042,3684,3882,385317,3066,180136,785414,2195,706021
52,104.0,226897,2487,126787,664876,3620,3853,386843,3103,180479,786355,2120,707111
53,106.0,228237,2503,127244,666386,3651,3735,388446,3138,181682,790342,2166,710460
54,108.0,228042,2511,127043,665021,3879,3763,386888,3003,181171,789910,2170,709901
55,110.0,227639,2570,127258,664364,3760,3780,388002,3063,181109,787470,2097,708001
56,112.0,226321,2516,125893,663631,3696,3758,385097,3103,179561,782118,2180,703362
57,114.0,226775,2512,126432,663645,3711,3777,384405,3034,179706,779434,2161,700575
58,116.0,225653,2552,125814,663143,3680,3726,383306,3147,178769,776997,2059,698119
59,118.0,226005,2531,125602,665502,3652,3925,383154,3044,177900,775325,2162,696946
60,120.0,226379,2559,125896,666685,3815,3736,384846,3102,178796,780180,2201,701105
61,122.0,226914,2487,126219,665347,3660,3944,386611,3017,180554,781866,2171,703111
62,124.0,226548,2452,126417,665067,3815,3686,385329,3078,179038,780884,2190,702014
63,126.0,226330,2515,125935,662868,3719,3770,383401,3105,178692,780897,2165,702130
64,128.0,227035,2451,126644,665781,3717,3840,384709,3039,179206,781165,2167,702238
65,130.0,226809,2652,126293,663517,3666,3807,384782,3074,179242,782584,2259,703548
66,132.0,226186,2570,126198,662662,3805,3686,384461,3056,179160,780888,2270,701711
67,134.0,226563,2616,125980,664222,3646,3808,384284,3107,179246,780171,2145,701532
68,136.0,226470,2550,126090,665771,3761,3789,385577,3098,179438,783191,2130,703652
69,138.0,227030,2487,125906,669028,3756,3755,386454,3142,179478,779221,2162,700400
70,140.0,226099,2484,125535,667681,3682,3828,386112,3060,180393,779084,2136,700199
71,142.0,228280,2589,126424,672399,3925,3713,388762,3080,181123,780688,2164,701610
