delay_(ps),counts_per_90_min
0,187745.92234371972
240,186460.53340520503
640,185596.8767545716
720,181237.07333982256
800,178982.83465673256
840,172050.63501488534
880,167859.21373664957
920,167719.42162029448
960,162359.76668165336
1000,162660.6286885491
1040,164527.78194871746
1120,170957.84136250822
1200,172762.5638667145
1600,172896.7447676974
