,time_histo_el_s,ch0,ch1,ch2,ch3
0,0.0,35,4,1,0
1,2.0,58,2,1,0
2,4.0,39,8,1,0
3,6.0,55,5,3,0
4,8.0,45,4,1,0
5,10.0,61,3,6,1
6,12.0,37,3,0,0
7,14.0,50,2,1,0
8,16.0,39,3,1,1
9,18.0,50,6,1,0
10,20.0,43,2,4,0
11,22.0,47,1,1,0
12,24.0,38,2,2,0
13,26.0,52,8,2,1
14,28.0,46,4,2,0
15,30.0,48,4,5,1
16,32.0,38,0,2,0
17,34.0,54,2,5,0
18,36.0,53,6,3,0
19,38.0,42,2,2,1
20,40.0,55,2,7,0
21,42.0,35,2,1,0
22,44.0,51,5,2,0
23,46.0,45,5,4,0
24,48.0,31,3,1,0
25,50.0,32,1,2,0
26,52.0,59,8,4,1
27,54.0,63,4,4,0
28,56.0,45,3,1,0
29,58.0,60,6,5,0
30,60.0,46,4,2,0
31,62.0,48,4,3,0
32,64.0,34,6,2,0
33,66.0,53,3,4,0
34,68.0,60,4,5,0
35,70.0,50,5,1,0
36,72.0,61,1,5,0
37,74.0,36,1,3,0
38,76.0,41,5,6,0
39,78.0,47,3,2,0
40,80.0,49,6,3,0
41,82.0,41,2,4,0
42,84.0,42,2,2,0
43,86.0,49,3,3,0
44,88.0,51,5,4,1
45,90.0,45,2,5,0
46,92.0,50,1,1,0
47,94.0,58,2,6,1
48,96.0,46,4,2,0
49,98.0,46,5,5,1
50,100.0,49,3,4,0
51,102.0,38,4,5,0
52,104.0,53,8,2,0
53,106.0,38,3,1,0
54,108.0,51,3,2,0
55,110.0,30,2,3,0
56,112.0,53,5,1,0
57,114.0,66,5,3,0
58,116.0,49,4,2,0
59,118.0,32,6,3,1
60,120.0,62,5,3,0
61,122.0,54,5,2,0
62,124.0,40,0,2,0
63,126.0,37,5,2,0
64,128.0,51,3,2,0
65,130.0,38,3,3,0
66,132.0,48,4,2,0
67,134.0,49,3,7,0
68,136.0,55,8,6,0
69,138.0,45,4,3,1
70,140.0,59,4,3,0
71,142.0,45,2,6,0
72,144.0,53,6,4,0
73,146.0,47,2,2,0
74,148.0,48,3,2,0
75,150.0,43,3,2,0
76,152.0,40,3,2,0
77,154.0,42,4,2,0
78,156.0,51,5,2,0
79,158.0,43,4,2,0
80,160.0,57,5,3,0
81,162.0,40,3,1,0
82,164.0,52,6,3,0
