,time_histo_el_s,ch0,ch1,ch2,ch3
0,0.0,418,19,19,0
1,5.0,463,17,21,1
2,10.0,411,6,24,0
3,15.0,466,21,26,1
4,20.0,440,21,28,0
5,25.0,421,12,27,0
6,30.0,414,16,30,0
7,35.0,432,19,37,1
8,40.0,461,17,38,0
9,46.0,424,11,20,0
10,51.0,471,16,28,0
11,56.0,425,11,27,0
12,61.0,433,23,27,0
13,66.0,445,11,26,0
14,71.0,420,12,29,1
15,76.0,464,19,28,0
16,81.0,482,19,30,0
17,86.0,443,17,27,0
18,91.0,439,16,20,1
19,96.0,464,16,31,0
20,101.0,443,18,28,0
21,106.0,426,16,17,1
22,111.0,432,15,29,0
23,116.0,455,15,28,1
24,121.0,455,13,27,2
25,126.0,421,12,25,0
26,131.0,437,20,28,1
27,136.0,444,22,19,0
28,141.0,462,18,22,0
29,146.0,421,12,24,0
30,151.0,459,16,30,0
31,156.0,446,16,24,0
32,161.0,458,16,27,0
33,166.0,460,18,33,0
34,171.0,445,18,27,3
35,176.0,502,20,24,1
36,181.0,486,22,32,1
37,186.0,446,20,31,1
38,191.0,466,18,31,5
39,196.0,448,26,34,2
40,201.0,418,12,19,1
41,206.0,441,16,29,1
42,211.0,445,16,22,0
43,216.0,461,21,43,0
44,221.0,429,19,26,0
45,226.0,451,12,22,0
46,231.0,419,12,23,1
47,236.0,440,16,29,0
48,241.0,387,13,28,0
49,246.0,481,16,26,1
50,251.0,458,14,34,3
51,256.0,447,19,34,0
52,261.0,439,18,31,0
53,266.0,407,9,27,0
54,271.0,433,14,20,1
55,276.0,419,8,28,0
56,281.0,413,14,19,3
57,286.0,467,11,25,1
58,291.0,436,17,36,0
59,296.0,405,14,17,1
60,301.0,450,9,36,0
61,306.0,445,18,23,0
62,311.0,428,17,28,2
63,316.0,425,14,27,0
64,321.0,440,14,37,1
65,326.0,422,13,28,0
66,331.0,443,11,28,0
67,336.0,435,11,35,1
68,341.0,402,10,15,1
69,346.0,440,14,38,2
