delay_(ps),counts_per_90_min
0,555936.27401337
240,555497.8690697092
640,554312.50264907
720,545984.4395206224
800,520419.996168819
840,510429.9321373249
880,499717.0603089013
920,503348.67807529046
960,518171.8158383413
1000,535380.5867004412
1040,552980.0670491582
1120,567964.5880058054
1200,572709.0458950715
1600,571224.4378969608
