delay_(ps),counts_per_90_min
0,10874.926627972332
240,10812.223101533184
640,10876.397650146899
720,10752.685214888194
800,10287.865682333817
840,9905.710442100017
880,9539.976446967645
920,9241.773428448969
960,9296.258615998531
1000,9358.96321727407
1040,9557.731712713252
1120,10267.69714435024
1200,10198.042862647177
1600,10127.949912749986
