,time_histo_el_s,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
6498,13032.0,244894,349244,14,1,0,0,244894,349244
6499,13034.0,243912,347482,10,0,1,0,243912,347482
6500,13036.0,243003,350257,5,0,2,0,243003,350257
6501,13038.0,242120,349765,8,0,1,0,242120,349765
6502,13040.0,245767,355062,6,0,0,0,245767,355062
6503,13042.0,246721,353869,10,1,1,1,246721,353869
6504,13044.0,244679,350302,7,0,3,0,244679,350302
6505,13046.0,241758,351539,9,1,0,0,241758,351539
6506,13048.0,240533,353044,9,0,0,0,240533,353044
6507,13050.0,241188,353355,9,0,0,0,241188,353355
6508,13052.0,242540,356999,13,2,0,0,242540,356999
6509,13054.0,243932,354984,11,0,1,0,243932,354984
6510,13056.0,247316,353488,7,0,0,0,247316,353488
6511,13058.0,247174,348934,4,0,0,0,247174,348934
6512,13060.0,244782,346648,6,0,0,0,244782,346648
6513,13062.0,246152,353843,8,0,1,0,246152,353843
6514,13064.0,243406,354463,5,0,0,0,243406,354463
6515,13066.0,241412,352261,8,0,0,0,241412,352261
6516,13068.0,242619,354572,7,0,0,0,242619,354572
6517,13070.0,243084,351512,6,0,0,0,243084,351512
6518,13072.0,243052,347560,9,1,1,1,243052,347560
6519,13074.0,243269,344743,5,0,1,0,243269,344743
6520,13076.0,242361,343607,8,0,1,0,242361,343607
6521,13078.0,245401,345178,15,0,1,0,245401,345178
6522,13080.0,245211,348741,10,2,0,0,245211,348741
6523,13082.0,245522,346806,9,0,0,0,245522,346806
6524,13084.0,245595,345935,10,0,0,0,245595,345935
6525,13086.0,246279,349031,10,0,2,0,246279,349031
6526,13088.0,245425,347021,10,0,0,0,245425,347021
6527,13090.0,245572,342729,9,0,1,0,245572,342729
6528,13092.0,246422,340417,10,0,0,0,246422,340417
6529,13094.0,248881,344063,7,0,0,0,248881,344063
6530,13096.0,247092,335220,17,1,2,0,247092,335220
6531,13098.0,245886,334701,9,0,0,0,245886,334701
6532,13100.0,250499,339092,10,0,1,0,250499,339092
6533,13102.0,253502,340797,5,2,0,0,253502,340797
6534,13104.0,250075,337050,2,0,0,0,250075,337050
6535,13106.0,250304,337183,10,1,0,0,250304,337183
6536,13108.0,250052,336677,4,0,0,0,250052,336677
6537,13110.0,250277,331923,9,0,1,0,250277,331923
6538,13112.0,252020,331485,12,3,0,0,252020,331485
6539,13114.0,250998,328365,10,1,1,0,250998,328365
6540,13116.0,250789,325254,14,1,0,0,250789,325254
6541,13118.0,251381,323614,13,2,0,0,251381,323614
6542,13120.0,249098,327220,8,1,1,0,249098,327220
6543,13122.0,244853,330628,7,0,2,0,244853,330628
6544,13124.0,242744,331632,8,1,2,0,242744,331632
6545,13126.0,242367,331359,7,0,1,0,242367,331359
6546,13128.0,246181,330603,9,0,0,0,246181,330603
6547,13130.0,243303,331076,3,0,0,0,243303,331076
6548,13132.0,245707,335857,3,1,0,0,245707,335857
6549,13134.0,245296,334181,10,0,0,0,245296,334181
6550,13136.0,245667,334490,5,0,1,0,245667,334490
6551,13138.0,246079,332574,3,0,0,0,246079,332574
6552,13140.0,246775,327126,7,0,0,0,246775,327126
6553,13142.0,249225,327131,8,0,0,0,249225,327131
6554,13144.0,250067,322903,7,0,0,0,250067,322903
6555,13147.0,251135,317148,12,5,1,0,251135,317148
6556,13149.0,249656,322230,9,0,1,0,249656,322230
6557,13151.0,244653,331197,8,2,0,0,244653,331197
6558,13153.0,241535,337320,15,0,2,0,241535,337320
6559,13155.0,241371,341918,10,0,0,0,241371,341918
6560,13157.0,243199,346286,9,1,0,0,243199,346286
6561,13159.0,243430,353952,5,0,1,0,243430,353952
6562,13161.0,243806,358274,10,1,2,0,243806,358274
6563,13163.0,242037,357000,13,1,2,0,242037,357000
6564,13165.0,244595,355117,5,0,1,0,244595,355117
6565,13167.0,242985,349796,10,1,2,1,242985,349796
6566,13169.0,242444,354332,5,1,0,0,242444,354332
6567,13171.0,240394,351378,6,0,0,0,240394,351378
6568,13173.0,241456,353511,8,0,0,0,241456,353511
6569,13175.0,236142,344090,6,0,1,0,236142,344090
6570,13177.0,242424,354674,6,1,0,0,242424,354674
6571,13179.0,242988,351751,4,0,0,0,242988,351751
6572,13181.0,245312,346855,4,0,0,0,245312,346855
6573,13183.0,246966,348665,8,0,0,0,246966,348665
6574,13185.0,246244,347938,13,0,1,0,246244,347938
6575,13187.0,246473,347045,6,0,1,0,246473,347045
6576,13189.0,245302,345464,7,0,0,0,245302,345464
6577,13191.0,240961,341031,11,1,2,0,240961,341031
6578,13193.0,242564,342994,7,1,0,0,242564,342994
6579,13195.0,242246,344573,8,2,2,0,242246,344573
6580,13197.0,242173,344248,10,1,1,1,242173,344248
6581,13199.0,243093,339997,9,2,2,0,243093,339997
6582,13201.0,243401,336099,3,0,1,0,243401,336099
6583,13203.0,246619,335000,7,0,0,0,246619,335000
6584,13205.0,243867,339448,7,0,1,0,243867,339448
6585,13207.0,243130,340268,10,2,1,0,243130,340268
6586,13209.0,243017,338648,7,0,0,0,243017,338648
6587,13211.0,243425,346426,10,0,0,0,243425,346426
6588,13213.0,242121,351378,7,0,0,0,242121,351378
6589,13215.0,242128,351256,8,0,0,0,242128,351256
6590,13217.0,242820,344538,8,0,0,0,242820,344538
6591,13219.0,247240,342836,12,0,1,0,247240,342836
6592,13221.0,247908,330304,7,0,3,0,247908,330304
6593,13223.0,249440,317412,9,1,0,0,249440,317412
6594,13225.0,250742,311921,4,0,0,0,250742,311921
6595,13227.0,249599,309585,6,0,0,0,249599,309585
6596,13229.0,247432,313975,5,2,1,1,247432,313975
6597,13231.0,235824,308748,11,1,1,0,235824,308748
6598,13233.0,241914,318963,7,0,0,0,241914,318963
6599,13235.0,242936,325770,6,0,0,0,242936,325770
6600,13237.0,241485,330532,4,1,0,0,241485,330532
6601,13239.0,243313,330424,11,0,1,0,243313,330424
6602,13241.0,243625,318546,7,0,1,0,243625,318546
6603,13243.0,243731,308493,11,2,0,0,243731,308493
6604,13245.0,249517,314033,9,1,0,0,249517,314033
6605,13247.0,251337,316846,10,1,0,0,251337,316846
6606,13249.0,251132,316867,4,0,0,0,251132,316867
6607,13251.0,251809,312554,6,0,2,0,251809,312554
6608,13253.0,253561,305040,8,0,0,0,253561,305040
6609,13255.0,250007,298908,3,0,1,0,250007,298908
6610,13257.0,250221,298825,3,1,1,0,250221,298825
6611,13259.0,248160,307115,5,1,0,0,248160,307115
6612,13261.0,250437,323568,7,0,3,0,250437,323568
6613,13263.0,244439,329338,5,0,0,0,244439,329338
6614,13265.0,244912,337994,4,0,1,0,244912,337994
6615,13267.0,246677,341655,9,0,0,0,246677,341655
6616,13269.0,245636,339825,8,0,0,0,245636,339825
6617,13271.0,246185,336321,10,1,1,0,246185,336321
6618,13273.0,246674,334730,12,0,0,0,246674,334730
6619,13275.0,247765,333943,8,1,0,0,247765,333943
6620,13277.0,246970,336078,6,1,0,0,246970,336078
6621,13279.0,248186,342767,9,0,0,0,248186,342767
6622,13281.0,244111,350607,11,0,1,0,244111,350607
6623,13283.0,241562,358041,11,0,2,0,241562,358041
6624,13285.0,238278,351801,7,0,1,0,238278,351801
6625,13287.0,241857,353360,9,0,1,0,241857,353360
6626,13289.0,241781,353549,11,0,1,0,241781,353549
6627,13291.0,242147,343505,10,1,1,0,242147,343505
6628,13293.0,247230,343875,7,0,1,0,247230,343875
6629,13295.0,246324,347870,7,0,1,0,246324,347870
6630,13297.0,247446,359701,5,0,1,0,247446,359701
6631,13299.0,243170,358804,9,0,1,0,243170,358804
6632,13301.0,246058,362155,9,0,1,0,246058,362155
6633,13303.0,243754,359658,9,1,1,0,243754,359658
6634,13305.0,242648,352702,13,0,1,0,242648,352702
6635,13307.0,247132,347440,8,0,1,0,247132,347440
6636,13309.0,247884,345908,7,2,1,1,247884,345908
6637,13311.0,246854,345279,17,2,1,0,246854,345279
6638,13313.0,248164,343614,4,0,1,0,248164,343614
6639,13315.0,250569,340947,7,1,0,0,250569,340947
6640,13317.0,252782,338041,13,0,1,0,252782,338041
6641,13319.0,241999,326180,8,0,1,0,241999,326180
6642,13321.0,251181,343298,5,1,0,0,251181,343298
6643,13323.0,246973,348994,9,0,2,0,246973,348994
6644,13325.0,247859,358080,10,0,0,0,247859,358080
6645,13327.0,245260,357652,8,0,0,0,245260,357652
6646,13329.0,240917,354536,6,0,0,0,240917,354536
6647,13331.0,239955,341666,5,0,0,0,239955,341666
6648,13333.0,235764,321009,10,1,1,0,235764,321009
6649,13335.0,237813,318763,12,0,1,0,237813,318763
6650,13337.0,233096,314124,8,0,3,0,233096,314124
6651,13339.0,241817,341265,7,2,2,1,241817,341265
6652,13341.0,245763,350511,9,0,1,0,245763,350511
6653,13343.0,243511,351336,12,1,0,0,243511,351336
6654,13345.0,246170,354628,13,0,1,0,246170,354628
6655,13347.0,247415,353645,6,0,0,0,247415,353645
6656,13349.0,245380,346452,5,0,0,0,245380,346452
6657,13351.0,249012,347828,7,0,0,0,249012,347828
6658,13353.0,247251,353526,7,1,0,0,247251,353526
6659,13355.0,245183,356960,9,2,1,1,245183,356960
6660,13357.0,246609,362464,6,0,1,0,246609,362464
6661,13359.0,247499,359327,9,0,0,0,247499,359327
6662,13361.0,248839,357395,9,0,0,0,248839,357395
6663,13363.0,251624,357816,10,0,0,0,251624,357816
6664,13365.0,251093,357331,10,0,0,0,251093,357331
6665,13367.0,245184,350383,14,0,0,0,245184,350383
6666,13369.0,247008,354764,6,1,2,1,247008,354764
6667,13371.0,245858,350048,7,1,0,0,245858,350048
6668,13373.0,246596,350076,12,0,0,0,246596,350076
6669,13375.0,245732,357798,14,1,1,1,245732,357798
6670,13377.0,244475,364130,5,0,0,0,244475,364130
6671,13379.0,242444,356880,6,1,0,0,242444,356880
6672,13381.0,245029,356494,11,0,0,0,245029,356494
6673,13383.0,245155,347189,7,1,0,0,245155,347189
6674,13385.0,248043,340832,9,0,0,0,248043,340832
6675,13387.0,249863,336950,14,0,1,0,249863,336950
6676,13389.0,251961,336861,14,1,0,0,251961,336861
6677,13391.0,250828,333694,9,0,0,0,250828,333694
6678,13393.0,251850,327245,6,0,0,0,251850,327245
6679,13395.0,253116,324015,7,1,0,0,253116,324015
6680,13397.0,252331,326988,8,0,0,0,252331,326988
6681,13399.0,251525,329458,8,0,1,0,251525,329458
6682,13401.0,248661,322813,5,0,0,0,248661,322813
6683,13403.0,250590,321003,10,1,2,0,250590,321003
6684,13405.0,251618,318968,13,0,0,0,251618,318968
6685,13407.0,251369,322184,10,1,0,0,251369,322184
6686,13409.0,247916,321862,9,1,0,0,247916,321862
6687,13411.0,246721,327931,8,0,0,0,246721,327931
6688,13413.0,246756,325137,4,0,0,0,246756,325137
6689,13415.0,250788,325044,5,0,0,0,250788,325044
6690,13417.0,250399,321347,11,0,0,0,250399,321347
6691,13419.0,253244,324623,2,0,0,0,253244,324623
6692,13421.0,254032,324490,10,0,0,0,254032,324490
6693,13423.0,250153,323110,14,1,2,0,250153,323110
6694,13425.0,248542,326995,4,0,1,0,248542,326995
6695,13427.0,244738,322669,8,0,2,0,244738,322669
6696,13429.0,245554,327975,13,1,1,1,245554,327975
6697,13431.0,242565,322827,9,0,0,0,242565,322827
6698,13433.0,244055,318648,6,0,0,0,244055,318648
6699,13435.0,243602,316296,8,1,1,0,243602,316296
6700,13437.0,240075,313817,6,0,0,0,240075,313817
6701,13439.0,234097,314188,9,0,0,0,234097,314188
6702,13441.0,242284,323727,7,0,1,0,242284,323727
6703,13443.0,242798,318789,6,0,0,0,242798,318789
6704,13445.0,243432,316114,9,1,1,1,243432,316114
6705,13447.0,248224,316409,7,1,0,0,248224,316409
6706,13449.0,247530,311255,4,0,0,0,247530,311255
6707,13451.0,244945,311039,13,0,0,0,244945,311039
6708,13453.0,244573,313311,8,0,2,0,244573,313311
6709,13455.0,248062,323671,14,1,3,1,248062,323671
6710,13457.0,248817,323888,7,0,0,0,248817,323888
6711,13459.0,249820,320199,5,0,1,0,249820,320199
6712,13461.0,251314,319009,4,0,0,0,251314,319009
6713,13463.0,251488,318640,3,0,0,0,251488,318640
6714,13465.0,250540,320996,13,0,1,0,250540,320996
6715,13467.0,250821,325123,12,1,2,0,250821,325123
6716,13469.0,252608,331303,9,0,1,0,252608,331303
6717,13471.0,250048,334303,9,0,0,0,250048,334303
6718,13473.0,249457,339096,13,0,0,0,249457,339096
6719,13475.0,249543,345769,8,0,0,0,249543,345769
6720,13477.0,247156,343939,7,0,0,0,247156,343939
6721,13479.0,249883,344537,6,0,0,0,249883,344537
6722,13481.0,247280,334411,7,1,1,1,247280,334411
6723,13483.0,250231,330133,4,1,0,0,250231,330133
6724,13485.0,247523,325545,11,0,0,0,247523,325545
6725,13487.0,247471,322034,4,0,0,0,247471,322034
6726,13489.0,244020,320057,6,1,0,0,244020,320057
6727,13491.0,246694,328664,9,0,0,0,246694,328664
6728,13493.0,242228,334377,9,0,0,0,242228,334377
6729,13495.0,241857,333650,14,0,0,0,241857,333650
6730,13498.0,243149,337609,7,1,1,0,243149,337609
6731,13500.0,243104,341615,6,0,0,0,243104,341615
6732,13502.0,244268,334894,5,0,1,0,244268,334894
6733,13504.0,246466,333962,4,0,0,0,246466,333962
6734,13506.0,249075,336990,8,1,0,0,249075,336990
6735,13508.0,245401,338925,12,1,0,0,245401,338925
6736,13510.0,244843,342952,14,0,1,0,244843,342952
6737,13512.0,243614,345979,9,0,0,0,243614,345979
6738,13514.0,245141,352091,7,1,0,0,245141,352091
6739,13516.0,241293,343728,11,0,1,0,241293,343728
6740,13518.0,246335,351508,6,1,1,0,246335,351508
6741,13520.0,243411,344955,10,2,1,1,243411,344955
6742,13522.0,243931,338504,5,0,0,0,243931,338504
6743,13524.0,245045,342924,4,0,0,0,245045,342924
6744,13526.0,243593,346408,14,1,2,0,243593,346408
6745,13528.0,245762,344190,8,0,0,0,245762,344190
6746,13530.0,244626,334137,9,0,0,0,244626,334137
6747,13532.0,240808,329137,7,0,1,0,240808,329137
6748,13534.0,242792,332013,4,0,0,0,242792,332013
6749,13536.0,245960,342197,7,1,3,1,245960,342197
6750,13538.0,248288,349667,9,1,2,0,248288,349667
6751,13540.0,244605,348320,8,0,0,0,244605,348320
6752,13542.0,240520,345899,11,0,0,0,240520,345899
6753,13544.0,238446,346127,2,0,0,0,238446,346127
6754,13546.0,240495,348380,9,0,1,0,240495,348380
6755,13548.0,241179,345072,11,1,0,0,241179,345072
6756,13550.0,239579,342833,7,0,1,0,239579,342833
6757,13552.0,238777,337337,8,0,0,0,238777,337337
6758,13554.0,240619,338163,9,0,0,0,240619,338163
6759,13556.0,242009,336362,13,0,1,0,242009,336362
6760,13558.0,243021,339481,4,1,0,0,243021,339481
6761,13560.0,240448,340211,11,1,1,0,240448,340211
6762,13562.0,240299,341435,11,0,0,0,240299,341435
6763,13564.0,242614,344352,7,0,0,0,242614,344352
6764,13566.0,241588,345635,6,0,1,0,241588,345635
6765,13568.0,242775,344242,8,1,0,0,242775,344242
6766,13570.0,241784,337732,11,1,0,0,241784,337732
6767,13572.0,241437,339614,6,2,0,0,241437,339614
6768,13574.0,243016,336729,10,0,1,0,243016,336729
6769,13576.0,244628,332452,6,0,0,0,244628,332452
6770,13578.0,246387,328482,7,0,0,0,246387,328482
6771,13580.0,249545,326662,7,1,0,0,249545,326662
6772,13582.0,248275,322889,8,2,2,0,248275,322889
6773,13584.0,249518,331311,9,0,0,0,249518,331311
6774,13586.0,249930,321905,9,1,0,0,249930,321905
6775,13588.0,252662,316106,10,0,1,0,252662,316106
6776,13590.0,247430,308924,10,0,0,0,247430,308924
6777,13592.0,254089,321818,4,1,0,0,254089,321818
6778,13594.0,254536,321965,12,2,0,0,254536,321965
6779,13596.0,258033,321667,14,0,0,0,258033,321667
6780,13598.0,259392,323712,8,1,0,0,259392,323712
6781,13600.0,259903,316415,6,0,1,0,259903,316415
6782,13602.0,261714,310058,6,0,0,0,261714,310058
6783,13604.0,258641,305914,11,0,1,0,258641,305914
6784,13606.0,257705,310986,8,2,0,0,257705,310986
6785,13608.0,256010,317973,4,0,1,0,256010,317973
6786,13610.0,254795,323302,10,1,0,0,254795,323302
6787,13612.0,252318,325795,7,0,0,0,252318,325795
6788,13614.0,246468,323713,14,0,1,0,246468,323713
6789,13616.0,248685,329252,12,1,1,0,248685,329252
6790,13618.0,247668,332330,10,0,0,0,247668,332330
6791,13620.0,247212,332086,13,0,0,0,247212,332086
6792,13622.0,250644,341195,8,0,0,0,250644,341195
6793,13624.0,248929,342823,10,0,0,0,248929,342823
6794,13626.0,250868,353836,9,0,1,0,250868,353836
6795,13628.0,246582,354107,12,0,1,0,246582,354107
6796,13630.0,247623,355784,8,0,0,0,247623,355784
6797,13632.0,243546,354958,10,0,2,0,243546,354958
6798,13634.0,241109,356976,7,0,0,0,241109,356976
6799,13636.0,239676,353610,9,0,0,0,239676,353610
6800,13638.0,237999,354945,10,0,0,0,237999,354945
6801,13640.0,238405,349191,4,0,0,0,238405,349191
6802,13642.0,234439,344479,8,1,0,0,234439,344479
6803,13644.0,239917,351773,6,0,0,0,239917,351773
6804,13646.0,239690,353452,7,0,0,0,239690,353452
6805,13648.0,243278,356905,13,0,4,0,243278,356905
6806,13650.0,242187,351214,3,0,0,0,242187,351214
6807,13652.0,242480,343108,5,0,0,0,242480,343108
6808,13654.0,247374,351370,5,0,0,0,247374,351370
6809,13656.0,244943,349598,10,0,0,0,244943,349598
6810,13658.0,241840,346219,6,1,0,0,241840,346219
6811,13660.0,246373,352540,9,1,0,0,246373,352540
6812,13662.0,247578,349814,9,0,2,0,247578,349814
6813,13664.0,245418,344051,15,1,0,0,245418,344051
6814,13666.0,247073,341393,8,0,1,0,247073,341393
6815,13668.0,248492,329690,7,0,0,0,248492,329690
6816,13670.0,249895,325044,5,1,1,0,249895,325044
6817,13672.0,248727,334175,3,1,0,0,248727,334175
6818,13674.0,248046,340785,8,0,1,0,248046,340785
6819,13676.0,246970,337607,9,2,1,0,246970,337607
6820,13678.0,250166,341693,7,1,1,0,250166,341693
6821,13680.0,249790,342015,13,2,0,0,249790,342015
6822,13682.0,247204,337897,13,0,1,0,247204,337897
6823,13684.0,247466,342677,8,0,3,0,247466,342677
6824,13686.0,243924,342724,6,0,0,0,243924,342724
6825,13688.0,243318,348989,9,0,0,0,243318,348989
6826,13690.0,231523,346014,7,0,0,0,231523,346014
6827,13692.0,231810,351438,7,0,1,0,231810,351438
6828,13694.0,232782,350864,10,0,1,0,232782,350864
6829,13696.0,239906,358959,9,0,0,0,239906,358959
6830,13698.0,242262,359920,9,1,1,0,242262,359920
6831,13700.0,240616,356842,9,0,0,0,240616,356842
6832,13702.0,242864,357803,20,1,2,0,242864,357803
6833,13704.0,241026,355829,6,0,1,0,241026,355829
6834,13706.0,243092,358180,8,2,1,0,243092,358180
6835,13708.0,241495,356340,12,3,1,1,241495,356340
6836,13710.0,242366,358945,6,0,0,0,242366,358945
6837,13712.0,238179,352283,14,0,0,0,238179,352283
6838,13714.0,243042,355438,11,0,1,0,243042,355438
6839,13716.0,242208,356428,11,0,1,0,242208,356428
6840,13718.0,241207,353540,8,0,0,0,241207,353540
6841,13720.0,242041,353055,9,0,0,0,242041,353055
6842,13722.0,235171,348053,5,0,0,0,235171,348053
6843,13724.0,242848,358099,14,1,1,0,242848,358099
6844,13726.0,242988,353164,8,0,0,0,242988,353164
6845,13728.0,243048,348070,10,1,1,0,243048,348070
6846,13730.0,245500,348583,7,0,0,0,245500,348583
6847,13732.0,243690,347729,6,1,0,0,243690,347729
6848,13734.0,242082,347116,12,1,1,0,242082,347116
6849,13736.0,246514,353027,3,0,1,0,246514,353027
6850,13738.0,248673,351470,6,0,0,0,248673,351470
6851,13740.0,247382,350983,6,1,0,0,247382,350983
6852,13742.0,248044,354618,6,0,0,0,248044,354618
6853,13744.0,248602,350765,5,0,1,0,248602,350765
6854,13746.0,251023,351816,9,0,0,0,251023,351816
6855,13748.0,251989,341154,8,1,0,0,251989,341154
6856,13750.0,252944,335284,4,0,0,0,252944,335284
6857,13752.0,253204,331253,6,0,2,0,253204,331253
6858,13754.0,253902,338750,14,0,1,0,253902,338750
6859,13756.0,252537,337362,6,0,2,0,252537,337362
6860,13758.0,250260,327004,8,1,1,0,250260,327004
6861,13760.0,248923,325534,7,0,1,0,248923,325534
6862,13762.0,246492,331959,6,1,0,0,246492,331959
6863,13764.0,243860,338689,10,0,0,0,243860,338689
6864,13766.0,242108,349491,9,0,0,0,242108,349491
6865,13768.0,241192,354936,5,1,0,0,241192,354936
6866,13770.0,237141,351927,10,0,1,0,237141,351927
6867,13772.0,240304,358007,5,0,0,0,240304,358007
6868,13774.0,237466,354449,11,1,0,0,237466,354449
6869,13776.0,240971,359149,7,0,2,0,240971,359149
6870,13778.0,241160,354170,12,0,2,0,241160,354170
6871,13780.0,241114,350118,7,0,0,0,241114,350118
6872,13782.0,190602,270274,10,2,0,0,190602,270274
6873,13784.0,297523,420245,8,0,0,0,297523,420245
6874,13786.0,245566,347562,6,0,0,0,245566,347562
6875,13788.0,242893,343962,11,2,1,0,242893,343962
6876,13790.0,243886,349831,8,1,1,0,243886,349831
6877,13792.0,241981,344295,8,0,1,0,241981,344295
6878,13794.0,239341,334730,7,0,0,0,239341,334730
6879,13796.0,247430,349220,9,0,1,0,247430,349220
6880,13798.0,240118,347467,8,0,0,0,240118,347467
6881,13800.0,246839,361834,8,0,0,0,246839,361834
6882,13802.0,246396,354608,12,2,0,0,246396,354608
6883,13804.0,248477,354987,10,0,1,0,248477,354987
6884,13806.0,248145,353239,6,0,1,0,248145,353239
6885,13808.0,249981,350001,9,1,0,0,249981,350001
6886,13810.0,246069,341780,10,2,0,0,246069,341780
6887,13812.0,248258,345225,6,0,0,0,248258,345225
6888,13814.0,247719,348974,11,0,1,0,247719,348974
6889,13816.0,192639,272038,12,1,1,0,192639,272038
6890,13818.0,298340,411227,11,0,3,0,298340,411227
6891,13820.0,251781,338283,7,0,0,0,251781,338283
6892,13822.0,250678,330570,4,0,0,0,250678,330570
6893,13824.0,248504,331888,10,1,0,0,248504,331888
6894,13826.0,249861,338689,9,0,1,0,249861,338689
6895,13828.0,249857,344147,7,0,1,0,249857,344147
6896,13830.0,219652,304184,8,0,1,0,219652,304184
6897,13832.0,278337,387508,14,0,1,0,278337,387508
6898,13834.0,247491,358495,2,0,0,0,247491,358495
6899,13836.0,245706,362578,7,1,1,0,245706,362578
6900,13838.0,240267,358649,11,1,0,0,240267,358649
6901,13840.0,246781,365045,13,0,1,0,246781,365045
6902,13842.0,245408,357493,5,1,0,0,245408,357493
6903,13844.0,248634,355619,12,1,0,0,248634,355619
6904,13846.0,252701,356166,9,0,1,0,252701,356166
6905,13848.0,250949,359318,11,0,0,0,250949,359318
6906,13850.0,251769,357509,4,2,1,1,251769,357509
6907,13852.0,250024,354958,6,0,1,0,250024,354958
6908,13854.0,249610,353822,17,2,3,0,249610,353822
6909,13856.0,247021,347526,6,1,0,0,247021,347526
6910,13858.0,251739,348120,8,0,0,0,251739,348120
6911,13860.0,252010,347095,8,1,0,0,252010,347095
6912,13862.0,252872,352318,11,0,0,0,252872,352318
6913,13864.0,250518,353320,9,0,1,0,250518,353320
6914,13866.0,245658,348697,7,0,0,0,245658,348697
6915,13868.0,246968,349207,11,0,1,0,246968,349207
6916,13870.0,247797,343193,6,0,1,0,247797,343193
6917,13872.0,250697,329870,9,0,1,0,250697,329870
6918,13874.0,251826,317966,3,0,1,0,251826,317966
6919,13876.0,254410,312526,1,0,0,0,254410,312526
6920,13878.0,254966,309049,7,0,0,0,254966,309049
6921,13880.0,254048,308577,11,1,1,0,254048,308577
6922,13883.0,252990,310563,3,0,0,0,252990,310563
6923,13885.0,248835,317389,12,0,1,0,248835,317389
6924,13887.0,251474,333061,8,0,1,0,251474,333061
6925,13889.0,252126,340166,12,0,0,0,252126,340166
6926,13891.0,251196,341153,6,0,1,0,251196,341153
6927,13893.0,251761,338127,6,0,0,0,251761,338127
6928,13895.0,252963,335999,6,0,0,0,252963,335999
6929,13897.0,255649,336344,10,1,2,0,255649,336344
6930,13899.0,254746,339497,9,0,1,0,254746,339497
6931,13901.0,253029,338780,7,0,2,0,253029,338780
6932,13903.0,250212,338631,7,0,1,0,250212,338631
6933,13905.0,250598,347529,6,0,0,0,250598,347529
6934,13907.0,244500,351002,15,1,1,0,244500,351002
6935,13909.0,245630,354600,4,1,0,0,245630,354600
6936,13911.0,242397,350492,15,1,0,0,242397,350492
6937,13913.0,246694,357232,11,0,1,0,246694,357232
6938,13915.0,245044,353465,7,0,1,0,245044,353465
6939,13917.0,247293,357078,7,0,0,0,247293,357078
6940,13919.0,247346,354740,8,0,0,0,247346,354740
6941,13921.0,245313,356614,6,1,0,0,245313,356614
6942,13923.0,243391,357090,10,0,2,0,243391,357090
6943,13925.0,240434,349068,7,0,1,0,240434,349068
6944,13927.0,241459,352226,8,1,0,0,241459,352226
6945,13929.0,243835,360552,11,1,1,0,243835,360552
6946,13931.0,245020,358373,10,1,0,0,245020,358373
6947,13933.0,249901,353989,15,0,0,0,249901,353989
6948,13935.0,249821,347302,6,0,1,0,249821,347302
6949,13937.0,250695,346367,9,0,1,0,250695,346367
6950,13939.0,252395,352743,7,0,0,0,252395,352743
6951,13941.0,251039,354882,9,0,0,0,251039,354882
6952,13943.0,246820,357599,9,0,4,0,246820,357599
6953,13945.0,241730,356795,19,0,1,0,241730,356795
6954,13947.0,241187,355597,10,0,0,0,241187,355597
6955,13949.0,243952,354138,19,1,2,0,243952,354138
6956,13951.0,245773,351794,13,1,1,0,245773,351794
6957,13953.0,251790,349221,10,1,0,0,251790,349221
6958,13955.0,251475,338517,8,1,0,0,251475,338517
6959,13957.0,255074,334976,5,0,0,0,255074,334976
6960,13959.0,255257,330771,8,0,0,0,255257,330771
6961,13961.0,253240,330944,4,0,0,0,253240,330944
6962,13963.0,249718,330047,5,1,0,0,249718,330047
6963,13965.0,249615,333314,7,0,0,0,249615,333314
6964,13967.0,246931,335578,8,2,0,0,246931,335578
6965,13969.0,248570,344543,6,0,0,0,248570,344543
6966,13971.0,251160,355280,13,3,2,0,251160,355280
6967,13973.0,250508,353952,6,0,1,0,250508,353952
6968,13975.0,251638,350593,9,1,1,0,251638,350593
6969,13977.0,253666,345415,8,0,0,0,253666,345415
6970,13979.0,250972,334311,15,1,0,0,250972,334311
6971,13981.0,245815,329644,9,1,1,0,245815,329644
6972,13983.0,245376,333932,5,0,0,0,245376,333932
6973,13985.0,241527,333762,11,0,0,0,241527,333762
6974,13987.0,241442,341322,5,1,1,0,241442,341322
6975,13989.0,200787,287842,7,0,0,0,200787,287842
6976,13991.0,277083,389664,11,0,2,0,277083,389664
6977,13993.0,245978,341100,11,0,3,0,245978,341100
6978,13995.0,251751,339016,9,1,2,0,251751,339016
6979,13997.0,248064,330860,9,1,0,0,248064,330860
6980,13999.0,247773,329588,6,0,0,0,247773,329588
6981,14001.0,249267,335645,16,1,2,0,249267,335645
6982,14003.0,248319,335238,9,0,0,0,248319,335238
6983,14005.0,247379,336015,3,0,0,0,247379,336015
6984,14007.0,247331,337758,13,1,2,0,247331,337758
6985,14009.0,248651,339633,9,0,2,0,248651,339633
6986,14011.0,252799,341687,11,2,3,0,252799,341687
6987,14013.0,253218,344043,5,0,0,0,253218,344043
6988,14015.0,254000,346022,11,1,2,0,254000,346022
6989,14017.0,253598,349092,6,1,0,0,253598,349092
6990,14019.0,251256,355914,9,0,0,0,251256,355914
6991,14021.0,248597,359075,5,0,0,0,248597,359075
6992,14023.0,241782,356348,10,0,2,0,241782,356348
6993,14025.0,244393,354871,7,0,1,0,244393,354871
6994,14027.0,246537,349556,9,0,1,0,246537,349556
6995,14029.0,246817,352827,11,1,2,0,246817,352827
