,time_histo_el_s,A0,B0,C0,D0
59,118.0,60080,22083,507,2634
60,120.0,60254,22436,532,2625
61,122.0,60226,22279,524,2675
62,124.0,59843,22337,542,2588
63,126.0,59720,22515,550,2627
64,128.0,59622,22389,542,2631
65,130.0,60270,22268,495,2572
66,132.0,60266,22025,559,2663
67,134.0,60347,22555,516,2634
68,136.0,59784,22248,548,2562
69,138.0,60154,22352,531,2618
70,140.0,59751,22588,553,2668
71,142.0,60154,22351,537,2627
72,144.0,59796,22289,538,2678
73,146.0,59594,22465,579,2631
74,148.0,59714,22340,534,2598
75,150.0,59982,22333,587,2756
76,152.0,60416,22422,531,2580
77,154.0,60426,22655,569,2628
78,156.0,60330,22536,512,2610
79,158.0,60288,22363,477,2652
80,160.0,60203,22635,563,2674
81,162.0,60388,22288,520,2598
82,164.0,60800,22336,573,2694
83,166.0,59393,22461,545,2631
84,168.0,60425,22655,534,2682
85,170.0,60096,22630,526,2608
86,172.0,59960,22604,521,2718
87,174.0,60368,22594,535,2529
88,176.0,59826,22741,495,2646
89,178.0,60160,22459,523,2590
90,180.0,59901,22439,544,2622
91,182.0,60338,22432,545,2568
92,184.0,59735,22445,518,2580
93,186.0,59706,22399,535,2549
94,188.0,59680,22144,530,2543
95,190.0,60340,22506,497,2658
96,192.0,60197,22463,549,2595
97,194.0,60216,22438,498,2713
98,196.0,60645,22267,499,2686
99,198.0,60627,22674,529,2658
100,200.0,60510,22486,508,2626
101,202.0,60014,22424,511,2602
102,204.0,60105,22172,509,2646
103,206.0,60193,22321,571,2513
104,208.0,60393,22498,570,2768
105,210.0,60048,22433,515,2571
106,212.0,60007,22178,547,2542
107,214.0,60001,22623,503,2558
108,216.0,60168,22412,527,2638
109,218.0,60358,22272,492,2613
110,220.0,60226,22302,491,2498
111,222.0,60211,22163,557,2681
112,224.0,60125,22263,506,2581
113,226.0,59944,22202,524,2612
114,228.0,60400,22645,491,2577
115,230.0,60047,22286,475,2674
116,232.0,60520,22431,498,2559
117,234.0,60770,22488,505,2644
118,236.0,60322,22398,514,2586
119,238.0,60172,22392,581,2686
120,240.0,59872,22408,528,2631
121,242.0,60181,22568,542,2621
122,244.0,60077,22247,571,2614
123,246.0,60195,22512,528,2637
124,248.0,60085,22629,521,2614
125,250.0,60406,22403,547,2650
126,252.0,60088,22389,534,2716
127,254.0,59703,22453,516,2580
128,256.0,60072,22270,537,2583
129,258.0,60122,22457,498,2563
130,260.0,59780,22343,539,2537
131,262.0,60022,22478,523,2587
132,264.0,60120,22364,544,2601
133,266.0,59905,22249,544,2581
134,268.0,59942,22414,517,2705
135,270.0,59998,22276,538,2581
136,272.0,59454,22498,556,2692
137,274.0,60045,22431,506,2574
138,276.0,59823,22557,515,2555
139,278.0,60358,22427,532,2620
140,280.0,59981,22255,573,2758
141,282.0,60225,22386,545,2605
142,284.0,60627,22437,547,2634
143,286.0,60278,22882,542,2587
144,288.0,60819,22370,511,2726
145,290.0,60380,22653,541,2585
146,292.0,60217,22365,503,2507
147,294.0,60608,22802,505,2553
148,296.0,60518,22437,525,2576
149,298.0,60241,22773,541,2616
150,300.0,60191,22484,541,2654
151,302.0,60500,22643,499,2720
152,304.0,59917,22442,499,2545
153,306.0,60375,22383,549,2663
154,308.0,60934,22739,511,2536
155,310.0,60519,22572,548,2649
156,312.0,60235,22504,531,2576
157,314.0,59933,22589,534,2630
158,316.0,60607,22454,571,2674
159,318.0,60316,22393,553,2581
160,320.0,60162,22420,537,2627
161,322.0,59878,22223,511,2687
162,324.0,60503,22218,474,2617
163,326.0,60300,22283,493,2629
164,328.0,60222,22167,518,2647
165,330.0,60163,22475,554,2595
166,332.0,59987,22434,559,2657
167,334.0,59677,22498,472,2681
168,336.0,60192,22521,536,2646
169,338.0,60039,22133,531,2596
170,340.0,60077,22305,518,2608
171,342.0,60688,22473,531,2603
172,344.0,60569,22529,514,2601
173,346.0,60450,22355,517,2598
174,348.0,60293,22544,537,2661
175,350.0,60173,22595,529,2650
176,352.0,60856,22456,543,2578
177,354.0,60360,22647,516,2818
178,356.0,60560,22503,509,2617
179,358.0,60031,22611,523,2656
180,360.0,60350,22418,506,2577
181,362.0,59932,22478,522,2690
182,364.0,59754,22516,489,2656
183,366.0,60283,22485,503,2604
184,368.0,60371,22261,478,2667
185,370.0,60415,22406,561,2607
186,372.0,60612,22510,488,2584
187,374.0,60777,22565,575,2631
188,376.0,60427,22108,496,2563
189,378.0,60608,22354,502,2509
190,380.0,59977,22642,542,2596
191,382.0,61176,22660,523,2609
192,384.0,60351,22732,492,2583
193,386.0,60515,22483,534,2621
194,388.0,59922,22712,537,2615
195,390.0,60576,22717,523,2548
196,393.0,60516,22323,540,2562
197,394.0,60063,22473,547,2664
198,397.0,60305,22635,529,2713
199,398.0,60289,22390,540,2605
200,400.0,60465,22235,542,2607
201,403.0,60206,22467,553,2655
202,405.0,60030,22534,496,2643
203,407.0,60266,22358,521,2751
204,408.0,60036,22308,519,2614
205,411.0,60542,22620,543,2528
206,412.0,60307,22384,551,2638
207,414.0,60525,22288,497,2644
208,417.0,59810,22119,513,2602
209,419.0,60191,22658,569,2620
210,421.0,59833,22382,531,2592
211,422.0,60058,22380,518,2623
212,424.0,60268,22165,545,2601
213,427.0,59373,22361,537,2565
214,428.0,60036,22352,498,2601
215,431.0,60129,22617,566,2557
216,432.0,60298,22593,524,2563
217,434.0,60023,22147,505,2697
218,437.0,60705,22553,556,2653
219,439.0,60113,22686,513,2552
220,441.0,60300,22230,489,2548
221,443.0,60279,22672,504,2592
222,445.0,60532,22395,512,2582
223,447.0,60619,22324,546,2582
224,449.0,60561,22672,546,2705
225,451.0,59841,22275,506,2617
226,453.0,60222,22320,537,2634
227,455.0,59718,22317,521,2581
228,457.0,60193,22619,515,2611
229,459.0,60060,22308,542,2606
230,461.0,60064,22451,518,2571
231,463.0,59906,22565,515,2504
232,465.0,59995,22424,500,2566
233,467.0,60487,22512,536,2472
234,469.0,60266,22437,535,2639
235,471.0,59553,22179,517,2623
236,473.0,59502,22664,553,2640
237,475.0,59354,22255,473,2592
238,477.0,59613,22211,550,2510
239,479.0,59412,22362,515,2643
240,481.0,59554,22393,538,2512
241,483.0,59639,22340,534,2603
242,485.0,60233,22450,526,2644
243,487.0,59913,22267,543,2677
244,489.0,60292,22762,499,2544
245,491.0,59437,22424,565,2609
246,493.0,60681,22630,507,2591
247,495.0,60144,22486,549,2535
248,497.0,60162,22601,532,2531
249,499.0,59628,22578,528,2549
250,501.0,59903,22618,510,2618
251,503.0,60076,22327,513,2650
252,505.0,59717,22533,509,2586
253,507.0,59663,22400,535,2606
254,509.0,59457,22671,531,2549
255,511.0,60283,22163,527,2702
256,513.0,59943,22430,509,2612
257,515.0,59327,22526,491,2644
258,517.0,59725,22456,554,2585
259,519.0,59946,22504,515,2621
260,521.0,59951,22569,515,2472
261,523.0,59699,22326,527,2583
262,525.0,59881,22139,521,2565
263,527.0,59827,22469,527,2572
264,529.0,59361,22204,513,2544
265,531.0,60185,22314,531,2647
266,533.0,60243,22270,508,2635
267,535.0,59828,22248,551,2638
268,537.0,60001,22655,525,2564
269,539.0,60379,22577,498,2626
270,541.0,59953,22609,520,2554
271,543.0,60173,22499,537,2613
272,545.0,59955,22356,516,2662
273,547.0,59959,22382,534,2622
274,549.0,59662,22232,519,2567
275,551.0,60146,22641,490,2574
276,553.0,60401,22623,527,2613
277,555.0,59770,22698,542,2618
278,557.0,60000,22371,517,2546
279,559.0,60066,22207,511,2587
280,561.0,59867,22714,538,2622
281,563.0,60365,22664,573,2565
282,565.0,60415,22820,509,2570
283,567.0,60450,22459,525,2577
284,569.0,60298,22552,517,2656
285,571.0,60125,22358,573,2556
286,573.0,59925,22451,530,2563
287,575.0,59863,22495,524,2587
288,577.0,60281,22459,540,2600
289,579.0,59981,22491,520,2648
290,581.0,60206,22629,508,2591
291,583.0,59934,22427,501,2631
292,585.0,60363,22345,549,2615
293,587.0,60208,22629,508,2475
294,589.0,60768,22529,503,2604
295,591.0,60081,22547,519,2507
296,593.0,60402,22480,488,2665
297,595.0,59900,22595,519,2574
298,597.0,59900,22359,508,2545
299,599.0,59651,22233,547,2631
300,601.0,59904,22086,529,2607
301,603.0,59714,22344,506,2667
302,605.0,60196,22507,491,2601
303,607.0,59755,22452,488,2647
304,609.0,59407,22443,503,2590
305,611.0,60243,22474,515,2513
306,613.0,60369,22563,533,2693
307,615.0,59739,22457,515,2602
308,617.0,59589,22116,492,2567
309,619.0,59857,22158,527,2579
310,621.0,59773,22389,554,2610
311,623.0,60132,22283,527,2595
312,625.0,59823,22539,498,2631
313,627.0,60399,22137,520,2598
314,629.0,59631,22127,490,2653
315,631.0,60122,22396,559,2631
316,633.0,60361,22238,573,2560
317,635.0,59857,22395,510,2655
318,637.0,59969,22762,513,2593
319,639.0,59209,22478,532,2718
320,641.0,60393,22504,561,2585
321,643.0,59822,22118,509,2518
322,645.0,60084,22289,545,2635
323,647.0,59903,22400,525,2544
324,649.0,59987,22648,531,2641
325,651.0,60173,22292,529,2567
326,653.0,60489,22442,544,2599
327,655.0,60092,22384,527,2579
328,657.0,60526,22595,511,2629
329,659.0,60513,22354,530,2680
330,661.0,60328,22802,536,2614
331,663.0,59885,22472,544,2676
332,665.0,59969,22381,486,2635
333,667.0,59921,22810,536,2590
334,669.0,60100,22442,512,2495
335,671.0,60447,22461,556,2789
336,673.0,59909,22819,515,2513
337,675.0,59988,22539,516,2586
338,677.0,60097,22368,475,2511
339,679.0,59198,22306,497,2574
340,681.0,60278,22224,530,2680
341,683.0,59628,22439,546,2703
342,685.0,59833,22289,496,2617
343,687.0,60499,22619,522,2678
344,689.0,60404,22601,525,2650
345,691.0,60144,22694,517,2573
346,693.0,59717,22215,503,2730
347,695.0,60028,22462,482,2553
348,697.0,59830,22305,513,2639
349,699.0,59682,22496,541,2571
350,701.0,60034,22623,511,2624
351,703.0,59616,22496,525,2624
352,705.0,59841,22447,531,2630
353,707.0,59517,22450,538,2571
354,709.0,59722,22396,503,2602
355,711.0,59725,22387,484,2587
356,713.0,60005,22263,495,2648
357,715.0,60528,22422,513,2580
358,717.0,60065,22535,500,2533
359,719.0,59971,22156,520,2610
360,721.0,59943,22557,517,2635
361,723.0,59845,22284,524,2565
362,725.0,59636,22414,492,2581
363,727.0,60107,22530,474,2681
364,729.0,59179,22394,570,2750
365,731.0,59771,22290,500,2606
366,733.0,59548,22216,563,2621
367,735.0,59747,22527,537,2618
368,737.0,59762,22324,482,2662
369,739.0,59850,22175,503,2586
370,741.0,60081,22450,528,2624
371,743.0,60081,22591,539,2707
372,745.0,60000,22463,549,2625
373,747.0,60002,22357,524,2540
374,749.0,59933,22480,502,2520
375,751.0,59933,22481,509,2560
376,753.0,60013,22492,541,2673
377,755.0,59363,22182,548,2664
378,757.0,59988,22405,521,2577
379,759.0,60120,22394,491,2617
380,761.0,60250,22366,562,2683
381,763.0,60178,22528,518,2674
382,765.0,59932,22615,534,2648
383,767.0,59982,22448,546,2577
384,769.0,59996,22360,504,2575
385,771.0,60551,22431,522,2620
386,773.0,59884,22532,517,2580
387,775.0,60119,22526,517,2649
388,777.0,60175,22184,551,2654
389,779.0,60429,22508,504,2681
390,781.0,60767,22673,578,2664
391,783.0,60516,22408,513,2636
392,785.0,60790,22754,516,2707
393,787.0,60434,22826,481,2541
394,789.0,60572,22581,528,2697
395,791.0,60042,22503,519,2611
396,793.0,60685,22354,560,2571
397,795.0,60436,22675,519,2525
398,797.0,60787,22543,557,2625
399,799.0,60475,22577,522,2593
400,801.0,60490,22611,541,2652
401,803.0,60750,22756,502,2622
402,805.0,60623,22534,525,2550
403,807.0,60766,22595,509,2575
404,809.0,60161,22376,518,2622
405,811.0,60699,22703,502,2572
406,813.0,59994,22299,529,2680
407,815.0,60100,22434,504,2648
408,817.0,60184,22362,523,2644
409,819.0,60472,22683,546,2672
410,821.0,60253,22621,513,2546
411,823.0,60577,22500,510,2706
412,825.0,60442,22603,546,2584
413,827.0,59937,22575,518,2584
414,829.0,59999,22260,511,2550
415,831.0,60183,22367,541,2614
416,833.0,59766,22533,488,2620
417,835.0,60530,22628,511,2569
418,837.0,60197,22537,501,2628
419,839.0,60214,22794,493,2591
420,841.0,59987,22437,546,2584
421,843.0,60469,22351,528,2684
422,845.0,60166,22677,534,2560
423,847.0,60180,22228,466,2634
424,849.0,60188,22349,527,2618
425,851.0,60177,22414,521,2645
426,853.0,59845,22521,496,2656
427,855.0,59738,22269,522,2600
428,857.0,59817,22596,547,2624
429,859.0,59762,22167,544,2624
430,861.0,60144,22276,515,2649
431,863.0,60027,22440,552,2592
432,865.0,60283,22566,536,2617
433,867.0,60063,22429,513,2686
434,869.0,59584,22736,573,2619
435,871.0,60074,22525,520,2592
436,873.0,60494,22548,547,2584
437,875.0,60521,22486,521,2585
438,877.0,60201,22542,537,2560
439,879.0,60491,22582,533,2632
440,881.0,60559,22595,530,2621
441,883.0,60442,22300,558,2616
442,885.0,60661,22516,491,2659
443,887.0,60249,22244,494,2620
444,889.0,59961,22452,514,2654
445,891.0,60245,22410,541,2636
446,893.0,60402,22459,531,2653
447,895.0,60327,22444,554,2653
448,897.0,59938,22501,560,2598
449,899.0,59932,22021,527,2631
450,901.0,60573,22632,597,2632
451,903.0,60824,22750,534,2636
452,905.0,60600,22399,515,2738
453,907.0,60472,22576,503,2549
454,909.0,60580,22297,527,2570
455,911.0,60735,22361,548,2634
456,913.0,60344,22441,502,2601
457,915.0,60466,22574,554,2735
458,917.0,60758,22580,550,2685
459,919.0,60507,22464,553,2670
460,921.0,60693,22403,572,2669
461,923.0,61304,22398,536,2684
462,925.0,61155,22567,503,2611
463,927.0,60529,22488,486,2691
464,929.0,60164,22738,544,2673
465,931.0,60036,22670,525,2592
466,933.0,60652,22461,570,2567
467,935.0,60391,22464,480,2681
468,937.0,60208,22240,551,2652
469,939.0,60394,22385,550,2543
470,941.0,60408,22583,490,2599
471,943.0,60994,22243,483,2597
472,945.0,60117,22346,588,2645
473,947.0,59762,22340,525,2693
474,949.0,59729,22102,546,2598
475,951.0,60152,22414,513,2597
476,953.0,59867,22472,493,2615
477,955.0,59792,22398,517,2595
478,957.0,60400,22414,530,2583
479,959.0,59983,22487,496,2537
480,961.0,60285,22144,533,2712
481,963.0,60161,22565,536,2678
482,965.0,60485,22465,520,2669
483,967.0,60629,22758,515,2593
484,969.0,60838,22526,549,2627
485,971.0,60574,22606,527,2561
486,973.0,61011,22707,573,2537
487,975.0,60119,22721,536,2709
488,977.0,60251,22587,546,2566
489,979.0,60503,22389,520,2564
490,981.0,60255,22475,527,2580
491,983.0,60558,22307,527,2729
492,985.0,60404,22585,544,2578
493,987.0,60013,22591,484,2618
494,989.0,60070,22464,514,2675
495,991.0,60633,22642,563,2608
496,993.0,59932,22438,517,2759
497,995.0,60617,22531,509,2657
498,997.0,60426,22310,538,2591
499,999.0,60243,22532,540,2645
500,1001.0,60972,22590,510,2628
501,1003.0,61130,22696,529,2705
502,1005.0,60483,22356,524,2718
503,1007.0,60602,22556,491,2644
504,1009.0,60584,22447,548,2587
505,1011.0,59916,22319,554,2662
506,1013.0,60600,22533,506,2621
507,1015.0,59755,22518,506,2639
508,1017.0,60342,22512,517,2633
509,1019.0,60132,22316,518,2626
510,1021.0,60397,22307,527,2635
511,1023.0,60498,22656,511,2585
512,1025.0,59808,22400,487,2608
513,1027.0,60365,22678,518,2593
514,1029.0,60182,22396,490,2658
515,1031.0,60418,22640,531,2514
516,1033.0,60135,22340,510,2579
517,1035.0,60298,22391,566,2688
518,1037.0,59987,22191,537,2600
519,1039.0,60135,22362,490,2527
520,1041.0,60068,22472,511,2647
521,1043.0,60516,22261,540,2583
522,1045.0,60331,22345,529,2705
523,1047.0,60387,22418,522,2617
524,1049.0,60433,22446,486,2665
525,1051.0,60822,22218,515,2651
526,1053.0,60617,22835,555,2671
527,1055.0,60297,22469,514,2658
528,1057.0,59992,22380,536,2605
529,1059.0,60415,22573,511,2584
530,1061.0,59911,22460,574,2570
531,1063.0,60026,22431,525,2686
532,1065.0,60440,22516,538,2678
533,1067.0,60471,22537,505,2625
534,1069.0,60054,22170,532,2603
535,1071.0,59958,22481,510,2720
536,1073.0,60603,22301,548,2601
537,1075.0,60705,22579,514,2500
538,1077.0,60422,22448,515,2634
539,1079.0,60854,22592,543,2611
540,1081.0,60522,22389,544,2552
541,1083.0,60761,22279,515,2704
542,1085.0,60210,22759,523,2774
543,1087.0,60964,22768,549,2608
544,1089.0,60555,22663,493,2648
545,1091.0,60551,22506,523,2671
546,1093.0,60695,22409,511,2659
547,1095.0,61381,22569,541,2615
548,1097.0,60503,22482,538,2623
549,1099.0,60876,22595,508,2606
550,1101.0,60587,22441,553,2531
551,1103.0,60316,22313,537,2585
552,1105.0,60367,22376,472,2668
553,1107.0,60862,22651,495,2650
554,1109.0,60356,22270,481,2565
555,1111.0,60073,22317,532,2611
556,1113.0,60273,22807,501,2513
557,1115.0,60189,22562,532,2652
558,1117.0,60384,22468,541,2589
559,1119.0,60569,22418,522,2515
560,1121.0,60659,22351,523,2746
561,1123.0,60155,22301,513,2608
562,1125.0,60177,22356,531,2561
563,1127.0,60347,22454,563,2607
564,1129.0,59719,22357,528,2603
565,1131.0,59898,22321,526,2568
566,1133.0,60314,22337,481,2663
567,1135.0,60406,22504,503,2671
568,1137.0,60538,22575,543,2615
569,1139.0,60742,22622,525,2686
570,1141.0,60934,22465,522,2512
571,1143.0,60567,22553,523,2656
572,1145.0,60707,22457,547,2540
573,1147.0,60857,22549,547,2535
574,1149.0,60836,22534,531,2533
575,1151.0,60655,22697,545,2566
576,1153.0,60592,22511,533,2679
577,1155.0,60750,22608,535,2547
578,1157.0,60590,22444,505,2545
579,1159.0,60323,22358,496,2606
580,1161.0,60383,22223,501,2647
581,1163.0,60218,22774,542,2658
582,1165.0,60598,22668,554,2624
583,1167.0,60239,22338,549,2579
584,1169.0,60694,22428,573,2604
585,1171.0,60062,22624,514,2679
586,1173.0,59910,22537,504,2652
587,1175.0,60261,22622,499,2662
588,1177.0,60244,22415,521,2532
589,1179.0,60470,22380,510,2645
590,1181.0,60669,22133,529,2574
591,1183.0,60340,22416,498,2618
592,1185.0,60260,22555,537,2614
593,1187.0,60136,22159,521,2620
594,1189.0,60421,22453,517,2527
595,1191.0,60804,22654,513,2609
596,1193.0,60627,22341,514,2645
597,1195.0,60210,22625,510,2663
598,1197.0,59960,22364,505,2550
599,1199.0,59890,22412,554,2619
600,1201.0,60313,22613,514,2591
601,1203.0,59918,22170,546,2594
602,1205.0,59976,22455,527,2594
603,1207.0,59759,22386,494,2672
604,1209.0,59744,22510,493,2555
605,1211.0,60018,22503,493,2580
606,1213.0,60434,22412,513,2579
607,1215.0,60457,22543,507,2560
608,1217.0,60172,22412,528,2604
609,1219.0,60415,22620,507,2627
610,1221.0,60800,22293,538,2693
611,1223.0,60346,22499,547,2593
612,1225.0,60674,22250,492,2556
613,1227.0,60464,22202,543,2610
614,1229.0,60615,22560,529,2541
615,1231.0,60296,22564,487,2633
616,1233.0,60189,22443,534,2610
617,1235.0,60303,22549,517,2523
618,1237.0,60037,22293,494,2506
619,1239.0,60445,22254,515,2662
620,1241.0,59914,22144,508,2623
621,1243.0,59947,22366,489,2687
622,1245.0,60059,22580,540,2635
623,1247.0,60042,22344,552,2566
624,1249.0,60346,22469,487,2615
625,1251.0,60682,22294,545,2557
626,1253.0,60200,22414,550,2597
627,1255.0,59810,22503,502,2647
628,1257.0,60319,22436,521,2571
629,1259.0,59733,22381,523,2697
630,1261.0,60240,22414,531,2559
631,1263.0,60601,22505,504,2632
632,1265.0,59795,22383,496,2595
633,1267.0,60284,22214,536,2689
634,1269.0,60049,22305,504,2627
635,1271.0,59961,22621,512,2657
636,1273.0,60174,22612,513,2532
637,1275.0,60272,22310,544,2641
638,1277.0,60101,22404,551,2620
639,1279.0,60142,22308,555,2583
640,1281.0,60224,22640,514,2615
641,1283.0,59748,22546,506,2558
642,1285.0,59765,22283,493,2652
643,1287.0,60165,22352,531,2608
644,1289.0,59483,22299,511,2616
645,1291.0,59533,21878,557,2551
646,1293.0,59664,22365,460,2539
647,1295.0,59996,22021,508,2637
648,1297.0,60131,22296,526,2569
649,1299.0,60008,22237,543,2682
650,1301.0,59965,22469,524,2578
651,1303.0,60079,22147,527,2693
652,1305.0,59833,22234,548,2654
653,1307.0,60180,22398,545,2475
654,1309.0,59673,22206,525,2611
655,1311.0,59990,22224,500,2542
656,1313.0,59736,22327,508,2629
657,1315.0,59745,22331,547,2638
658,1317.0,59800,22303,503,2540
659,1319.0,59839,22429,515,2660
660,1321.0,59841,22497,499,2640
661,1323.0,59964,22469,502,2663
662,1325.0,59801,22031,488,2613
663,1327.0,59939,22222,515,2679
664,1329.0,60076,22619,499,2788
665,1331.0,60270,22533,539,2526
666,1333.0,60392,22363,535,2547
667,1335.0,59596,22134,520,2559
668,1337.0,59883,22379,562,2617
669,1339.0,59714,22480,526,2671
670,1341.0,59915,22412,493,2547
671,1343.0,59470,22283,504,2653
672,1345.0,59695,22583,539,2632
673,1347.0,59910,22087,512,2626
674,1349.0,59994,22280,581,2636
675,1351.0,59691,22592,546,2544
676,1353.0,59902,22450,540,2566
677,1355.0,60164,22115,499,2596
678,1357.0,60575,22518,517,2621
679,1359.0,60079,22665,559,2589
680,1361.0,59642,22355,463,2592
681,1363.0,60161,22314,515,2594
682,1365.0,59766,22174,510,2611
683,1367.0,59932,22379,521,2596
684,1369.0,60012,22348,489,2728
685,1371.0,59534,22198,543,2546
686,1373.0,59650,22434,552,2711
687,1375.0,59780,22341,572,2540
688,1377.0,59713,22137,552,2632
689,1379.0,59522,22314,545,2621
690,1381.0,59841,22189,537,2578
691,1383.0,59529,22297,498,2588
692,1385.0,59682,22314,510,2582
693,1387.0,59640,22535,552,2545
694,1389.0,59873,22276,551,2626
695,1391.0,59848,22339,527,2531
696,1393.0,60143,22416,495,2542
697,1395.0,59404,22310,511,2616
698,1397.0,59716,22546,506,2640
699,1399.0,59896,22495,508,2512
700,1401.0,59784,22625,496,2624
701,1403.0,59985,22390,511,2639
702,1405.0,60395,22257,490,2603
703,1407.0,60242,22311,509,2600
704,1409.0,59356,22459,483,2596
705,1411.0,59434,22178,535,2597
706,1413.0,59202,22357,512,2585
707,1415.0,59947,22507,508,2588
708,1417.0,59773,22315,527,2645
709,1419.0,60217,22306,532,2611
710,1421.0,60256,22553,544,2580
711,1423.0,60077,22527,534,2685
712,1425.0,59875,22369,501,2607
713,1427.0,60162,22521,523,2646
714,1429.0,60129,22549,521,2626
715,1431.0,60270,22547,580,2592
716,1433.0,59791,22690,515,2615
717,1435.0,60386,22243,527,2640
718,1437.0,59764,22484,503,2525
719,1439.0,59555,22251,495,2686
720,1441.0,59686,22365,520,2599
721,1443.0,59585,22476,549,2606
722,1445.0,59800,22201,504,2604
723,1447.0,59250,22300,542,2486
724,1449.0,59417,22356,486,2507
725,1451.0,59519,22201,490,2583
726,1453.0,59520,22156,549,2614
727,1455.0,59161,22115,499,2565
728,1457.0,59388,22311,517,2599
729,1459.0,59306,22466,509,2553
730,1461.0,59519,22223,513,2662
731,1463.0,59856,22151,522,2624
732,1465.0,59258,22369,473,2578
733,1467.0,59844,22305,551,2568
734,1469.0,59801,22645,530,2475
735,1471.0,59864,22420,498,2612
736,1473.0,60066,22448,516,2630
737,1475.0,59905,22284,505,2601
738,1477.0,59734,22340,510,2630
739,1479.0,60023,22403,555,2599
740,1481.0,60112,22762,547,2611
741,1483.0,59933,22377,505,2558
742,1485.0,59749,22518,529,2652
743,1487.0,60048,22522,503,2647
744,1489.0,59795,22560,522,2627
745,1491.0,59958,22434,543,2589
746,1493.0,59957,22602,463,2631
747,1495.0,59857,22451,572,2592
748,1497.0,60071,22600,537,2549
749,1499.0,60064,22844,517,2578
750,1501.0,59710,22516,536,2594
751,1503.0,59926,22309,533,2564
752,1505.0,59702,22277,586,2527
753,1507.0,60043,22326,492,2601
754,1509.0,60260,22532,536,2624
755,1511.0,59994,22178,518,2601
756,1513.0,59588,22420,563,2540
757,1515.0,60100,22652,510,2526
758,1517.0,59795,22560,516,2599
759,1519.0,60115,22614,566,2711
760,1521.0,59394,22314,543,2655
761,1523.0,59332,22469,480,2605
762,1525.0,59676,22290,530,2587
763,1527.0,59823,22621,499,2500
764,1529.0,59508,22360,536,2631
765,1531.0,59636,22269,531,2657
766,1533.0,59555,22242,535,2729
767,1535.0,59938,22355,534,2556
768,1537.0,59287,22200,579,2665
769,1539.0,60100,22912,503,2577
770,1541.0,59565,22382,529,2544
771,1543.0,59865,22213,485,2531
772,1545.0,59404,22419,513,2551
773,1547.0,59428,22215,513,2532
774,1549.0,59300,22345,541,2666
775,1551.0,59790,22198,547,2625
776,1553.0,59989,22411,539,2547
777,1555.0,59648,22440,535,2589
778,1557.0,59558,22367,557,2571
779,1559.0,59870,22258,496,2555
780,1561.0,59799,22578,539,2660
781,1563.0,59393,22213,504,2675
782,1565.0,59773,22067,507,2705
783,1567.0,59589,22700,520,2638
784,1569.0,59950,22542,512,2636
785,1571.0,59237,22392,522,2623
786,1573.0,59674,22215,510,2633
787,1575.0,59750,22250,513,2565
788,1577.0,59512,22212,534,2562
789,1579.0,59740,22067,520,2468
790,1581.0,59320,22087,498,2646
791,1583.0,59145,22510,543,2597
792,1585.0,59978,22387,551,2511
793,1587.0,59340,22468,505,2588
794,1589.0,59586,22351,515,2680
795,1591.0,59719,22378,527,2619
796,1593.0,59941,22278,498,2608
797,1595.0,59870,22138,551,2653
798,1597.0,59862,22264,548,2539
799,1599.0,59498,22329,506,2589
800,1601.0,59827,22397,513,2672
801,1603.0,60393,22452,503,2555
802,1605.0,60380,22406,481,2565
