,time_histo_el_s,A0,A1,A2,B0,B1,B2,C0,C1,C2,D0,D1,D2
0,0.0,463607,39435,3064,724952,506771,3548,783838,187940,3855,630635,3554,3118
1,2.0,355588,151621,2365,555121,510176,2950,603226,328387,3204,484847,3066,2445
2,4.0,463444,255727,3081,723100,723513,3850,785751,515464,4177,633135,3811,3130
3,6.0,463207,255052,3052,723576,724095,3749,785556,515279,4167,634391,3701,3085
4,8.0,463827,255209,3107,721694,722199,3874,785026,514277,4041,635504,3701,3169
5,10.0,462565,254249,3116,719448,719916,3860,782315,512397,4218,634005,3686,3104
6,12.0,461045,253282,3055,721277,721787,3786,782047,512445,4082,632051,3640,3142
7,14.0,463429,254825,3084,722657,723096,3948,785134,514132,4131,634012,3621,3159
8,16.0,462004,254628,3097,721773,722283,3915,785347,514934,4220,631933,3647,3106
9,18.0,462884,255278,3172,721718,722198,3932,784704,514702,4119,632754,3723,3183
10,20.0,460795,253678,3096,716867,717421,3848,780775,511246,4128,631885,3588,3085
11,22.0,459860,252503,3112,715805,716442,3918,779724,509785,4124,632636,3763,3210
12,24.0,461004,252383,3110,714113,714741,4042,780271,510051,4118,634606,3609,3183
13,26.0,461821,253009,3042,713773,714322,3859,782385,512062,4136,632981,3614,3156
14,28.0,459999,252195,3125,714410,714913,3870,778995,508927,4137,632375,3685,3139
15,30.0,459921,252163,2977,714513,714977,3868,777227,508446,4196,630718,3701,3137
16,32.0,457199,250368,3183,713432,713990,3918,776800,508013,4154,630346,3536,3148
17,34.0,457676,249646,3064,709832,710508,3985,774515,506299,4115,631961,3604,3086
18,36.0,457272,250461,3120,707923,708485,3866,772640,504606,4199,629273,3682,3109
19,38.0,457141,249978,3071,709360,709928,3970,773745,505263,4154,629528,3620,3136
20,40.0,458310,251593,3086,712544,713011,3913,775647,506551,4118,628920,3570,3087
21,42.0,459230,252422,2990,713559,713999,3823,777203,508699,4096,629486,3611,3109
22,44.0,456418,249688,3057,711331,711850,3843,773990,505397,4095,628660,3719,3221
23,46.0,457906,251516,3090,713123,713650,3898,776469,506844,4105,629802,3676,3183
24,48.0,459845,252543,3114,714969,715550,3951,778260,508427,4064,631620,3641,3152
25,50.0,460295,252411,3060,715977,716533,3827,778824,509361,4000,632046,3659,2993
26,52.0,460554,253528,3200,717582,718153,4017,780190,511704,4122,630408,3647,3150
27,54.0,461024,255371,3237,721196,721735,3976,781346,513793,4151,627075,3655,3070
28,56.0,458274,253793,3130,718161,718676,3891,778327,512845,4225,624072,3651,3108
29,58.0,457917,252417,3118,717322,717885,3881,776314,511565,4146,622405,3709,3109
30,60.0,457568,251914,3098,716003,716513,3887,774075,509002,4212,625727,3686,3116
31,62.0,454814,250670,3082,710577,711192,3903,773412,506796,4134,624957,3574,3226
32,64.0,456858,251255,3066,713607,714132,4001,775759,508782,4230,625272,3743,3246
33,66.0,459224,252459,3173,713210,713758,3896,775752,508510,4131,626335,3660,3151
34,68.0,457616,251908,3003,713774,714289,3807,776028,508653,4246,626782,3631,3065
35,70.0,456386,251442,3046,716499,716958,3827,774526,509006,4130,626030,3615,3141
36,72.0,458873,253934,3103,714461,714958,3928,775796,510188,4111,624645,3556,3073
37,74.0,457458,252739,3078,718165,718647,3869,776426,510318,4126,623334,3594,3115
38,76.0,456570,252772,3076,715322,715900,3961,775823,509281,4173,622852,3671,3140
39,78.0,458291,252915,3152,718217,718743,3867,778591,511921,4263,623335,3719,3151
40,80.0,459783,254591,3132,720881,721382,3905,781983,514957,4138,625590,3654,3197
41,82.0,459838,254373,3095,721410,721892,3930,780356,513842,4221,626254,3570,3062
42,84.0,459025,253649,3077,719851,720328,3892,781091,513631,4035,626222,3638,3107
43,86.0,459310,253536,3207,720258,720827,3847,780419,513028,4105,628903,3658,3094
44,88.0,461714,254549,3029,722450,722956,3925,784745,515892,4085,628739,3671,3100
45,90.0,459886,254226,3096,721032,721528,3900,781922,513514,4095,628327,3630,3142
46,92.0,459978,253639,3028,719669,720220,3900,780372,512848,4089,628159,3554,3093
47,94.0,460607,254572,3218,721473,722011,3920,781846,513389,4078,628462,3594,3102
48,96.0,462442,255079,3079,722445,723069,4011,784852,516177,4171,630131,3723,3131
49,98.0,461147,254369,3074,721517,722116,4001,781976,514110,4080,629860,3638,3108
50,100.0,462096,255253,3149,719165,719812,3976,782004,514973,4120,628112,3685,3222
51,102.0,460211,254254,3187,718784,719293,3851,780456,513173,4191,627966,3636,3152
52,104.0,459409,253554,3153,719287,719901,3965,779537,513091,4134,627965,3765,3192
53,106.0,460855,254788,3094,718173,718789,3974,779471,512599,4192,627671,3662,3098
54,108.0,458389,253777,3021,719183,719731,3944,777794,511734,4177,623347,3650,3177
55,110.0,458733,254744,3090,719377,719988,3936,776353,511694,4181,621909,3532,3106
56,112.0,457331,254323,3137,720008,720640,3952,777730,512731,4162,621051,3656,3046
57,114.0,458089,253791,3131,718402,719004,3942,777103,513075,4180,621148,3603,3098
58,116.0,456159,252798,3169,717986,718506,3848,775512,512035,4088,619406,3653,3088
59,118.0,458048,253553,3112,719025,719522,3725,776797,511511,4105,621211,3608,3107
60,120.0,456102,252535,3068,715924,716483,3949,774399,509731,4175,622495,3542,3059
61,122.0,456957,253113,3039,716754,717315,3924,773818,509049,3984,623146,3573,3021
62,124.0,455716,252591,3079,717565,718110,3899,774992,510335,4100,621388,3541,3047
63,126.0,458375,253822,3067,718531,719098,3866,777468,511960,4175,624264,3612,3101
64,128.0,458543,253537,3015,718697,719284,3804,777714,512390,4152,622968,3697,3241
65,130.0,459141,254263,3029,719364,719973,4028,776455,510902,4334,623596,3659,3071
66,132.0,458493,253846,3063,719813,720365,3946,779804,513656,4091,626218,3513,3052
67,134.0,459584,254004,3083,721539,722161,3961,779985,513350,4025,625932,3653,3202
68,136.0,462177,255818,3073,719443,719924,3874,780796,514068,4138,625519,3647,3094
69,138.0,462292,255652,3160,722598,723217,3981,781787,514193,4105,627763,3630,3144
70,140.0,461574,255353,3024,722828,723323,3866,783303,515452,4038,628038,3582,3040
71,142.0,462259,255868,3008,726313,726901,3931,784444,516812,4172,631064,3697,3154
72,144.0,463183,256327,3064,726101,726627,3893,785696,517132,4010,630369,3701,3147
73,146.0,463505,256974,3058,726130,726797,3921,786084,516627,4151,630098,3576,3136
74,148.0,461787,254799,3136,725639,726282,3952,786407,517437,4127,630303,3542,3098
75,150.0,464306,256208,3024,724616,725221,3886,786519,516459,4165,630344,3559,3053
76,152.0,463072,255476,3005,724373,724873,3959,784617,516779,4094,629779,3513,2998
77,154.0,461899,255203,3116,724705,725368,3887,783331,515224,4140,629197,3545,3104
78,156.0,461381,254605,3063,722393,722935,3877,783463,514814,4117,628841,3609,3194
79,158.0,461124,255206,2993,722849,723339,3930,783063,515089,4109,629239,3560,3092
80,160.0,462109,255701,3020,721881,722316,3836,784609,515536,4133,630109,3589,3088
81,162.0,464732,257060,3082,723609,724242,3988,783976,515468,4210,630136,3578,3160
82,164.0,463238,255809,2998,723730,724236,3769,785711,516997,4173,631227,3664,3152
83,166.0,463686,256844,3145,725365,725988,3920,785761,517017,4325,629732,3580,3054
84,168.0,463510,256058,3067,725695,726204,3992,785640,517531,4079,629110,3639,3103
85,170.0,461545,255297,3083,724777,725314,3903,784925,516836,4081,627199,3641,3152
86,172.0,461364,255820,3180,723324,723886,3802,783119,515344,4268,625498,3601,3066
87,174.0,460186,254772,3064,723177,723672,3890,781225,514655,4127,625497,3543,3148
88,176.0,459619,254658,3112,724444,724981,3940,783215,515948,4152,625517,3581,3075
89,178.0,460830,255023,3145,724520,725148,3969,783180,515843,4125,625783,3542,3062
90,180.0,459853,254645,3089,722454,723043,3886,781123,514443,4181,624245,3682,3052
91,182.0,460293,255270,3098,722944,723283,3882,782347,515213,4126,626171,3569,2997
92,184.0,458760,253972,3198,721708,722340,3980,782429,515950,4071,624253,3665,3120
93,186.0,458282,254224,3115,722985,723468,3951,781339,515348,4074,624148,3580,3057
94,188.0,458193,254032,3115,722697,723184,3984,780686,514366,4193,622876,3590,3069
95,190.0,459382,254383,3182,722125,722628,3883,781004,514272,4259,624100,3640,3071
96,192.0,460122,255077,3125,724122,724718,3936,783195,515626,4185,626330,3708,3146
97,194.0,459868,254589,3189,722395,723005,4012,782176,515606,4069,624718,3635,3141
98,196.0,460090,254688,3157,722337,722891,3892,781936,513897,4189,626214,3689,3101
99,198.0,458958,253631,3068,722175,722499,3838,782246,514726,4204,625070,3617,3030
100,200.0,459850,254948,3168,722006,722553,3966,782029,514766,4149,625315,3671,3139
101,202.0,459639,253995,3126,722077,722656,3951,781538,513488,4092,626205,3593,3121
102,204.0,461615,254702,3113,722001,722466,3827,785658,516563,4177,626171,3610,3148
103,206.0,461864,255392,3157,723345,723804,3809,785987,517271,4240,628554,3590,3052
104,208.0,461267,255094,3144,725616,726174,3774,785478,516891,4083,628749,3581,3137
105,210.0,461700,255468,3126,723332,723703,3851,784107,515319,4133,626158,3544,3082
106,212.0,461197,255129,3035,722326,722789,3884,783381,515452,4179,629047,3627,3064
107,214.0,459713,253715,3138,718742,719329,3930,781062,512609,4170,627924,3656,3110
108,216.0,459536,253658,3133,717175,717723,3817,781623,513198,4198,627899,3710,3149
109,218.0,460594,254212,3091,719660,720138,3821,780594,511947,4161,627932,3524,3058
110,220.0,459658,253735,3067,716483,716998,3891,778459,510628,4089,626821,3426,2942
111,222.0,460016,253131,3066,716896,717502,3920,778311,510917,4121,628480,3552,3025
112,224.0,459329,252912,3147,716122,716697,3891,780426,511367,4123,627988,3649,3118
113,226.0,458773,253212,3139,716383,716980,3984,780358,510611,4138,628011,3606,3124
114,228.0,458622,251869,2962,713759,714373,3977,778308,510265,4106,627817,3577,3137
115,230.0,459357,253616,3068,718731,719172,3835,780773,512761,4157,629743,3595,3099
116,232.0,459026,252764,3060,716240,716807,3940,780443,511943,4164,628478,3589,3107
117,234.0,460633,253544,3073,716402,716997,3933,780181,511300,4187,630167,3615,3140
118,236.0,459358,251837,3072,716127,716682,3826,782548,511862,4032,631993,3553,3012
119,238.0,460379,252514,3139,714482,714997,3854,778221,508597,4088,632080,3590,3109
120,240.0,459673,251678,3031,711733,712353,3972,778296,508116,4041,633235,3641,3144
121,242.0,459814,252234,3123,713947,714401,3874,780129,509506,4103,632228,3589,3070
122,244.0,461719,254092,3056,717367,717874,3826,781538,510650,4188,633419,3545,3017
123,246.0,462186,253643,3164,716607,717132,3886,783332,512539,4125,632394,3512,2994
124,248.0,461158,253189,3030,717864,718476,3952,781182,511662,4110,634894,3525,3034
125,250.0,460647,252984,3122,717923,718490,3838,784411,512652,4179,635547,3586,3054
126,252.0,460938,252782,3036,716856,717497,3911,781271,509977,4123,636470,3573,3086
127,254.0,460014,251412,3232,715726,716215,4002,780924,509156,4102,633589,3652,3156
128,256.0,461855,252728,3097,714007,714315,3866,781416,509923,4165,635761,3611,3171
129,258.0,460220,252117,3076,718159,718601,3825,783237,511173,4197,635160,3644,3054
130,260.0,461195,252569,3047,717492,718020,3964,781920,511021,4023,633379,3589,3086
131,262.0,459890,252199,2981,717652,718319,4000,780964,511176,4060,631936,3529,3033
132,264.0,461631,253602,3006,718199,718744,3886,781702,511362,4054,631026,3574,3082
133,266.0,460485,252150,3074,715782,716232,3912,781915,510637,4120,630943,3577,3076
134,268.0,458322,251497,3122,715622,716194,3994,780585,510484,4070,631363,3659,3145
135,270.0,460123,252503,3114,715328,715779,3890,781027,510614,4088,631203,3598,3136
136,272.0,459932,251376,3010,713267,713912,3940,781596,509755,4102,633272,3694,3123
137,274.0,461274,251972,3012,714237,714854,3993,782764,510837,3996,636537,3549,3112
138,276.0,461487,252178,3146,715155,715624,3938,781194,509955,4181,634191,3608,3163
139,278.0,461024,253413,3089,716570,717203,3838,782800,511572,4184,631028,3705,3243
140,280.0,460264,252611,3021,716507,717104,3863,782084,512754,4125,630721,3545,3048
141,282.0,458847,252006,3124,715861,716465,4002,781606,512361,4164,628956,3662,3052
142,284.0,458166,251036,2968,712199,712637,3822,780034,510364,4027,627349,3549,3091
143,286.0,458428,251996,3096,712338,712921,3880,778521,510398,4077,626356,3543,3031
144,288.0,457865,251680,3169,711279,711854,3814,776716,508780,4075,626870,3623,3133
145,290.0,457761,252022,3064,712735,713259,3928,777357,510022,4148,627990,3654,3151
146,292.0,457089,251762,3098,709979,710534,3971,775223,508221,4231,626076,3555,3120
147,294.0,458120,251959,3055,712810,713223,3939,776149,508126,4167,628024,3684,3146
148,296.0,457183,251370,3051,710470,710955,3892,773996,506588,4156,626733,3720,3114
149,298.0,456842,250977,3150,710487,711016,3882,774595,507005,4158,627779,3715,3174
150,300.0,456885,251251,3052,712889,713522,3976,774613,508096,4093,626501,3710,3121
151,302.0,457540,251151,3149,710700,711162,3867,774544,507603,4117,625928,3562,3110
152,304.0,459136,252675,3064,714004,714620,3948,778258,509911,4118,629010,3578,3065
153,306.0,460466,253144,3144,716679,717219,3895,781610,512048,4128,629607,3455,3058
154,308.0,461441,253925,3096,719343,719842,3825,779971,511317,4072,631525,3549,3014
155,310.0,461264,253808,3138,718037,718753,4016,783245,513195,4103,630964,3472,3143
156,312.0,462329,254779,3068,720125,720610,3886,784479,514107,4073,631336,3679,3097
157,314.0,462577,254065,2989,722175,722768,3855,787785,515945,4095,633588,3487,3055
158,316.0,461979,254247,2994,719624,720131,3847,787582,516005,4081,633840,3625,3151
159,318.0,464642,255440,3223,722166,722630,3859,787347,515016,3995,635170,3647,3132
160,320.0,463247,253926,2985,723385,723969,3923,789966,516449,4125,636452,3707,3192
161,322.0,460839,253263,3085,716715,717292,3951,785549,513453,4160,631761,3448,2943
162,324.0,461953,253307,3035,717864,718233,3832,786171,514168,4029,635461,3523,2968
163,326.0,460236,252496,3088,716786,717370,3934,784522,513366,4028,634055,3495,2988
164,328.0,462187,253199,3142,717650,718190,3917,785640,512917,4184,633934,3557,3036
165,330.0,461677,253127,3049,718384,718889,3779,786233,514152,4122,632921,3639,3083
166,332.0,461954,253176,3150,720691,721251,3934,787028,514909,4144,633465,3505,3131
167,334.0,461702,254063,3145,719939,720385,3900,785633,515374,4202,632452,3499,3097
168,336.0,460499,253025,2998,717345,718139,4112,783498,513540,4087,633176,3565,3139
169,338.0,461223,253846,2947,718774,719325,3878,785324,514607,4134,631637,3572,3019
170,340.0,461872,253960,3075,720659,721231,4016,785609,515052,4075,632008,3496,3067
171,342.0,460861,253552,3092,720342,720950,3934,784888,514722,4162,631177,3439,3025
172,344.0,461874,253921,3099,716766,717295,3948,781675,512328,4057,631742,3531,3036
173,346.0,461011,252373,3143,713778,714388,3952,780698,510603,4237,633242,3538,3087
174,348.0,460858,252031,2978,714607,715088,3834,782983,510493,4153,634133,3511,3011
175,350.0,459812,251859,3110,713156,713519,3746,783336,511181,4079,634007,3546,3124
176,352.0,461200,252210,3000,715318,715816,3863,783228,510709,4243,634911,3614,3065
177,354.0,459595,251378,3034,713653,714250,3932,781599,509653,4108,635238,3577,3023
178,356.0,460778,251462,3029,715421,715982,3887,780634,509905,4004,633281,3659,3192
179,358.0,459499,251603,3154,715685,716188,3961,781791,510371,4051,632894,3568,3076
180,360.0,459310,251791,3159,715225,715768,3950,781252,510729,4156,632931,3553,3034
181,362.0,459999,251843,3148,714908,715468,3958,781692,510715,4216,633735,3525,3076
182,364.0,460633,252493,3041,714786,715348,3887,782320,510855,4084,634124,3582,3052
183,366.0,459087,251658,3130,714480,714999,3909,783980,511533,4027,634313,3658,3107
184,368.0,462377,253386,3010,716117,716720,3926,783764,511289,4081,634641,3620,3068
185,370.0,461300,252665,3107,715719,716159,3817,784757,512209,4126,635031,3423,3064
186,372.0,462246,253084,3158,719428,719987,3965,788900,515445,4167,635781,3657,3089
187,374.0,460904,251761,3008,715902,716538,3842,786026,514029,4122,634386,3495,3066
188,376.0,461208,252024,3061,716934,717487,3891,783529,512023,4161,634541,3534,3144
189,378.0,458582,251368,3177,715425,715888,3786,780222,510264,4016,630693,3692,3183
190,380.0,459336,251796,3028,711262,711760,3838,781472,510433,4107,632366,3546,3101
191,382.0,459333,251525,3078,712602,713227,3976,780513,509899,4096,630537,3610,3068
192,384.0,461088,253240,3160,718381,718794,3719,784538,512977,4093,632148,3607,3039
193,386.0,461493,253577,3151,719567,720109,3871,785341,514342,4136,633121,3528,3081
194,388.0,460859,252962,3155,719518,720142,3897,786380,514288,4029,634148,3659,3101
195,390.0,463061,254236,3143,720870,721484,3784,788179,516425,4108,633124,3575,3087
196,392.0,464230,255398,3030,720725,721273,3879,789225,515745,4095,635181,3560,3085
197,394.0,462970,253044,3139,718961,719501,3812,788203,515438,4120,636970,3571,3104
198,396.0,461683,252900,3108,718041,718637,3923,784422,512165,4122,637035,3509,3039
199,398.0,462804,253631,3077,716704,717248,3840,786895,513794,4094,637119,3600,3110
200,400.0,462658,252860,3032,716614,717170,3845,786412,512885,4102,638100,3622,3113
201,402.0,461122,251459,3137,717059,717568,4010,784510,511740,4121,636935,3576,3155
202,404.0,462404,253365,3099,716506,717081,3832,784025,511931,4232,635075,3546,3059
203,406.0,461685,253603,3125,718380,718988,3892,784096,512542,4224,635835,3679,3114
204,408.0,462065,253563,3051,717521,718130,3964,783708,512691,4169,635370,3453,3085
205,410.0,460936,253306,3135,715718,716246,3900,783158,512518,4182,633383,3676,3159
206,412.0,460142,253409,3171,717999,718522,3868,782915,512565,4115,633111,3681,3249
207,414.0,458664,252612,3147,717245,717752,3868,783214,513725,4143,629082,3573,3054
208,416.0,459661,252950,3015,717841,718324,3863,784446,514538,4157,629915,3785,3155
209,418.0,458467,252735,3083,716033,716540,3920,781997,513279,4041,626007,3670,3178
210,420.0,457969,252271,3227,713953,714526,3904,780249,511192,3977,627963,3593,3101
211,422.0,458787,251775,3080,716402,716982,3895,782481,511334,4071,631988,3596,3117
212,424.0,458972,251974,3097,716068,716541,3851,783988,512973,4177,633252,3606,3160
213,426.0,460226,252190,3111,716865,717471,3845,781793,511026,4118,631869,3492,2964
214,428.0,459563,252870,2997,715831,716371,3966,782445,512219,4129,630502,3590,3147
215,430.0,458653,252414,3040,716817,717324,3953,782836,512533,4012,630621,3716,3164
216,432.0,460039,252374,3001,717346,717914,3887,783771,513303,4191,631928,3602,3066
217,434.0,460757,254086,3065,718001,718384,3772,785240,514967,4022,631684,3679,3131
218,436.0,461496,254018,3119,721186,721699,3876,784413,514379,4099,631982,3731,3100
219,438.0,462208,254808,3112,720711,721264,3973,784639,514390,4047,632704,3628,3165
220,440.0,462462,254395,3061,722451,722937,3942,785191,515259,3981,632001,3544,3066
221,442.0,460970,254246,3094,721426,722016,3744,785825,515714,4177,630128,3576,3145
