delay_(ps),counts_per_90_min
0,77915.73110669885
240,77758.2032071515
640,76078.57038655072
720,75085.24909700072
800,68709.70568315576
840,63742.55539159936
880,60601.21996164651
920,60761.52091555727
960,64261.548865144076
1000,70289.30308966008
1040,74556.68451718267
1120,77173.80024266632
