delay_(ps),counts_per_90_min
0,36380.734720996414
240,35384.9756686223
640,35974.9129553962
720,35673.86170714395
800,34337.37710926239
840,33352.664900419004
880,33134.85361726353
920,33536.953114458316
960,34806.886444714015
1000,35472.440292843334
1040,35683.95323256872
1120,35848.590586305356
1200,35673.008742333266
1600,35800.41772789762
1840,35790.53375353632
