delay_(ps),counts_per_90_min
0,204390.898255691
240,205361.76903184303
640,205292.56739749628
720,204493.8434159459
800,198526.1853036263
840,193171.08054133208
880,188768.63057554438
920,182700.49593561096
960,181261.87473358508
1000,185413.17114441545
1040,190469.94435524853
1120,201422.45625088766
1200,201642.2382992024
1600,203898.13506438892
