,time_histo_el_s,ch0,ch1,ch2,ch3
0,0.0,960,29,39,0
1,2.0,500,0,37,0
2,5.0,281,0,20,0
3,7.0,1094,26,57,0
4,9.0,1269,58,59,1
5,11.0,1328,65,54,1
6,13.0,1288,69,53,1
7,15.0,1320,67,50,0
8,17.0,1315,74,56,3
9,19.0,1267,66,38,0
10,21.0,1282,52,56,3
11,23.0,1293,53,58,1
12,25.0,1244,74,48,2
13,27.0,1289,56,61,2
14,29.0,1241,58,61,0
15,31.0,1281,76,47,1
16,33.0,1291,53,56,1
17,35.0,1236,56,51,2
18,37.0,1282,53,51,2
19,39.0,1269,58,54,2
20,41.0,1236,81,47,1
21,43.0,1296,50,53,1
22,45.0,1236,53,61,4
23,47.0,1341,75,54,1
24,49.0,1285,45,67,1
25,51.0,1352,62,62,1
26,53.0,1318,67,62,1
27,55.0,1343,60,59,1
28,57.0,1287,51,57,2
29,59.0,1288,59,62,0
30,61.0,1351,62,70,2
31,63.0,1267,67,64,3
32,65.0,1264,63,64,4
33,67.0,1247,73,58,3
34,69.0,1273,61,55,2
35,71.0,1310,58,71,0
36,73.0,1274,64,55,4
37,75.0,1340,68,60,4
38,77.0,1214,67,49,2
39,79.0,1353,56,60,1
40,81.0,1303,67,60,3
41,83.0,1303,56,52,2
42,85.0,1316,58,62,0
43,87.0,1291,55,65,3
44,89.0,1316,67,63,2
45,91.0,1189,60,45,3
46,93.0,1313,64,56,0
47,95.0,1308,66,65,2
48,97.0,1272,45,57,1
49,99.0,1328,54,55,0
50,101.0,1222,61,44,2
51,103.0,1361,59,66,5
52,105.0,1320,58,53,4
53,107.0,1259,50,45,0
54,109.0,1293,58,50,0
55,111.0,1230,47,61,1
56,113.0,1348,56,71,3
57,115.0,1290,65,57,4
58,117.0,1238,53,48,0
59,119.0,1286,62,53,1
60,121.0,1258,51,66,6
61,123.0,1276,45,58,0
62,125.0,1237,44,53,1
63,127.0,1296,50,45,1
64,129.0,1226,57,57,3
65,131.0,1272,71,59,1
66,133.0,1255,53,57,2
67,135.0,1293,51,56,1
68,137.0,1296,71,45,1
69,139.0,1333,55,58,1
70,141.0,1317,55,60,2
71,143.0,1267,65,58,0
72,145.0,1251,54,57,1
73,147.0,1339,60,55,2
74,149.0,1290,67,63,1
75,151.0,1278,58,65,2
76,153.0,1232,77,60,3
77,155.0,1251,46,65,0
78,157.0,1206,70,46,1
79,159.0,1181,46,43,1
80,161.0,1155,63,61,2
81,163.0,1196,52,64,1
82,165.0,1232,63,52,2
83,167.0,1272,63,65,0
84,169.0,1256,65,62,2
85,171.0,1297,52,54,0
86,173.0,1269,59,55,1
87,175.0,1311,56,54,2
88,177.0,1308,69,58,1
89,179.0,1261,51,60,2
90,181.0,1297,56,53,2
91,183.0,1308,50,50,1
92,185.0,1246,57,60,2
93,187.0,1249,62,66,1
94,189.0,1329,67,65,2
95,191.0,1337,51,47,0
96,193.0,1382,61,42,0
97,195.0,1323,65,65,3
98,197.0,1242,61,58,2
99,199.0,1284,62,51,2
100,201.0,1220,53,43,1
101,203.0,1233,64,46,2
102,205.0,1221,60,38,1
103,207.0,1291,75,67,3
104,209.0,1247,51,64,1
105,211.0,1249,63,57,1
106,213.0,1192,55,64,2
107,215.0,1257,58,55,0
108,217.0,1288,49,49,3
109,219.0,1258,57,45,1
110,221.0,1279,77,58,1
111,223.0,1246,57,48,2
112,225.0,1282,65,57,2
113,227.0,1237,58,50,3
114,229.0,1240,67,53,2
115,231.0,1241,48,52,0
116,233.0,1235,59,56,3
117,235.0,1281,50,62,1
118,237.0,1246,54,52,0
119,239.0,1251,60,49,2
120,241.0,1287,63,49,1
121,243.0,1278,45,63,1
122,245.0,1204,62,52,3
123,247.0,1289,67,61,1
124,249.0,1212,51,59,2
125,251.0,1224,58,41,0
126,253.0,1217,65,45,1
127,255.0,1192,56,63,3
128,257.0,1182,57,58,1
129,259.0,1215,46,55,1
130,261.0,1244,51,56,1
131,263.0,1155,67,46,0
132,265.0,1262,46,56,3
133,267.0,1249,57,50,0
134,269.0,1238,61,54,0
135,271.0,1262,60,68,6
136,273.0,1307,53,44,1
137,275.0,1301,64,43,2
138,277.0,1327,63,77,4
139,279.0,1269,54,54,0
140,281.0,1230,71,45,0
141,283.0,1296,54,59,0
142,285.0,1275,45,52,1
143,287.0,1220,77,56,2
144,289.0,1288,66,59,1
145,291.0,1289,55,48,0
146,293.0,1234,63,51,1
147,295.0,1304,55,46,0
148,297.0,1250,49,60,1
149,299.0,1311,62,43,2
150,301.0,1033,37,62,1
151,303.0,1244,51,46,1
152,305.0,1253,54,54,1
153,307.0,1328,52,60,0
154,309.0,1294,54,62,3
155,311.0,1268,52,57,2
156,313.0,1326,57,61,1
157,315.0,1270,67,43,2
158,317.0,1305,62,45,0
159,319.0,1323,53,50,3
160,321.0,1322,77,50,1
161,323.0,1265,52,56,1
162,325.0,1307,62,55,2
163,327.0,1308,64,49,1
164,329.0,1322,57,61,2
165,331.0,1219,54,57,1
166,333.0,1314,67,62,3
167,335.0,1308,59,51,0
168,337.0,1257,47,56,0
169,339.0,1281,51,58,0
170,341.0,1276,66,47,5
171,343.0,1291,64,51,2
172,345.0,1323,53,51,1
173,347.0,1285,55,70,1
174,349.0,1294,59,60,1
175,351.0,1320,54,58,2
176,353.0,1266,51,61,2
177,355.0,1323,58,56,2
178,357.0,1314,76,66,2
179,359.0,1331,58,54,1
180,361.0,1253,54,71,4
181,363.0,1374,84,70,1
182,365.0,1289,59,51,2
183,367.0,1288,67,55,1
184,369.0,1250,60,44,0
185,371.0,1263,55,65,1
186,373.0,1302,59,55,1
187,375.0,1400,65,69,4
188,377.0,1287,51,58,1
189,379.0,1275,60,54,2
190,381.0,1289,68,57,1
191,383.0,1306,58,48,1
192,385.0,1352,71,52,3
193,387.0,1291,54,50,0
194,389.0,1283,61,51,2
195,391.0,1286,64,67,1
196,393.0,1357,54,63,2
197,395.0,1319,58,64,2
198,397.0,1290,61,69,5
199,399.0,1326,64,59,2
200,401.0,1348,56,58,1
201,403.0,1331,65,62,2
202,405.0,1298,50,66,2
203,407.0,1342,71,62,1
204,409.0,1279,61,54,2
205,411.0,1295,56,51,0
206,413.0,1267,53,53,2
207,415.0,1199,60,60,3
208,417.0,1285,58,60,2
209,419.0,1302,58,60,0
210,421.0,1238,64,57,1
211,423.0,1269,54,54,1
212,425.0,1267,52,59,0
213,427.0,1274,55,73,1
214,429.0,1253,60,67,2
215,431.0,1290,55,65,0
216,433.0,1323,65,59,3
217,435.0,1214,56,71,3
218,437.0,1263,61,55,1
219,439.0,1259,48,44,0
220,441.0,1309,59,61,2
221,443.0,1337,67,60,1
222,445.0,1225,59,54,2
223,447.0,1251,64,58,0
224,449.0,1254,48,64,3
225,451.0,1277,52,62,1
226,453.0,1273,74,58,1
227,455.0,1179,51,53,1
228,457.0,1293,71,60,2
229,459.0,1161,69,61,1
230,461.0,1145,53,56,1
231,463.0,1221,55,46,1
232,465.0,1219,61,51,0
233,467.0,1251,45,72,0
234,469.0,1189,57,69,2
235,471.0,1181,58,63,2
236,473.0,1220,60,71,2
237,475.0,1245,47,55,1
238,477.0,1243,65,60,2
239,479.0,1225,61,50,0
240,481.0,1223,68,53,1
241,483.0,1236,63,67,3
242,485.0,1216,63,57,0
243,487.0,1228,68,61,3
244,489.0,1251,50,47,0
245,491.0,1261,71,60,2
246,493.0,1247,57,60,0
247,495.0,1297,59,61,2
248,497.0,1328,57,56,0
249,499.0,1312,67,58,3
250,501.0,1305,68,54,0
251,503.0,1330,57,58,2
252,505.0,1306,75,63,3
253,507.0,1297,72,65,5
254,509.0,1296,67,52,0
255,511.0,1292,56,55,3
256,513.0,1207,68,51,0
257,515.0,1219,57,59,2
258,517.0,1336,56,57,0
259,519.0,1281,55,54,1
260,521.0,1306,68,46,0
261,523.0,1261,59,56,3
262,525.0,1230,49,52,1
263,527.0,1272,65,65,0
264,529.0,1213,54,59,3
265,531.0,1275,55,67,1
266,533.0,1217,61,53,1
267,535.0,1259,65,68,2
268,537.0,1220,63,56,0
269,539.0,1230,58,56,1
270,541.0,1219,43,53,2
271,543.0,1272,75,50,3
272,545.0,1211,54,49,1
273,547.0,1229,62,63,1
274,549.0,1273,49,67,3
275,551.0,1227,50,68,3
276,553.0,1299,68,68,2
277,555.0,1339,62,69,1
278,557.0,1328,60,57,0
279,559.0,1278,56,62,2
280,561.0,1244,51,47,3
281,563.0,1219,51,61,3
282,565.0,1215,63,58,2
283,567.0,1222,54,62,1
284,569.0,1283,55,53,0
285,571.0,1260,63,55,1
286,573.0,1237,58,57,2
287,575.0,1313,62,57,4
288,577.0,1327,51,67,1
289,579.0,1272,55,63,4
290,581.0,1253,45,59,3
291,583.0,1223,47,50,1
292,585.0,1286,60,58,2
293,587.0,1237,56,58,2
294,589.0,1217,52,52,1
295,591.0,1232,47,64,1
296,593.0,1254,55,63,2
297,595.0,1275,54,56,2
298,597.0,1220,61,60,1
299,599.0,1355,60,70,1
300,601.0,1051,47,46,1
301,603.0,1243,60,53,1
302,605.0,1335,58,67,5
303,607.0,1281,77,49,1
304,609.0,1282,66,56,0
305,611.0,1320,54,59,2
306,613.0,1263,63,50,0
307,615.0,1284,66,56,1
308,617.0,1309,52,56,2
309,619.0,1295,56,68,1
310,621.0,1328,55,64,2
311,623.0,1282,57,53,0
312,625.0,1370,66,54,1
313,627.0,1254,54,51,1
314,629.0,1280,55,47,0
315,631.0,1330,59,71,3
316,633.0,1359,75,76,1
317,635.0,1302,63,58,2
318,637.0,1285,64,58,3
319,639.0,1265,48,59,1
320,641.0,1221,53,59,3
321,643.0,1229,57,55,1
322,645.0,1327,78,61,1
323,647.0,1297,64,54,3
324,649.0,1334,64,54,0
325,651.0,1299,53,49,2
326,653.0,1253,68,55,2
327,655.0,1289,67,50,2
328,657.0,1310,54,62,1
329,659.0,1268,76,41,1
330,661.0,1361,52,66,1
331,663.0,1272,70,53,3
332,665.0,1288,58,55,1
333,667.0,1245,56,64,2
334,669.0,1296,46,49,1
335,671.0,1279,61,53,3
336,673.0,1340,68,64,2
337,675.0,1325,70,52,0
338,677.0,1365,70,62,3
339,679.0,1305,68,59,1
340,681.0,1295,57,52,1
341,683.0,1223,50,44,1
342,685.0,1281,57,52,1
343,687.0,1257,57,46,0
344,689.0,1305,57,59,0
345,691.0,1321,74,60,0
346,693.0,1335,67,65,1
347,695.0,1329,60,65,3
348,697.0,1256,60,48,1
349,699.0,1209,68,60,5
350,701.0,1292,47,54,2
351,703.0,1311,67,60,1
352,705.0,1257,59,44,3
353,707.0,1207,60,53,0
354,709.0,1264,56,55,0
355,711.0,1224,62,59,1
356,713.0,1278,49,57,0
357,715.0,1294,63,55,0
358,717.0,1202,55,51,1
359,719.0,1272,52,47,2
360,721.0,1267,65,75,1
361,723.0,1241,54,67,1
362,725.0,1254,69,65,2
363,727.0,1261,61,58,1
364,729.0,1297,60,58,1
365,731.0,1208,46,56,2
366,733.0,1258,59,66,1
367,735.0,1251,49,64,1
368,737.0,1228,52,58,1
369,739.0,1229,48,53,1
370,741.0,1302,69,60,1
371,743.0,1313,70,62,1
372,745.0,1311,60,58,2
373,747.0,1316,60,61,1
374,749.0,1297,66,64,2
375,751.0,1365,49,68,2
376,753.0,1278,62,57,1
