,time_histo_el_s,ch0,ch1,ch2,ch3
0,0.0,30,28,489,999
1,2.0,29,28,496,743
2,4.0,28,28,877,1000
3,6.0,34,32,855,998
4,8.0,37,30,855,996
5,10.0,35,30,874,1017
6,12.0,29,45,878,1028
7,14.0,39,23,895,1029
8,16.0,35,31,916,1058
9,18.0,34,42,856,1004
10,20.0,31,21,926,1084
11,22.0,28,29,926,1067
12,24.0,27,36,903,1035
13,26.0,29,42,906,1049
14,28.0,35,38,848,967
15,30.0,38,38,893,1042
16,32.0,35,31,880,1018
17,34.0,32,33,858,1001
18,36.0,36,29,833,969
19,38.0,31,25,861,985
20,40.0,34,22,870,1017
21,42.0,35,45,884,1027
22,44.0,35,33,895,1060
23,46.0,25,30,898,1069
24,48.0,33,33,975,1136
25,50.0,36,37,913,1056
26,52.0,43,32,931,1077
27,54.0,31,34,904,1054
28,56.0,29,21,872,1017
29,58.0,34,26,918,1072
30,60.0,39,33,905,1038
31,62.0,33,24,672,810
32,64.0,39,40,808,1037
33,66.0,28,32,820,1048
34,68.0,39,34,802,1021
35,70.0,34,28,776,998
36,72.0,43,35,806,1032
37,74.0,46,36,833,1095
38,76.0,29,33,810,1027
39,78.0,26,30,850,1089
40,80.0,28,33,832,1068
41,82.0,27,35,796,999
42,84.0,33,29,855,1060
43,86.0,30,30,835,1061
44,88.0,35,44,795,980
45,90.0,38,37,755,983
46,92.0,28,44,846,1084
47,94.0,28,38,836,1070
48,96.0,33,36,793,1011
49,98.0,40,33,811,1063
50,100.0,34,26,811,1020
51,102.0,35,33,840,1044
52,104.0,44,34,837,1059
53,106.0,34,33,863,1090
54,108.0,38,31,794,1014
55,110.0,37,35,862,1107
56,112.0,29,26,816,1057
57,114.0,40,28,800,1029
58,116.0,25,44,822,1040
59,118.0,29,41,871,1108
60,120.0,39,34,862,1072
61,122.0,31,26,549,868
62,124.0,43,32,519,1020
63,126.0,31,35,526,1008
64,128.0,36,33,549,1061
65,130.0,37,35,577,1122
66,132.0,39,28,540,1016
67,134.0,31,44,512,1005
68,136.0,35,35,562,1095
69,138.0,37,36,530,1054
70,140.0,45,41,559,1079
71,142.0,35,32,539,1051
72,144.0,41,43,535,1020
73,146.0,30,31,548,1071
74,148.0,32,38,511,1039
75,150.0,49,33,523,1052
76,152.0,24,36,548,1042
77,154.0,33,32,515,1002
78,156.0,34,40,518,1062
79,158.0,34,25,534,1050
80,160.0,31,37,535,1052
81,162.0,43,29,515,1039
82,164.0,31,29,569,1096
83,166.0,41,41,557,1054
84,168.0,33,39,507,1042
85,170.0,33,36,522,1040
86,172.0,42,32,507,1011
87,174.0,35,45,531,1052
88,176.0,50,46,523,1053
89,178.0,29,36,553,1094
90,180.0,27,42,561,1015
91,182.0,32,25,445,899
92,184.0,31,36,501,1000
93,186.0,35,29,489,1009
94,188.0,30,44,520,1060
95,190.0,28,30,521,1071
96,192.0,34,36,539,1042
97,194.0,35,38,539,1017
98,196.0,35,37,486,1001
99,198.0,38,34,522,1002
100,200.0,38,30,501,976
101,202.0,41,34,531,1016
102,204.0,40,49,525,1034
103,206.0,29,32,516,1039
104,208.0,31,29,506,978
105,210.0,24,34,530,1046
106,212.0,26,37,553,1081
107,214.0,34,33,563,1080
108,216.0,30,33,569,1118
109,218.0,36,40,544,1110
110,220.0,27,30,496,1023
111,222.0,41,32,492,1009
112,224.0,24,24,503,992
113,226.0,40,35,527,1051
114,228.0,38,29,524,1040
115,230.0,34,39,530,1029
116,232.0,34,45,536,1058
117,234.0,32,28,532,1021
118,236.0,30,31,536,1041
119,238.0,23,25,525,1064
120,240.0,36,34,555,1047
121,242.0,24,32,438,885
122,244.0,25,54,495,989
123,246.0,26,37,508,1019
124,248.0,24,42,530,1033
125,250.0,23,48,471,916
126,253.0,33,42,537,1113
127,255.0,36,30,528,968
128,257.0,37,42,498,979
129,259.0,32,45,479,946
130,261.0,33,41,469,935
131,263.0,28,68,509,961
132,265.0,40,43,503,1016
133,267.0,29,51,522,1009
134,269.0,16,50,525,1046
135,271.0,31,54,531,1014
136,273.0,32,48,473,958
137,275.0,38,42,482,975
138,277.0,38,59,475,965
139,279.0,34,62,470,938
140,281.0,29,42,485,958
141,283.0,41,49,459,912
142,285.0,43,54,466,973
143,287.0,39,39,515,994
144,289.0,22,57,497,948
145,291.0,38,50,475,910
146,293.0,34,42,498,954
147,295.0,29,38,487,963
148,297.0,35,40,518,1014
149,299.0,37,40,464,959
150,301.0,42,43,492,957
151,303.0,19,48,385,760
152,305.0,32,89,512,1001
153,307.0,33,92,489,975
154,309.0,28,91,495,960
155,311.0,31,80,436,915
156,313.0,43,81,505,952
157,315.0,34,88,468,968
158,317.0,32,89,489,951
159,319.0,30,61,474,903
160,321.0,34,71,510,993
161,323.0,33,73,478,956
162,325.0,34,89,519,960
163,327.0,43,85,460,944
164,329.0,37,70,488,993
165,331.0,29,74,464,959
166,333.0,40,90,504,939
167,335.0,22,80,475,960
168,337.0,29,57,470,920
169,339.0,27,78,525,1005
170,341.0,31,75,431,890
171,343.0,32,76,463,946
172,345.0,36,71,509,1016
173,347.0,33,60,493,936
174,349.0,24,76,486,937
175,351.0,32,91,471,949
176,353.0,30,92,526,1022
177,355.0,25,73,463,940
178,357.0,33,83,489,966
179,359.0,29,63,505,963
180,361.0,23,80,492,956
181,363.0,22,92,390,764
182,365.0,23,129,529,1013
183,367.0,19,138,462,927
184,369.0,22,125,531,968
185,371.0,28,125,470,968
186,373.0,20,130,488,910
187,375.0,23,150,462,939
188,377.0,17,102,443,874
189,379.0,31,143,480,987
190,381.0,30,148,467,956
191,383.0,28,141,506,990
192,385.0,21,149,447,891
193,387.0,16,136,476,940
194,389.0,20,128,493,990
195,391.0,11,136,466,896
196,393.0,19,124,513,992
197,395.0,14,127,535,988
198,397.0,20,138,517,979
199,399.0,25,145,471,938
200,401.0,25,128,446,914
201,403.0,27,139,492,951
202,405.0,20,137,499,964
203,407.0,26,144,467,959
204,409.0,19,140,477,968
205,411.0,15,158,506,939
206,413.0,18,117,454,954
207,415.0,14,166,451,979
208,417.0,22,132,482,918
209,419.0,14,141,485,988
210,421.0,12,141,472,942
211,423.0,10,165,384,714
212,425.0,10,226,478,954
213,427.0,11,264,491,957
214,429.0,11,244,473,982
215,431.0,15,268,526,1019
216,433.0,12,232,474,931
217,435.0,10,248,506,980
218,437.0,9,246,458,927
219,439.0,12,223,492,949
220,441.0,4,236,483,984
221,443.0,17,274,497,1006
222,445.0,10,271,513,995
223,447.0,9,269,446,904
224,449.0,11,269,479,977
225,451.0,8,246,450,900
226,453.0,6,249,476,974
227,455.0,14,241,509,990
228,457.0,4,290,538,1005
229,459.0,7,275,487,950
230,461.0,9,260,469,945
231,463.0,11,242,489,983
232,465.0,6,256,485,940
233,467.0,13,233,496,991
234,469.0,9,234,488,953
235,471.0,16,265,506,952
236,473.0,8,228,508,1005
237,475.0,12,239,449,912
238,477.0,8,236,501,965
239,479.0,12,256,455,886
240,481.0,6,274,502,975
241,483.0,6,276,366,750
242,485.0,13,401,470,939
243,487.0,13,413,444,912
244,489.0,23,369,480,1010
245,491.0,8,389,456,932
246,493.0,10,422,482,956
247,495.0,11,418,475,923
248,497.0,8,390,469,931
