delay_(ps),counts_per_90_min
0,2767.466883488714
240,2707.5451284909527
640,2714.407435576775
720,2615.9688960891103
800,2584.105604626903
840,2504.743594912849
880,2512.5787221921537
920,2507.093595338982
960,2606.64046310069
1000,2685.710317782136
1040,2715.8889146078322
1120,2729.8884812860065
1200,2727.219765811979
1600,2803.257483952854
1840,2829.0313452785977
