delay_(ps),counts_per_90_min
0,345.7714323150102
240,370.7065261086673
640,416.1151255651036
720,379.4964131446856
800,353.44245552023716
840,293.3423845195218
880,295.218703455227
920,283.633004692804
960,305.1651335700956
1000,331.42075789134685
1040,352.15750760258703
1120,416.4882259764068
1200,379.8942219912895
1600,364.0835228547621
