delay_(ps),counts_per_90_min
0,50628.46787572013
240,49863.0692686936
640,50011.26286690427
720,49462.486676253095
800,50022.92189673329
840,51107.487174237445
880,50430.502680418416
920,48520.189533339406
960,48136.18712938856
1000,48481.87074960093
1040,50466.53018496927
1120,53745.4946996601
1200,53161.98432665006
1600,52668.530744930365
