delay_(ps),counts_per_90_min
0,1955.7069479021166
240,2086.952594669212
640,2191.3498708186567
720,2132.4846227848184
800,1948.107717120098
840,1688.0320821348296
880,1437.1455928854107
920,1345.369134160133
960,1319.8289262889455
1000,1510.3738197384996
1040,1534.7607563997283
1120,1742.7313534039338
