delay_(ps),counts_per_90_min
0,2214.6918596520636
240,2262.149168387178
640,2169.350974773637
720,2187.608273695314
800,2076.002384724363
840,2021.3728296742338
880,1985.1931626580338
920,2045.9487193865173
960,2030.27265352614
1000,2067.830226064842
1040,2204.061353757055
1120,2147.6538252435594
1200,2082.3012561095697
1600,2079.0480662107134
