,time_histo_el_s,ch0,ch1,ch2,ch3
0,0.0,38,35,960,500
1,2.0,26,23,720,416
2,4.0,28,58,956,753
3,6.0,25,56,886,672
4,8.0,35,55,930,723
5,10.0,38,48,1008,766
6,12.0,23,57,891,682
7,14.0,30,58,962,738
8,16.0,32,66,930,731
9,18.0,24,54,878,678
10,20.0,34,64,942,744
11,22.0,40,48,955,743
12,24.0,35,52,944,752
13,26.0,31,67,944,738
14,28.0,32,63,912,688
15,30.0,25,58,913,698
16,32.0,40,51,899,702
17,34.0,32,47,928,728
18,36.0,41,62,959,725
19,38.0,29,41,821,663
20,40.0,35,53,938,727
21,42.0,27,60,915,702
22,44.0,26,66,904,692
23,46.0,26,49,934,715
24,48.0,37,54,907,680
25,50.0,22,65,874,675
26,52.0,20,55,903,701
27,54.0,28,54,920,697
28,56.0,32,49,910,700
29,58.0,27,53,963,748
30,60.0,37,51,1017,792
31,62.0,29,39,751,538
32,64.0,37,33,900,443
33,66.0,32,26,937,444
34,68.0,33,41,915,455
35,70.0,32,33,933,473
36,72.0,21,22,931,511
37,74.0,28,21,938,485
38,76.0,18,34,919,490
39,78.0,19,30,907,462
40,80.0,27,32,899,449
41,82.0,33,22,852,444
42,84.0,31,36,944,467
43,86.0,31,39,915,476
44,88.0,35,35,913,469
45,90.0,14,25,874,441
46,92.0,18,28,937,457
47,94.0,24,29,937,459
48,96.0,28,37,936,473
49,98.0,26,23,932,473
50,100.0,21,21,951,477
51,102.0,27,24,910,453
52,104.0,24,31,915,465
53,106.0,26,26,907,473
54,108.0,37,27,943,474
55,110.0,36,26,868,442
56,112.0,27,30,907,473
57,114.0,25,29,900,442
58,116.0,34,21,821,432
59,118.0,30,25,906,434
60,120.0,24,32,889,436
61,122.0,30,18,747,397
62,124.0,41,31,904,473
63,126.0,33,25,823,409
64,128.0,32,29,873,457
65,130.0,32,33,835,420
66,132.0,29,42,898,468
67,134.0,32,36,890,456
68,136.0,24,19,568,274
69,138.0,24,22,832,423
70,140.0,42,52,906,472
71,142.0,33,33,965,462
72,144.0,29,27,895,421
73,146.0,32,40,919,452
74,148.0,24,35,874,447
75,150.0,32,31,860,430
76,152.0,27,22,631,305
77,154.0,34,29,828,437
78,156.0,30,40,940,470
79,158.0,52,36,882,457
80,160.0,30,41,889,438
81,162.0,33,27,906,437
82,164.0,47,35,860,446
83,166.0,34,35,880,467
84,168.0,40,29,872,445
85,170.0,38,26,876,431
86,172.0,38,32,888,458
87,174.0,42,18,866,430
88,176.0,36,29,853,427
89,178.0,29,33,930,472
90,180.0,36,37,868,444
91,182.0,33,35,665,322
92,184.0,26,34,895,424
93,186.0,31,25,849,437
94,188.0,42,31,865,402
95,190.0,30,31,879,444
96,192.0,35,35,846,447
97,194.0,43,32,824,401
98,196.0,39,29,820,415
99,198.0,48,29,767,360
100,200.0,38,30,866,415
101,202.0,34,33,869,421
102,204.0,33,41,894,450
103,206.0,36,49,855,435
104,208.0,47,31,802,394
105,210.0,34,37,893,429
106,212.0,32,24,820,385
107,214.0,60,40,837,438
108,216.0,40,37,856,438
109,218.0,24,37,829,421
110,220.0,42,44,848,441
111,222.0,33,41,845,419
112,224.0,33,33,879,435
113,226.0,30,30,857,453
114,228.0,37,33,876,456
115,230.0,35,39,866,447
116,232.0,31,32,872,428
117,234.0,30,32,865,416
118,236.0,45,30,911,477
119,238.0,37,26,847,432
120,240.0,37,33,788,419
121,242.0,33,28,670,348
122,244.0,33,38,860,434
123,246.0,35,36,822,415
124,248.0,32,45,805,416
125,250.0,27,34,847,415
126,252.0,30,38,847,415
127,254.0,40,41,825,422
128,256.0,46,39,831,410
129,258.0,31,40,792,402
130,260.0,40,21,797,404
131,262.0,33,32,820,412
132,264.0,28,39,874,454
133,266.0,50,32,790,402
134,268.0,37,34,835,405
135,270.0,33,41,792,416
136,272.0,33,36,807,409
137,274.0,29,31,777,403
138,276.0,46,28,818,420
139,278.0,29,36,800,420
140,280.0,39,26,835,397
141,282.0,32,33,837,435
142,284.0,41,38,846,428
143,286.0,34,41,796,403
144,288.0,40,34,787,413
145,290.0,35,38,841,437
146,292.0,40,37,835,432
147,294.0,27,41,779,373
148,296.0,36,38,845,428
149,298.0,28,42,846,442
150,300.0,41,47,886,430
151,302.0,33,22,669,326
152,304.0,30,45,814,400
153,306.0,20,32,763,376
154,308.0,45,32,806,441
155,310.0,31,37,790,413
156,312.0,43,35,771,371
157,314.0,40,40,852,438
158,316.0,30,37,750,384
159,318.0,30,26,802,411
160,320.0,35,43,796,412
161,322.0,42,46,773,392
162,324.0,40,44,809,405
163,326.0,44,33,820,404
164,328.0,36,28,813,374
165,330.0,32,30,755,375
166,332.0,38,29,807,398
167,334.0,28,31,819,388
168,336.0,45,38,837,431
169,338.0,31,38,808,397
170,340.0,36,41,767,379
171,342.0,19,19,498,257
172,344.0,36,41,799,406
173,346.0,42,34,801,359
174,348.0,41,37,728,376
175,350.0,33,31,822,382
176,352.0,44,34,822,393
177,354.0,43,45,793,388
178,356.0,32,59,810,410
179,358.0,35,41,787,385
180,360.0,38,31,754,387
181,362.0,11,23,620,306
182,364.0,33,29,788,393
183,366.0,41,39,723,352
184,368.0,35,38,785,406
185,370.0,37,29,775,394
186,372.0,41,35,759,378
187,374.0,39,39,773,372
188,376.0,33,25,807,406
189,378.0,37,33,732,362
190,380.0,32,31,803,383
191,382.0,45,46,775,369
192,384.0,37,35,753,380
193,386.0,38,32,736,395
194,388.0,34,40,746,396
195,390.0,29,37,758,371
196,392.0,43,40,743,371
197,394.0,26,29,531,266
198,396.0,31,39,775,379
199,398.0,32,34,766,379
200,400.0,24,29,697,361
201,402.0,35,41,762,379
202,404.0,43,27,713,358
203,406.0,29,29,731,326
204,408.0,31,46,772,392
205,410.0,37,31,779,365
206,412.0,39,40,811,408
207,414.0,38,33,744,386
208,416.0,27,43,765,378
209,418.0,35,33,747,342
210,420.0,38,42,703,334
211,422.0,26,25,629,295
212,424.0,29,33,745,376
213,426.0,25,32,737,375
214,428.0,48,28,771,374
215,430.0,27,29,792,388
216,432.0,26,31,780,392
217,434.0,33,27,796,408
218,436.0,30,27,810,407
219,438.0,23,29,744,386
220,440.0,27,34,735,348
221,442.0,30,32,753,395
222,444.0,24,30,740,385
223,446.0,25,26,824,425
224,448.0,22,34,824,403
225,450.0,33,30,754,363
226,452.0,27,36,800,381
227,454.0,23,26,790,404
228,456.0,40,34,796,417
229,458.0,22,18,468,223
230,460.0,29,31,783,374
231,462.0,29,34,753,398
232,464.0,30,40,762,382
233,466.0,24,30,793,383
234,468.0,27,29,760,362
235,470.0,32,24,810,432
236,472.0,38,30,873,433
237,474.0,27,37,825,403
238,476.0,26,40,768,369
239,478.0,34,36,808,419
240,480.0,30,34,813,411
241,482.0,26,23,666,311
242,484.0,25,27,535,255
243,486.0,26,31,817,430
244,488.0,27,28,847,431
245,490.0,21,28,840,425
246,492.0,30,37,820,425
247,494.0,27,30,802,419
248,496.0,27,30,815,418
249,498.0,37,24,820,401
250,500.0,39,31,772,402
251,502.0,29,21,801,394
252,504.0,20,26,823,433
253,506.0,23,17,797,397
254,508.0,26,25,844,429
255,510.0,28,19,813,415
256,512.0,27,25,823,414
257,514.0,17,27,860,420
258,516.0,26,31,836,449
259,518.0,24,27,814,397
260,520.0,28,16,849,434
261,522.0,20,28,809,408
262,524.0,31,24,831,430
263,526.0,23,27,845,406
264,528.0,22,20,809,391
265,530.0,18,31,892,450
266,532.0,23,24,819,413
267,534.0,21,22,801,390
268,536.0,29,26,819,409
269,538.0,18,28,824,407
270,540.0,30,32,834,398
271,542.0,14,27,735,357
272,544.0,27,27,829,413
273,546.0,18,28,850,441
274,548.0,25,19,832,411
275,550.0,29,22,889,458
276,552.0,27,20,860,448
277,554.0,30,30,870,435
278,556.0,30,34,869,432
279,558.0,29,26,866,467
280,560.0,22,26,875,426
281,562.0,26,27,900,447
282,564.0,32,19,830,443
283,566.0,26,24,876,435
284,568.0,20,21,872,440
285,570.0,22,32,825,412
286,572.0,24,14,871,430
287,574.0,24,29,882,451
288,576.0,17,29,829,397
289,578.0,25,26,863,438
290,580.0,33,16,789,380
291,582.0,24,28,861,444
292,584.0,29,24,830,412
293,586.0,30,14,846,418
294,588.0,23,27,836,410
295,590.0,21,23,821,407
296,592.0,24,23,828,407
297,594.0,24,24,797,398
298,596.0,23,27,828,403
299,598.0,18,23,835,425
300,600.0,25,20,839,418
301,602.0,19,21,708,346
302,604.0,18,20,882,437
303,606.0,23,23,850,436
304,608.0,33,24,843,434
305,610.0,21,22,853,426
306,612.0,24,30,857,419
307,614.0,32,23,857,441
308,616.0,19,23,792,396
309,618.0,19,21,876,416
310,620.0,30,32,812,397
311,622.0,29,32,793,411
312,624.0,20,17,561,278
313,626.0,32,23,862,436
314,628.0,32,19,875,460
315,630.0,34,32,824,423
316,632.0,25,28,835,441
317,634.0,25,31,881,438
318,636.0,26,28,818,427
319,638.0,21,10,877,453
320,640.0,18,35,871,421
321,642.0,25,25,866,466
322,644.0,27,17,867,406
323,646.0,20,26,862,446
324,648.0,22,18,880,470
325,650.0,23,31,905,452
326,652.0,20,24,897,411
327,654.0,16,27,854,433
328,656.0,21,18,859,423
329,658.0,21,17,810,404
330,660.0,19,20,891,435
331,662.0,23,18,687,321
332,664.0,25,21,902,456
333,666.0,20,20,848,421
334,668.0,23,18,829,419
335,670.0,28,16,907,473
336,672.0,18,26,811,425
337,674.0,28,25,881,440
338,676.0,16,24,877,421
339,678.0,22,15,879,419
340,680.0,26,27,856,400
341,682.0,27,23,881,418
342,684.0,18,27,850,426
343,686.0,28,30,826,405
344,688.0,27,21,876,441
345,690.0,23,26,886,455
346,692.0,26,31,823,398
347,694.0,24,18,930,463
348,696.0,28,22,908,451
349,698.0,26,39,918,467
350,700.0,21,23,796,388
351,702.0,39,22,938,448
352,704.0,16,19,882,442
353,706.0,25,22,854,416
354,708.0,23,29,919,440
355,710.0,24,27,883,440
356,712.0,19,27,887,422
357,714.0,21,22,875,431
358,716.0,28,18,909,448
359,718.0,14,19,879,438
360,720.0,20,25,882,444
361,722.0,21,11,721,358
362,724.0,16,22,918,446
363,726.0,18,27,859,446
364,728.0,30,18,822,400
365,730.0,27,30,842,410
366,732.0,20,16,855,428
367,734.0,18,17,883,439
368,736.0,16,20,822,436
369,738.0,31,25,873,430
370,740.0,28,24,869,429
371,742.0,21,22,848,393
372,744.0,25,24,806,384
373,746.0,20,21,854,404
374,748.0,24,24,819,394
375,750.0,16,21,823,441
376,752.0,24,26,807,416
377,754.0,33,29,854,436
378,756.0,29,21,824,419
379,758.0,23,18,818,417
380,760.0,35,28,886,412
381,762.0,20,25,905,466
382,764.0,29,28,892,421
383,766.0,22,25,918,469
384,768.0,28,32,840,423
385,770.0,30,21,960,491
386,772.0,35,19,969,460
387,774.0,18,27,917,447
388,776.0,35,34,927,465
389,778.0,27,31,905,472
390,780.0,32,30,911,457
391,782.0,49,52,750,362
392,784.0,131,186,912,460
393,786.0,143,188,944,478
394,788.0,128,192,907,455
395,790.0,133,168,980,489
396,792.0,120,165,876,436
397,794.0,151,175,931,460
398,796.0,139,178,907,459
399,798.0,145,194,886,435
400,800.0,139,179,884,432
401,802.0,139,187,950,457
402,804.0,139,156,917,440
403,806.0,132,181,896,440
404,808.0,141,170,839,365
405,810.0,140,185,880,429
406,812.0,147,189,871,446
407,814.0,133,188,894,430
408,816.0,153,153,876,447
409,818.0,113,169,928,470
410,820.0,144,186,976,446
411,822.0,146,167,1021,503
412,824.0,134,184,982,501
413,826.0,134,181,925,465
414,828.0,152,202,937,453
415,830.0,148,177,945,464
416,832.0,149,157,925,446
417,834.0,148,184,905,429
418,836.0,143,182,948,423
419,838.0,140,201,952,459
420,840.0,162,180,881,429
421,842.0,128,197,735,353
422,844.0,375,477,906,418
423,846.0,322,440,1023,476
424,848.0,314,449,955,470
425,850.0,343,471,917,463
426,852.0,369,451,950,464
427,854.0,353,447,1017,498
428,856.0,343,453,1024,512
429,858.0,367,484,981,498
430,860.0,346,443,986,475
431,862.0,392,455,1021,501
432,864.0,333,444,981,490
433,866.0,301,508,948,449
434,868.0,380,447,919,450
435,870.0,361,442,966,503
436,872.0,346,460,946,458
437,874.0,351,449,962,477
438,876.0,329,440,934,459
439,878.0,367,470,989,491
440,880.0,340,428,985,485
441,882.0,357,433,944,468
442,884.0,342,472,930,484
443,886.0,312,467,969,452
444,888.0,352,431,939,487
445,890.0,341,502,950,472
446,892.0,355,472,991,450
447,894.0,354,473,959,442
448,896.0,334,482,933,414
449,898.0,342,410,942,451
450,900.0,341,488,934,440
