delay_(ps),counts_per_90_min
0,230728.45206614613
240,230489.6155181979
640,232460.56827129738
720,231462.15401108278
800,221245.67603841794
840,218043.38464192805
880,211636.31487346327
920,211146.99071979805
960,218188.6220312835
1000,223337.52896891278
1040,230444.3333104793
1120,237086.84407119782
1200,239181.95946775304
1600,239520.6201355247
