delay_(ps),counts_per_90_min
640,857.6572657425933
720,930.7862480309792
800,770.6254988976033
840,662.9421315190496
880,655.736482747542
920,662.7501917820082
960,632.3378232007748
1000,670.1736240077958
1040,693.6876121542917
