delay_(ps),counts_per_90_min
0,34575.2243074612
240,34604.86540403984
640,34648.86857333226
720,34234.88607492824
800,32948.65520320573
840,31934.805094638366
880,31377.472804730092
920,31037.613728257988
960,32074.00209416086
1000,33518.69867483784
1040,33926.30302340681
1120,34826.44829693135
1200,34986.03994299182
1600,34474.800192088565
