delay_(ps),counts_per_90_min
0,337.4383280762415
240,296.6030385814558
640,324.1068715729629
720,287.2218917726647
800,256.06634039811206
840,272.095512365108
880,263.36731233769757
920,267.86338731860945
960,254.5706564256166
1000,246.19892290137022
1040,214.84762518820656
1120,286.1220665338907
1200,308.02551543129687
1600,299.7934863148498
