delay_(ps),counts_per_90_min
0,4063.5002779269366
240,4076.0237802894712
640,4133.633939713943
720,4092.9234819610965
800,3898.955675177387
840,3576.287603980646
880,3329.6460389403983
920,3323.428349595352
960,3516.075200417125
1000,3800.175512551154
1040,4119.3334475358815
1120,4327.798048811005
