,time_histo_el_s,ch0
0,0.0,646
1,2.0,702
2,4.0,666
3,6.0,699
4,8.0,715
5,10.0,625
6,12.0,694
7,14.0,695
8,16.0,673
9,18.0,682
10,20.0,685
11,22.0,659
12,24.0,687
13,26.0,652
14,28.0,722
15,30.0,645
16,32.0,730
17,34.0,685
18,36.0,731
19,38.0,712
20,40.0,639
21,42.0,698
22,44.0,665
23,46.0,679
24,48.0,656
25,50.0,659
26,52.0,655
27,54.0,651
28,56.0,685
29,58.0,652
30,60.0,685
31,62.0,672
32,64.0,650
33,66.0,682
34,68.0,687
35,70.0,704
36,72.0,674
37,74.0,664
38,76.0,653
39,78.0,625
40,80.0,700
41,82.0,680
42,84.0,698
43,86.0,656
44,88.0,663
45,90.0,717
46,92.0,732
47,94.0,666
48,96.0,706
49,98.0,675
50,100.0,738
51,102.0,641
52,104.0,660
53,106.0,713
54,108.0,679
55,110.0,670
56,112.0,673
57,114.0,670
58,116.0,691
59,118.0,654
60,120.0,660
61,122.0,673
62,124.0,684
63,126.0,687
64,128.0,696
65,130.0,693
66,132.0,687
67,134.0,707
68,136.0,649
69,138.0,654
70,140.0,642
71,142.0,632
72,144.0,652
73,146.0,713
74,148.0,712
75,150.0,663
76,152.0,696
77,154.0,724
78,156.0,683
79,158.0,677
80,160.0,708
81,162.0,638
82,164.0,708
83,166.0,675
84,168.0,681
85,170.0,638
86,172.0,680
87,174.0,656
88,176.0,674
89,178.0,719
90,180.0,671
91,182.0,698
92,184.0,681
93,186.0,611
94,188.0,686
95,190.0,710
96,192.0,613
97,194.0,653
98,196.0,719
99,198.0,710
100,200.0,628
101,202.0,629
102,204.0,661
103,206.0,701
104,208.0,666
105,210.0,689
106,212.0,662
107,214.0,650
108,216.0,696
109,218.0,622
110,220.0,700
111,222.0,675
112,224.0,686
113,226.0,669
114,228.0,643
115,230.0,674
116,232.0,642
117,234.0,675
118,236.0,710
119,238.0,623
120,240.0,719
121,242.0,687
122,244.0,680
123,246.0,693
124,248.0,709
125,250.0,696
126,252.0,704
127,254.0,647
128,256.0,669
129,258.0,673
130,260.0,662
131,262.0,680
132,264.0,650
133,266.0,641
134,268.0,645
135,270.0,638
136,272.0,672
137,274.0,645
138,276.0,663
139,278.0,718
140,280.0,688
141,282.0,673
142,284.0,643
143,286.0,671
144,288.0,695
145,290.0,623
146,292.0,634
147,294.0,667
148,296.0,695
149,298.0,714
150,300.0,669
151,302.0,660
152,304.0,653
153,306.0,701
154,308.0,672
155,310.0,684
156,312.0,685
157,314.0,651
158,316.0,685
159,318.0,664
160,320.0,683
161,322.0,706
162,324.0,670
163,326.0,669
164,328.0,635
165,330.0,672
166,332.0,659
167,334.0,667
168,336.0,682
169,338.0,653
170,340.0,654
171,342.0,658
172,344.0,685
173,346.0,689
174,348.0,680
175,350.0,650
176,352.0,679
177,354.0,671
178,356.0,670
179,358.0,676
180,360.0,685
181,362.0,675
182,364.0,698
183,366.0,702
184,368.0,732
185,370.0,666
186,372.0,697
187,374.0,693
188,376.0,660
189,378.0,679
190,380.0,667
191,382.0,685
192,384.0,661
193,386.0,654
194,388.0,705
195,390.0,669
196,392.0,643
197,394.0,708
198,396.0,676
199,398.0,676
200,400.0,630
201,402.0,642
202,404.0,672
203,406.0,675
204,408.0,676
205,410.0,677
206,412.0,712
207,414.0,649
208,416.0,625
209,418.0,655
210,420.0,653
211,422.0,610
212,424.0,658
213,426.0,708
214,428.0,659
215,430.0,705
216,432.0,700
217,434.0,701
218,436.0,677
219,438.0,690
220,440.0,665
221,442.0,707
222,444.0,690
223,446.0,670
224,448.0,678
225,450.0,660
226,452.0,640
227,454.0,650
228,456.0,700
229,458.0,707
230,460.0,657
231,462.0,692
232,464.0,685
233,466.0,648
234,468.0,651
235,470.0,671
236,472.0,663
237,474.0,646
238,476.0,699
239,478.0,651
240,480.0,692
241,482.0,603
242,484.0,630
243,486.0,695
244,488.0,683
245,490.0,669
246,492.0,712
247,494.0,643
248,496.0,687
249,498.0,648
250,500.0,686
251,502.0,671
252,504.0,660
253,506.0,683
254,508.0,692
255,510.0,656
256,512.0,677
257,514.0,667
258,516.0,619
259,518.0,627
260,520.0,686
261,522.0,694
262,524.0,735
263,526.0,695
264,528.0,703
265,530.0,732
266,532.0,649
267,534.0,687
268,536.0,678
269,538.0,654
270,540.0,635
271,542.0,671
272,544.0,677
273,546.0,641
274,549.0,673
275,551.0,689
276,553.0,659
277,555.0,749
278,557.0,636
279,559.0,663
280,561.0,626
281,563.0,644
282,565.0,667
283,567.0,648
284,569.0,679
285,571.0,625
286,573.0,639
287,575.0,685
288,577.0,698
289,579.0,678
290,581.0,753
291,583.0,662
292,585.0,637
293,587.0,716
294,589.0,677
295,591.0,704
296,593.0,690
297,595.0,666
298,597.0,663
299,599.0,700
300,601.0,693
301,603.0,713
302,605.0,688
303,607.0,698
304,609.0,664
305,611.0,707
306,613.0,672
307,615.0,709
308,617.0,654
309,619.0,676
310,621.0,670
311,623.0,665
312,625.0,656
313,627.0,700
314,629.0,691
315,631.0,700
316,633.0,681
317,635.0,663
318,637.0,681
319,639.0,654
320,641.0,622
321,643.0,684
322,645.0,663
323,647.0,705
324,649.0,666
325,651.0,712
326,653.0,643
327,655.0,701
328,657.0,684
329,659.0,706
330,661.0,628
331,663.0,657
332,665.0,690
333,667.0,678
334,669.0,677
335,671.0,711
336,673.0,669
337,675.0,661
338,677.0,678
339,679.0,656
340,681.0,657
341,683.0,686
342,685.0,669
343,687.0,679
344,689.0,669
345,691.0,664
346,693.0,667
347,695.0,682
348,697.0,700
349,699.0,665
350,701.0,654
351,703.0,651
352,705.0,682
353,707.0,630
354,709.0,708
355,711.0,653
356,713.0,668
357,715.0,692
358,717.0,698
359,719.0,680
360,721.0,674
361,723.0,679
362,725.0,679
363,727.0,631
364,729.0,714
365,731.0,640
366,733.0,675
367,735.0,703
368,737.0,667
369,739.0,642
370,741.0,670
371,743.0,686
372,745.0,618
373,747.0,678
374,749.0,692
375,751.0,675
376,753.0,631
377,755.0,707
378,757.0,690
379,759.0,689
380,761.0,646
381,763.0,698
382,765.0,639
383,767.0,712
384,769.0,694
385,771.0,680
386,773.0,682
387,775.0,677
388,777.0,663
389,779.0,661
390,781.0,659
391,783.0,782
392,785.0,690
393,787.0,696
394,789.0,630
395,791.0,721
396,793.0,653
397,795.0,650
398,797.0,652
399,799.0,681
400,801.0,690
401,803.0,668
402,805.0,662
403,807.0,663
404,809.0,687
405,811.0,662
406,813.0,703
407,815.0,687
408,817.0,671
409,819.0,684
410,821.0,676
411,823.0,660
412,825.0,658
413,827.0,704
414,829.0,625
415,831.0,684
416,833.0,646
417,835.0,707
418,837.0,650
419,839.0,640
420,841.0,648
421,843.0,608
422,845.0,640
423,847.0,668
424,849.0,660
425,851.0,717
426,853.0,632
427,855.0,700
428,857.0,682
429,859.0,647
430,861.0,668
431,863.0,644
432,865.0,690
433,867.0,648
434,869.0,679
435,871.0,741
436,873.0,688
437,875.0,670
438,877.0,686
439,879.0,729
440,881.0,700
441,883.0,653
442,885.0,665
443,887.0,652
444,889.0,655
445,891.0,681
446,893.0,641
447,895.0,628
448,897.0,645
449,899.0,716
450,901.0,676
451,903.0,671
452,905.0,676
453,907.0,654
454,909.0,671
455,911.0,704
456,913.0,705
457,915.0,733
458,917.0,679
459,919.0,688
460,921.0,675
461,923.0,685
462,925.0,640
463,927.0,697
464,929.0,669
465,931.0,642
466,933.0,710
467,935.0,666
468,937.0,676
469,939.0,625
470,941.0,676
471,943.0,650
472,945.0,697
473,947.0,715
474,949.0,629
475,951.0,649
476,953.0,668
477,955.0,702
478,957.0,711
479,959.0,709
480,961.0,678
481,963.0,685
482,965.0,673
483,967.0,692
484,969.0,652
485,971.0,684
486,973.0,696
487,975.0,666
488,977.0,676
489,979.0,675
490,981.0,629
491,983.0,697
492,985.0,717
493,987.0,707
494,989.0,688
495,991.0,647
496,993.0,713
497,995.0,645
498,997.0,698
499,999.0,650
500,1001.0,739
501,1003.0,730
502,1005.0,699
503,1007.0,692
504,1009.0,674
505,1011.0,691
506,1013.0,684
507,1015.0,675
508,1017.0,640
509,1019.0,699
510,1021.0,692
511,1023.0,668
512,1025.0,647
513,1027.0,691
514,1029.0,683
515,1031.0,698
516,1033.0,675
517,1035.0,656
518,1037.0,696
519,1039.0,655
520,1041.0,701
521,1043.0,684
522,1045.0,677
523,1047.0,676
524,1049.0,679
525,1051.0,590
526,1053.0,637
527,1055.0,691
528,1057.0,659
529,1059.0,737
530,1061.0,678
531,1063.0,655
532,1065.0,665
533,1067.0,652
534,1069.0,691
535,1071.0,735
536,1073.0,672
537,1075.0,663
538,1077.0,653
539,1079.0,702
540,1081.0,677
541,1083.0,706
542,1085.0,714
543,1087.0,698
544,1089.0,677
545,1091.0,733
546,1093.0,701
547,1095.0,715
548,1097.0,681
549,1099.0,688
550,1101.0,663
551,1103.0,672
552,1105.0,670
553,1107.0,758
554,1109.0,635
555,1111.0,660
556,1113.0,678
557,1115.0,702
558,1117.0,594
559,1119.0,695
560,1121.0,668
561,1123.0,653
562,1125.0,669
563,1127.0,663
564,1129.0,652
565,1131.0,660
566,1133.0,673
567,1135.0,686
568,1137.0,696
569,1139.0,719
570,1141.0,675
571,1143.0,668
572,1145.0,669
573,1147.0,661
574,1149.0,651
575,1151.0,694
576,1153.0,735
577,1155.0,668
578,1157.0,656
579,1159.0,684
580,1161.0,675
581,1163.0,670
582,1165.0,679
583,1167.0,715
584,1169.0,713
585,1171.0,703
586,1173.0,699
587,1175.0,707
588,1177.0,678
589,1179.0,686
590,1181.0,702
591,1183.0,730
592,1185.0,742
593,1187.0,649
594,1189.0,699
595,1191.0,662
596,1193.0,725
597,1195.0,651
598,1197.0,730
599,1199.0,706
600,1201.0,685
601,1203.0,678
602,1205.0,689
603,1207.0,704
604,1209.0,674
605,1211.0,660
606,1213.0,674
607,1215.0,682
608,1217.0,661
609,1219.0,693
610,1221.0,695
611,1223.0,666
612,1225.0,618
613,1227.0,688
614,1229.0,688
615,1231.0,620
616,1233.0,672
617,1235.0,701
618,1237.0,644
619,1239.0,651
620,1241.0,650
621,1243.0,650
622,1245.0,656
623,1247.0,685
624,1249.0,663
625,1251.0,677
626,1253.0,718
627,1255.0,687
628,1257.0,673
629,1259.0,675
630,1261.0,647
631,1263.0,687
632,1265.0,666
633,1267.0,653
634,1269.0,695
635,1271.0,665
636,1273.0,663
637,1275.0,641
638,1277.0,659
639,1279.0,704
640,1281.0,677
641,1283.0,685
642,1285.0,614
643,1287.0,645
644,1289.0,693
645,1291.0,621
646,1293.0,680
647,1295.0,624
648,1297.0,653
649,1299.0,640
650,1301.0,675
651,1303.0,690
652,1305.0,698
653,1307.0,644
654,1309.0,607
655,1311.0,679
656,1313.0,641
657,1315.0,660
658,1317.0,660
659,1319.0,660
660,1321.0,659
661,1323.0,666
662,1325.0,666
663,1327.0,655
664,1329.0,698
665,1331.0,639
666,1333.0,664
667,1335.0,661
668,1337.0,665
669,1339.0,617
670,1341.0,656
671,1343.0,637
672,1345.0,667
673,1347.0,644
674,1349.0,681
675,1351.0,633
676,1353.0,688
677,1355.0,731
678,1357.0,674
679,1359.0,668
680,1361.0,655
681,1363.0,672
682,1365.0,694
683,1367.0,646
684,1369.0,697
685,1371.0,702
686,1373.0,637
687,1375.0,638
688,1377.0,653
689,1379.0,685
690,1381.0,680
691,1383.0,664
692,1385.0,632
693,1387.0,654
694,1389.0,625
695,1391.0,653
696,1393.0,684
697,1395.0,649
698,1397.0,695
699,1399.0,661
700,1401.0,692
701,1403.0,697
702,1405.0,668
703,1407.0,631
704,1409.0,675
705,1411.0,645
706,1413.0,701
707,1415.0,733
708,1417.0,706
709,1419.0,664
710,1421.0,680
711,1423.0,654
712,1425.0,647
713,1427.0,675
714,1429.0,644
715,1431.0,684
716,1433.0,650
717,1435.0,640
718,1437.0,667
719,1439.0,667
720,1441.0,678
721,1443.0,668
722,1445.0,679
723,1447.0,660
724,1449.0,662
725,1451.0,648
726,1453.0,651
727,1455.0,627
728,1457.0,654
729,1459.0,664
730,1461.0,674
731,1463.0,705
732,1465.0,669
733,1467.0,651
734,1469.0,636
735,1471.0,697
736,1473.0,679
737,1475.0,725
738,1477.0,670
739,1479.0,636
740,1481.0,660
741,1483.0,649
742,1485.0,671
743,1487.0,644
744,1489.0,671
745,1491.0,675
746,1493.0,658
747,1495.0,672
748,1497.0,711
749,1499.0,657
750,1501.0,635
751,1503.0,662
752,1505.0,644
753,1507.0,676
754,1509.0,724
755,1511.0,618
756,1513.0,700
757,1515.0,650
758,1517.0,698
759,1519.0,707
760,1521.0,660
761,1523.0,658
762,1525.0,723
763,1527.0,670
764,1529.0,661
765,1531.0,670
766,1533.0,641
767,1535.0,695
768,1537.0,673
769,1539.0,714
770,1541.0,676
771,1543.0,657
772,1545.0,634
773,1547.0,689
774,1549.0,656
775,1551.0,681
776,1553.0,617
777,1555.0,670
778,1557.0,650
779,1559.0,644
780,1561.0,640
781,1563.0,648
782,1565.0,676
783,1567.0,644
784,1569.0,663
785,1571.0,611
786,1573.0,633
787,1575.0,635
788,1577.0,641
789,1579.0,683
790,1581.0,638
791,1583.0,678
792,1585.0,671
793,1587.0,625
794,1589.0,690
795,1591.0,661
796,1593.0,673
797,1595.0,649
798,1597.0,681
799,1599.0,695
800,1601.0,699
801,1603.0,710
802,1605.0,595
803,1607.0,677
804,1609.0,630
805,1611.0,659
806,1613.0,653
807,1615.0,630
808,1617.0,697
809,1619.0,680
810,1621.0,644
811,1623.0,706
812,1625.0,666
813,1627.0,741
814,1629.0,687
815,1631.0,690
816,1633.0,671
817,1635.0,656
818,1637.0,666
819,1639.0,684
820,1641.0,647
821,1643.0,671
822,1645.0,665
823,1647.0,707
824,1649.0,637
825,1651.0,674
826,1653.0,666
827,1655.0,688
828,1657.0,667
829,1659.0,670
830,1661.0,654
831,1663.0,638
832,1665.0,677
833,1667.0,688
834,1669.0,660
835,1671.0,659
836,1673.0,612
837,1675.0,695
838,1677.0,673
839,1679.0,671
840,1681.0,700
841,1683.0,629
842,1685.0,685
843,1687.0,623
844,1689.0,664
845,1691.0,675
846,1693.0,627
847,1695.0,641
848,1697.0,668
849,1699.0,682
850,1701.0,673
851,1703.0,652
852,1705.0,659
