,time_histo_el_s,A0,A1,A2,B0,B1,B2,C0,C1,C2,D0,D1,D2
0,0.0,140495,2122,38576,202857,2796,1962,231841,5251,3656,616089,2761,1955
1,2.0,107531,1669,28289,156082,2148,1612,181852,4409,2797,473385,2234,1522
2,4.0,141351,2306,37150,203504,2967,2025,235376,5963,3709,618868,2988,2026
3,6.0,141718,2217,36950,205146,2789,2040,237461,5867,3668,623006,2844,1973
4,8.0,142291,2113,37567,204016,2907,2144,234732,5717,3590,620726,2882,2032
5,10.0,141868,2114,37261,204526,2827,2055,235261,5863,3625,622950,2877,2011
6,12.0,141203,2228,36919,204956,2882,2081,235185,5766,3656,622699,2919,2002
7,14.0,142350,2169,37023,204654,2816,2041,236164,5824,3668,626281,2891,2002
8,16.0,142212,2136,37521,204242,2929,2039,233960,5813,3718,621868,2838,2017
9,18.0,141768,2086,37372,204337,2862,2101,235219,5762,3731,622523,2906,1998
10,20.0,140756,2248,36798,204277,2869,2060,235748,5855,3685,622778,2933,1986
11,22.0,141220,2148,36553,203803,2782,2060,235148,5657,3731,617399,2915,2024
12,24.0,141730,2193,36991,205095,2884,2162,237660,5888,3690,621377,2926,1970
13,26.0,141127,2213,36643,204050,2873,2069,235073,5857,3726,616336,2987,2059
14,28.0,141087,2235,36995,205470,2841,2111,238173,5778,3711,618356,2898,1982
15,30.0,140886,2160,36802,203314,2904,2073,235301,5814,3661,615970,2914,1981
16,32.0,140471,2106,36838,202650,2831,2067,232598,5802,3689,613415,3007,1985
17,34.0,139575,2200,36822,202075,2857,2056,230573,5815,3704,613606,2877,1993
18,36.0,140453,2221,36944,203483,2807,2151,231632,5689,3595,613998,2903,2004
19,38.0,140661,2178,36948,203130,2768,2115,229802,5677,3750,612889,2858,1824
20,40.0,139877,2260,36680,203120,2861,2129,232072,5758,3584,615568,2874,1977
21,42.0,140246,2232,36700,202328,2934,2097,232490,5766,3639,613225,2950,2039
22,44.0,140100,2095,36571,202324,2884,2023,233597,5892,3758,615357,2924,2049
23,46.0,140591,2182,36473,203043,2769,2051,232572,5872,3739,614833,2907,1992
