delay_(ps),counts_per_90_min
0,1585.988446222798
240,1511.5783370461033
640,1510.6411646196989
720,1515.631891565362
800,1392.0816658201732
840,1222.8270787022454
880,1238.6769097409936
920,1269.4161930297173
960,1455.5520011748831
1000,1497.4241486363235
1040,1491.4700890085335
1120,1501.2469613803257
1200,1507.9637559987436
1600,1484.4032091942197
