delay_(ps),counts_per_90_min
640,738.5448730765488
720,748.8713163885711
800,889.5419280879001
840,724.7145922330462
880,755.3871645803553
920,715.4501914613247
960,722.7223323261113
1000,843.2522080771531
1040,891.1405536525175
