,time_histo_el_s,A0,B0,C0,D0
161,322.0,51343,24038,45687,30991
162,324.0,52102,24058,46266,31285
163,326.0,52091,24087,46422,30588
164,328.0,51783,23891,46237,30839
165,330.0,51754,24227,45414,31150
166,332.0,51492,23772,45501,31076
167,334.0,51681,23858,45100,31242
168,336.0,51096,24006,45385,31191
169,338.0,51627,23596,45047,31026
170,340.0,51566,23928,45585,31123
171,342.0,50656,23788,45238,31128
172,344.0,51029,23725,44495,31028
173,346.0,51267,23806,44435,31285
174,348.0,50452,23753,44590,31368
175,350.0,51309,23513,45106,30927
176,352.0,51329,23885,44981,31020
177,354.0,51209,23711,44852,30932
178,356.0,50871,23880,45019,30876
179,358.0,50719,23735,44178,30700
180,360.0,50755,23674,43867,30820
181,362.0,50745,23492,43835,31013
182,364.0,50461,23460,43635,30822
183,366.0,50570,23548,43198,31136
184,368.0,50426,23165,43023,30943
185,370.0,50406,23437,43105,30766
186,372.0,50456,23548,42830,31145
187,374.0,50452,23521,43323,30883
188,376.0,50521,23470,43005,30852
189,378.0,50906,23640,43127,31107
190,380.0,50412,23702,43095,31018
191,382.0,50560,23559,43432,31034
192,384.0,50421,23533,43981,31204
193,386.0,51082,23725,43380,31011
194,388.0,50994,23833,43899,30990
195,390.0,51131,23775,44246,30817
196,392.0,50731,23432,43626,30903
197,394.0,51063,23813,44386,30396
198,396.0,50925,23392,44203,30388
199,398.0,50526,23515,44102,30765
200,400.0,50600,23623,43497,30777
201,402.0,50859,23480,44043,30809
202,404.0,51369,23815,44025,30808
203,406.0,51241,23701,44538,31088
204,408.0,51492,23717,44773,30892
205,410.0,51273,23925,44586,30731
206,412.0,51447,23604,45022,30578
207,414.0,51179,23731,44815,30627
208,416.0,51392,23748,45462,30805
209,418.0,51810,24097,45163,30485
210,420.0,51324,23414,44849,30662
211,422.0,51688,23823,44801,30574
212,424.0,51149,24053,44916,30287
213,426.0,51167,23641,44604,30414
214,428.0,51553,23894,44615,30559
215,430.0,51101,23908,45358,30524
216,432.0,51993,23649,45831,30186
217,434.0,51741,24151,46247,30211
218,436.0,51546,23914,46386,30198
219,438.0,52178,23871,46128,30641
220,440.0,51578,23862,45112,30631
221,442.0,51127,24037,44843,30409
222,444.0,51449,23824,44302,30427
223,446.0,51089,23892,43874,30185
224,448.0,50779,23720,44083,30304
225,450.0,51140,23365,43839,30890
226,452.0,50885,23244,44174,30410
227,454.0,51326,23903,44409,30438
228,456.0,51489,23766,45335,30374
229,458.0,51538,23787,45419,30564
230,460.0,51661,23811,45119,30837
231,462.0,51654,23616,44615,30347
232,464.0,51494,23678,44868,30429
233,466.0,51082,23749,44136,30916
234,468.0,51070,23760,44284,30681
235,470.0,51985,23723,45037,30639
236,472.0,51819,23962,45021,30823
237,474.0,51389,23728,44822,30901
238,476.0,51504,23692,44821,30813
239,478.0,51056,23548,44003,30876
240,480.0,51153,23866,44083,30993
241,482.0,51190,23758,44027,30693
242,484.0,51209,23702,44323,30708
243,486.0,51583,23970,44481,30614
244,488.0,51514,23656,44734,30827
245,490.0,51462,23842,44292,30456
246,492.0,51520,24014,44388,30443
247,494.0,51224,23770,44791,30582
248,496.0,51426,23428,43762,30260
249,498.0,51498,23788,44411,30573
250,500.0,51426,23815,44584,30605
251,502.0,50911,23777,44167,30217
252,504.0,51425,23432,44411,30463
253,506.0,51443,23864,44303,30334
254,508.0,51095,23623,44293,30421
255,510.0,51275,23855,44581,30859
256,512.0,51631,23885,45217,30544
257,514.0,51770,24037,45281,30561
258,516.0,51708,23969,45655,30663
259,518.0,52034,23611,45420,30407
260,520.0,51736,24225,46068,30495
261,522.0,51645,24040,45758,30822
262,524.0,51970,23899,45886,31133
263,526.0,51486,23725,45537,30816
264,528.0,51493,24088,45703,30906
265,530.0,51536,23638,44756,30745
266,532.0,51558,23691,44998,30602
267,534.0,51196,23995,44789,30693
268,536.0,51500,24270,45247,30664
269,538.0,51500,24010,45060,30427
270,540.0,51760,23896,45323,30287
271,542.0,51537,23788,45667,30299
272,544.0,51405,23940,45772,30515
273,546.0,51830,23865,46154,30767
274,548.0,51692,24129,46003,30637
275,550.0,51462,24131,46131,30470
276,552.0,51874,23803,46483,30276
277,554.0,51772,23652,46267,30386
278,556.0,51545,24148,46091,30387
279,558.0,51665,23785,45456,30495
280,560.0,51740,24318,45520,30979
281,562.0,51311,24181,45554,30910
282,564.0,51654,24062,45571,30712
283,566.0,52185,24378,45577,31343
284,568.0,51909,24255,45822,30948
285,570.0,52033,23930,46412,31445
286,572.0,51829,24211,46262,31544
287,574.0,51691,24047,45251,31024
288,576.0,52127,23900,45192,31121
289,578.0,51333,23823,44894,31242
290,580.0,50795,23670,44523,31322
291,582.0,50659,23628,43748,31201
292,584.0,50774,23600,43662,31197
293,586.0,50833,23366,44521,31000
294,588.0,50963,23560,44537,31029
295,590.0,50690,23361,44262,31075
296,592.0,50642,23240,43572,31105
297,594.0,50834,23583,43297,30655
298,596.0,50387,23533,43644,31132
299,598.0,50823,23530,43592,30706
300,600.0,50620,23397,43994,30796
301,602.0,50369,23598,43865,30792
302,604.0,50409,23173,43616,31139
303,606.0,50451,23495,43424,30602
304,608.0,50510,23724,43202,30660
305,610.0,50605,23439,43394,31114
306,612.0,50777,23416,43022,30966
307,614.0,50102,23308,43441,30954
308,616.0,50901,23511,43024,30956
309,618.0,50714,23858,43394,31099
310,620.0,50934,23544,43840,30538
311,622.0,51038,23725,44170,30886
312,624.0,50780,23564,44385,30732
313,626.0,51230,23774,44615,30846
314,628.0,51083,23580,44294,30674
315,630.0,50963,23757,43762,30804
316,632.0,50533,23812,44035,30915
317,634.0,51182,23944,44321,30599
318,636.0,51534,24043,44936,30533
319,638.0,51526,24103,45415,30908
320,640.0,51578,23848,44937,30835
321,642.0,51234,24030,44519,30935
322,644.0,51418,23832,44501,30629
323,646.0,51398,23887,44444,30940
324,648.0,51538,23906,44455,31016
325,650.0,51212,23948,44799,30884
326,652.0,51327,23883,44742,30919
327,654.0,51379,23892,44530,31007
328,656.0,51052,24047,44203,30898
329,658.0,50751,24005,44478,31027
330,660.0,51068,23553,44083,31002
331,662.0,51113,23691,43808,31229
332,664.0,51390,23776,43688,31029
333,666.0,50912,23830,44581,31028
334,668.0,51122,23692,44918,31006
335,670.0,51267,24025,45000,31558
336,672.0,51549,23872,45414,31109
337,674.0,51731,23839,45589,31012
338,676.0,51924,24029,45538,31035
339,678.0,51744,24239,45471,31279
340,680.0,51578,23861,45187,31010
341,682.0,51667,24076,44828,31302
342,684.0,51994,24014,45429,31288
343,686.0,51480,23957,44858,31329
344,689.0,51438,23923,44937,31155
345,690.0,51636,23910,44595,31536
346,693.0,51465,23589,44428,31199
347,695.0,52006,23989,44138,31466
348,697.0,51841,23867,44563,31245
349,699.0,51974,23753,44175,31870
350,701.0,51664,23915,44031,31363
351,703.0,51700,24283,44272,31079
352,705.0,51770,24080,44250,31294
353,707.0,51446,24091,43842,31238
354,709.0,51509,23910,43852,31064
355,711.0,51677,24002,44163,30926
356,713.0,52044,24098,44252,30791
357,715.0,51313,24114,44373,30652
358,717.0,51366,23632,43655,31096
359,719.0,51617,23909,43960,30558
360,721.0,51443,24083,43958,30898
361,723.0,51260,23895,43834,30583
362,725.0,51494,23615,43821,30966
363,727.0,51699,24157,44604,30852
364,729.0,51911,23812,44783,30686
365,731.0,52338,24020,45008,30573
366,733.0,51841,24148,45444,30790
367,735.0,52221,24313,45482,30512
368,737.0,51731,24270,45771,30534
369,739.0,51891,24156,45198,30701
370,741.0,52106,24290,45616,31060
371,743.0,52048,23982,45088,30570
372,745.0,51535,24203,45049,30581
373,747.0,52140,24133,44699,30697
374,749.0,51569,24001,44221,30356
375,751.0,51597,23752,44456,30376
376,753.0,51655,23832,44540,30119
377,755.0,51420,23916,44403,30032
378,757.0,51695,24057,45513,30456
379,759.0,51815,24004,45894,30200
380,761.0,52560,24396,45487,30498
381,763.0,51999,24106,45681,30605
382,765.0,52121,23780,45078,30649
383,767.0,51840,24143,44564,30827
384,769.0,51819,24070,44417,31067
385,771.0,51651,24078,44098,30921
386,773.0,52439,24108,44522,30684
387,775.0,52176,24264,44852,30750
388,777.0,51976,24161,45186,30862
389,779.0,52200,24043,44837,30929
390,781.0,52113,23807,44867,30935
391,783.0,52213,24115,45336,30674
392,785.0,52056,24010,45151,30797
393,787.0,51738,24023,44858,30546
394,789.0,51982,23614,44939,30484
395,791.0,51919,23648,44422,30633
396,793.0,51407,23951,44624,30630
397,795.0,52107,24245,44625,30875
398,797.0,51816,24166,44902,30711
399,799.0,51832,23972,44800,30821
400,801.0,51607,24148,45265,30822
401,803.0,51737,24191,45113,30517
402,805.0,51248,24106,44744,30773
403,807.0,51692,23931,45269,30931
404,809.0,51769,24079,45317,30625
405,811.0,51972,24109,45368,30727
406,813.0,51561,23974,44492,30998
407,815.0,51949,24199,44856,31359
408,817.0,51648,24179,44040,31320
409,819.0,51374,23947,44355,31506
410,821.0,51614,24008,44571,31075
411,823.0,51480,23991,44499,31058
412,825.0,51762,24027,44265,30913
413,827.0,51846,23959,44445,31230
414,829.0,51440,24079,44446,30939
415,831.0,51265,24275,44637,30697
416,833.0,51526,24173,44955,31203
417,835.0,51568,24284,44970,31106
418,837.0,51572,24174,44724,31039
419,839.0,51605,24268,44817,31231
420,841.0,52006,24396,44763,31218
421,843.0,51714,24159,45271,30992
422,845.0,51913,24104,45580,31094
423,847.0,51671,24090,45323,31365
424,849.0,51497,23962,45364,30981
425,851.0,51652,24097,45308,30662
426,853.0,51535,23887,45536,30878
427,855.0,51865,24367,45492,30875
428,857.0,51880,24190,45582,30852
429,859.0,51563,23924,45418,30926
430,861.0,51938,24088,45874,30597
431,863.0,51672,24024,45618,31185
432,865.0,51872,24138,46333,30734
433,867.0,51744,24269,46057,31174
434,869.0,51928,24072,46253,30981
435,871.0,52009,24180,46392,31041
436,873.0,52375,24283,46791,31437
437,875.0,52207,24603,46690,31433
438,877.0,51885,24217,46595,31368
439,879.0,51988,24543,46597,31136
440,881.0,51701,24360,45511,31260
441,883.0,51312,24251,45305,31112
442,885.0,51573,23718,45535,31096
443,887.0,51729,24125,45231,30964
444,889.0,51396,24177,44674,31374
445,891.0,51358,23957,44965,31304
446,893.0,51877,24146,45067,31659
447,895.0,51572,23819,44739,31439
448,897.0,51061,23987,44171,31423
449,899.0,51072,24026,44258,31532
450,901.0,51116,24054,44263,31361
451,903.0,51463,23897,44641,31126
452,905.0,51520,24328,44978,31445
453,907.0,51394,24207,44631,31620
454,909.0,51452,23952,44688,31719
455,911.0,51393,24433,44762,31741
456,913.0,51807,24223,44727,32007
457,915.0,51824,24654,45411,31938
458,917.0,52126,24504,45740,31797
459,919.0,52012,24236,45584,31673
460,921.0,51686,24337,45408,31868
461,923.0,51885,24079,44949,32247
462,925.0,51717,24192,44853,32103
463,927.0,52632,24077,45316,31998
464,929.0,51763,24223,45359,32073
465,931.0,52069,24500,45720,32033
466,933.0,52480,24397,45873,31983
467,935.0,52350,24234,46152,31771
468,937.0,51976,24449,45808,31870
469,939.0,52002,24182,45568,31405
470,941.0,52005,24074,46205,31765
471,943.0,52282,24542,46717,31164
472,945.0,52778,24206,46942,31365
473,947.0,52241,24311,46884,31164
474,949.0,52566,24288,47129,31372
475,951.0,52630,24431,47406,31381
476,953.0,52573,24339,47239,31386
477,955.0,52249,24467,46889,31085
478,957.0,52695,24571,46829,31467
479,959.0,52342,24428,46940,31569
480,961.0,52339,24545,46874,31421
481,963.0,52037,24528,46808,31218
482,965.0,52282,24352,47473,31457
483,967.0,52407,24271,47180,31358
484,969.0,52179,24256,47077,31058
485,971.0,51723,24287,46833,31193
486,973.0,51924,24223,46959,31374
487,975.0,51865,24304,46790,31329
488,977.0,51442,24010,46341,31786
489,979.0,51772,23964,46003,31404
490,981.0,51651,23988,45913,31415
491,983.0,51555,24207,46471,31171
492,985.0,52054,24069,46256,31297
493,987.0,51298,24258,46360,31224
494,989.0,51716,24253,46107,31334
495,991.0,51414,24169,45694,31252
496,993.0,51982,24172,45889,31520
497,995.0,51833,24155,46038,31320
498,997.0,51801,24143,46156,31338
499,999.0,51675,23971,46526,31001
500,1001.0,51909,24032,46768,31065
501,1003.0,52221,23818,46437,31321
502,1005.0,51915,24096,46555,30998
503,1007.0,52079,24156,46154,31137
504,1009.0,51288,24019,45946,31057
505,1011.0,51461,23910,45344,30772
506,1013.0,51049,23900,45170,31082
507,1015.0,50922,23934,44659,30962
508,1017.0,51151,23904,44658,31030
509,1019.0,51345,23622,44332,30693
510,1021.0,51203,23791,44243,30751
511,1023.0,51066,23984,44311,30799
512,1025.0,51270,24082,44769,30843
513,1027.0,51194,23778,44382,30474
514,1029.0,51503,23742,44646,30366
515,1031.0,51373,23821,44251,30521
516,1033.0,51127,23718,44369,30470
517,1035.0,50868,23763,44359,30116
518,1037.0,51003,23911,44113,30280
519,1039.0,51300,23503,44254,30487
520,1041.0,50952,23848,43817,30060
521,1043.0,50956,23823,44427,30256
522,1045.0,51628,23793,44265,30255
523,1047.0,51470,23565,44510,30096
524,1049.0,51197,23703,44011,29996
525,1051.0,51518,23832,44248,30496
526,1053.0,51437,23617,44609,30251
527,1055.0,51321,23638,43994,30245
528,1057.0,51093,23894,43863,30084
529,1059.0,51072,23612,43444,30044
530,1061.0,51063,23531,43693,29976
531,1063.0,50877,23438,43349,30039
532,1065.0,50993,23690,43567,30095
533,1067.0,51019,23784,43630,30201
534,1069.0,51442,23819,44429,30087
535,1071.0,50962,23830,44306,30067
536,1073.0,51617,23643,44936,29987
537,1075.0,51452,23775,44858,30671
538,1077.0,51896,23954,45063,30634
539,1079.0,51279,24112,45409,30490
540,1081.0,51565,23923,45108,30657
541,1083.0,51449,24034,45033,30715
542,1085.0,50760,23679,44941,30359
543,1087.0,51193,23903,45200,30560
544,1089.0,51680,23692,45263,30355
545,1091.0,51506,23834,45669,30654
546,1093.0,51372,23866,44794,30441
547,1095.0,51138,23693,44560,30631
548,1097.0,51531,24383,45186,30552
549,1099.0,51702,23522,44659,30744
550,1101.0,51325,23966,45133,30330
551,1103.0,51480,23854,44988,30335
552,1105.0,51677,23912,45370,30813
553,1107.0,52126,24101,45053,30803
554,1109.0,51593,24140,45005,30836
555,1111.0,51410,23933,44458,30787
556,1113.0,50968,23920,44131,30707
557,1115.0,51167,23703,43905,30697
558,1117.0,51035,23774,44434,30632
559,1119.0,51306,23854,45000,30670
560,1121.0,51907,24444,45613,30508
561,1123.0,52036,23748,45910,30792
562,1125.0,51966,24148,46217,30488
563,1127.0,52666,24173,46659,30823
564,1129.0,52753,24195,46009,30786
565,1131.0,52395,24257,45995,30703
566,1133.0,51674,24287,45962,30536
567,1135.0,51554,24109,44777,30469
568,1137.0,51264,23619,44158,30600
569,1139.0,51419,23550,43841,30546
570,1141.0,51051,23902,43978,30042
571,1143.0,50917,23935,44318,29881
572,1145.0,51337,23756,44858,30395
573,1147.0,51517,23663,44518,30262
574,1149.0,51173,23418,44323,30140
575,1151.0,50727,23889,44343,30442
576,1153.0,50847,23765,44370,30298
577,1155.0,51258,23795,44753,30426
578,1157.0,51572,23695,44673,30130
579,1159.0,51408,24077,45148,30214
580,1161.0,51447,23857,44984,30001
581,1163.0,51976,23964,45263,30451
582,1165.0,51421,23789,44306,30172
583,1167.0,51615,23834,45162,30349
584,1169.0,51342,23871,45343,30187
585,1171.0,51254,23587,45217,30249
586,1173.0,51349,23860,44961,30508
587,1175.0,51433,24088,44843,30285
588,1177.0,51611,24078,45172,30355
589,1179.0,51967,24053,45868,29963
590,1181.0,51619,24106,45730,30445
591,1183.0,51874,24147,46019,30138
592,1185.0,51604,23878,45776,30506
593,1187.0,51299,23926,45571,30207
594,1189.0,51903,24318,46270,29897
595,1191.0,51483,23838,45418,29992
596,1193.0,51031,23729,45452,30124
597,1195.0,51382,24173,45205,29942
598,1197.0,51343,23817,45055,30353
599,1199.0,51083,23717,44687,29870
600,1201.0,51168,23421,44692,30018
601,1203.0,51072,23789,44408,29960
602,1205.0,51074,23725,45095,30106
603,1207.0,50613,23763,45140,30388
604,1209.0,51549,23983,45883,29957
605,1211.0,51266,23931,45975,30441
606,1213.0,51389,24035,45990,30401
607,1215.0,51437,23920,46444,30677
608,1217.0,51897,23929,46234,30764
609,1219.0,51837,24082,46474,31074
610,1221.0,51096,24111,45363,30834
611,1223.0,50894,23929,45838,30789
612,1225.0,51143,23724,44519,30568
613,1227.0,50753,23435,43702,30835
614,1229.0,50704,24084,43985,30812
615,1231.0,51020,23822,44432,30901
616,1233.0,51032,23774,44075,31206
617,1235.0,51342,23762,43465,31253
618,1237.0,52171,24062,44522,31095
619,1239.0,51934,24201,44955,31699
620,1241.0,51666,24290,45120,31126
621,1243.0,52230,23926,44888,31312
622,1245.0,52043,24214,45181,31257
623,1247.0,52258,24153,44676,31588
624,1249.0,52011,24116,44244,30936
625,1251.0,51544,23838,44206,31121
626,1253.0,51638,24363,43921,30808
627,1255.0,51899,24402,44803,31290
628,1257.0,52022,23818,44553,30912
629,1259.0,51734,24052,45088,30995
630,1261.0,51873,24218,44989,31068
631,1263.0,51806,24070,44809,30978
632,1265.0,52016,24265,44917,31008
633,1267.0,51865,24122,45556,30699
634,1269.0,51982,24352,45773,30924
635,1271.0,51809,24435,45447,30860
636,1273.0,52226,24290,45224,31092
637,1275.0,52169,24370,45042,31456
638,1277.0,51641,24433,45074,30870
639,1279.0,51786,24473,45214,31145
640,1281.0,51694,24231,44473,31356
641,1283.0,51846,23878,44857,31102
642,1285.0,51741,24131,44491,31267
643,1287.0,51971,24289,44888,31167
644,1289.0,51829,24102,45341,31308
645,1291.0,52139,24422,44511,31160
646,1293.0,51862,23898,44131,31425
647,1295.0,51070,23844,43417,31100
648,1297.0,51317,23731,43722,30903
649,1299.0,51115,24032,43501,31153
650,1301.0,51027,23750,43331,31398
651,1303.0,50926,24007,42810,31156
652,1305.0,51311,24097,43857,30951
653,1307.0,51256,23973,43965,31138
654,1309.0,51543,24114,44537,31042
655,1311.0,51585,24161,44586,30825
656,1313.0,51808,24083,44799,31130
657,1315.0,52171,24156,45457,31112
658,1317.0,51671,24332,45415,31236
659,1319.0,52024,24306,45842,31049
660,1321.0,51764,24093,45869,31140
661,1323.0,51635,24398,44921,31215
662,1325.0,51869,24108,45005,31218
663,1327.0,51741,24088,44819,31183
664,1329.0,51421,23881,44801,31377
665,1331.0,51834,24086,44685,30976
666,1333.0,51709,23847,44396,31157
667,1335.0,51912,24269,44528,30914
668,1337.0,51758,24287,45277,31133
669,1339.0,51799,24378,45436,30905
670,1341.0,52288,24094,45657,30707
671,1343.0,51970,24186,45672,30864
672,1345.0,51935,24076,45922,30882
673,1347.0,51731,24231,45569,30486
674,1349.0,51681,24250,45282,30951
675,1351.0,51413,23899,45104,30435
676,1353.0,51941,24300,45364,30855
677,1355.0,51959,24029,45760,30630
678,1357.0,52611,24443,45422,30564
679,1359.0,52149,24059,45249,30684
680,1361.0,51601,24197,44963,30946
681,1363.0,52234,24244,45076,30745
682,1365.0,51939,24210,45431,30716
683,1367.0,52211,24495,46110,30806
684,1369.0,51916,24305,45858,30901
685,1371.0,52273,24251,45914,31036
686,1373.0,52222,24135,46123,30646
687,1375.0,52203,24010,46064,30854
688,1377.0,51761,23845,45721,30968
689,1379.0,51755,24216,45744,31167
690,1381.0,51939,23948,45294,30809
691,1383.0,51892,24046,44704,31169
692,1385.0,51791,24147,45247,30566
693,1387.0,52023,24231,45168,30951
694,1389.0,51939,24020,45255,31170
695,1391.0,51882,24063,45569,31010
696,1393.0,51559,24079,44366,31148
697,1395.0,51502,24022,44312,30896
698,1397.0,51395,23951,45028,30976
699,1399.0,52198,23850,44641,30869
700,1401.0,51275,24073,44215,30865
701,1403.0,51031,24064,44002,30956
702,1405.0,50899,24068,44153,30850
703,1407.0,51708,23883,44307,30817
704,1409.0,51598,24013,44690,30768
705,1411.0,52023,24382,45238,30736
706,1413.0,52223,24241,45793,31116
707,1415.0,52026,24037,45434,30911
708,1417.0,52024,24013,45110,31012
709,1419.0,52413,23767,44622,30836
710,1421.0,51436,24041,44538,30862
711,1423.0,51568,24025,44705,30561
712,1425.0,52400,24079,45043,30844
713,1427.0,52202,24194,45639,30869
714,1429.0,52216,24208,45573,31005
715,1431.0,52637,24126,45588,30725
716,1433.0,52009,24009,45160,30666
717,1435.0,51627,23931,45093,31073
718,1437.0,51568,23772,44737,30692
719,1439.0,52030,24078,44589,30581
720,1441.0,51785,24131,44465,30939
721,1443.0,51819,24074,44436,31004
722,1445.0,51319,23896,43774,31120
723,1447.0,51082,23710,43844,30420
724,1449.0,51848,24020,44046,31268
725,1451.0,51505,24200,43994,30712
726,1453.0,50966,23651,43787,30957
727,1455.0,51455,23914,43582,30909
728,1457.0,51464,23659,43503,30926
729,1459.0,51104,23816,43280,30869
730,1461.0,51173,23822,43482,31137
731,1463.0,51361,23562,43510,30935
732,1465.0,51742,23872,43560,30861
733,1467.0,51362,24089,44044,31057
734,1469.0,51513,24268,45025,30613
735,1471.0,51839,23858,44983,30500
736,1473.0,51761,24156,44413,30737
737,1475.0,52026,23889,43763,30957
738,1477.0,51006,23745,43454,30707
739,1479.0,51158,24054,43434,31205
740,1481.0,51659,23889,44000,30865
741,1483.0,51052,24057,44300,30872
742,1485.0,51122,23846,44536,30811
743,1487.0,51731,24180,44800,30897
744,1489.0,51570,23985,44764,31032
745,1491.0,51856,24093,44384,31078
746,1493.0,51652,24095,44829,30943
747,1495.0,52126,23849,44902,31242
748,1497.0,51366,24222,44555,31164
749,1499.0,51491,24055,43906,30911
750,1501.0,51433,23886,43994,31129
751,1503.0,51214,24011,43861,31224
752,1505.0,51033,23805,43457,30987
753,1507.0,51188,24111,43801,31296
754,1509.0,51432,24128,44662,31359
755,1511.0,51900,24121,44672,31083
756,1513.0,51970,24117,44586,31277
757,1515.0,51319,24301,44760,31265
758,1517.0,51530,23735,45226,31066
759,1519.0,51612,24157,45182,31147
