delay_(ps),counts_per_90_min
0,4969.066662220056
240,4839.914534065152
640,4852.40572829693
720,4855.057350805672
800,4588.984438896997
840,4114.9371833578525
880,3902.861711655149
920,3824.782839174786
960,4053.827133089993
1000,4539.951456055558
1040,4776.718703151709
1120,4860.581221748646
