delay_(ps),counts_per_90_min
0,12191.257407739233
240,12197.701634186935
640,12347.225600845486
720,12359.319865646572
800,12052.556844462824
840,11856.570361907041
880,11171.560555384896
920,11137.149175093587
960,11717.273495971309
1000,12293.524925958696
1040,12727.3217238512
1120,12912.056439396876
1200,13156.04342367879
1600,13255.477246377144
